Master	Master	n1	Master	master	0
present	present	j	present	present	0
and	and	cc	and	and	0
reward	reward	vvi	reward	reward	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
prince	prince	n1	prince	prince	0
Boris	Boris	np1	Boris	Boris	0
,	,	,	,	,	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
M.	M.	n1	M.	m.	0
Francis	Francis	np1	Francis	Francis	0
Cherry	Cherry	np1	Cherry	Cherry	0
an	an	dt	and	a	0
Englishman	Englishman	np1	Englishman	Englishman	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
present	present	j	present	present	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
whole	whole	j-jn	whole	whole	0
very	very	av	very	very	0
rich	rich	j	rich	rich	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
cloth	cloth	n1	cloth	cloth	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
paire	paire	n1	pair	pair	0
of	of	pp-f	of	of	0
Sables	Sables	n2-jn	Sables	sable	0
.	.	.	.	.	1
This	This	d	This	this	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
hath	hath	vhz	hath	have	0
observed	observed	vvn	observed	observe	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
rare	rare	j	rare	rare	0
things	things	n2	things	thing	0
concerning	concerning	vvg	concerning	concern	0
those	those	d	those	those	0
partes	partes	n2	parts	part	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hereafter	hereafter	av	hereafter	hereafter	0
(	(	(	(	(	0
God	God	np1	God	God	0
willing	willing	vvg	willing	will	0
)	)	)	)	)	0
at	at	p-acp	at	at	0
more	more	n1	more	moor	0
convenient	convenient	j	convenient	convenient	0
time	time	n1	time	time	0
and	and	cc	and	and	0
laisure	laisure	n1	laisure	laisure	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
light	light	vvi	light	light	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
.	.	.	.	.	1
