The	The	dt	The	the	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
his	his	po31	his	his	0
service	service	n1	service	service	0
once	once	a-acp	once	once	0
againe	againe	av	again	again	0
into	into	p-acp	into	into	0
Russia	Russia	np1	Russia	Russia	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
messenger	messenger	n1	messenger	messenger	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
opportunity	opportunity	n1	opportunity	opportunity	0
to	to	p-acp	to	to	0
deare	deare	n1	deer	deer	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
either	either	d	either	either	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
answere	answere	n1	answer	answer	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
submission	submission	n1	submission	submission	0
recover	recover	vvi	recover	recover	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
former	former	j	former	former	0
favour	favour	n1	favour	favour	0
:	:	:	:	:	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
nature	nature	n1	nature	nature	0
was	was	vbds	was	be	0
mooved	mooved	vvn	moved	move	0
to	to	pc-acp	to	to	0
yeeld	yeeld	vvi	yield	yield	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subject	subject	n-jn	subject	subject	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
foorth	foorth	av	forth	forth	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
desert	desert	n1	desert	desert	0
might	might	vmd	might	may	0
carry	carry	vvi	carry	carry	0
him	him	pno31	him	he	0
,	,	,	,	,	0
or	or	cc	or	or	0
his	his	po31	his	his	0
innocencie	innocencie	n1	innocence	innocence	0
cleare	cleare	vvi	clear	clear	0
him	him	pno31	him	he	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Thus	Thus	av	Thus	thus	0
noble	noble	j	noble	noble	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
loving	loving	j-vvg	loving	love	0
and	and	cc	and	and	0
dearest	dearest	js-jn	dearest	dear	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
the	the	dt	the	the	0
service	service	n1	service	service	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
messenger	messenger	n1	messenger	messenger	0
,	,	,	,	,	0
aswell	aswell	av	aswell	aswell	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
recovery	recovery	n1	recovery	recovery	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
favor	favor	n1	favour	favour	0
towards	towards	p-acp	towards	towards	0
him	him	pno31	him	he	0
(	(	(	(	(	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
found	found	vvn	found	find	0
woorthy	woorthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
maners	maners	n2	manners	manner	0
and	and	cc	and	and	0
fashions	fashions	n2	fashions	fashion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
much	much	av-d	much	much	0
conversant	conversant	j	conversant	conversant	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
sith	sith	a-acp	sith	sith	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
letters	letters	n2	letters	letter	0
it	it	pn31	it	it	0
appeareth	appeareth	vvz	appears	appear	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
cleared	cleared	vvn	cleared	clear	0
himselfe	himselfe	px31	himself	himself	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
we	we	pns12	we	we	0
meane	meane	vvb	mean	mean	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
such	such	d	such	such	0
price	price	n1	price	price	0
hereafter	hereafter	av	hereafter	hereafter	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
conceit	conceit	n1	conceit	conceit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
brevitie	brevitie	n1	brevity	brevity	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
used	used	vvd	used	use	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
setting	setting	vvg	setting	set	0
downe	downe	a-acp	down	down	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
stile	stile	n1	style	stile	0
and	and	cc	and	and	0
titles	titles	n2	titles	title	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
nothing	nothing	pix	nothing	nothing	0
is	is	vbz	is	be	0
further	further	jc	further	further	0
from	from	p-acp	from	from	0
424	424	crd	424	424	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
us	us	pno12	us	we	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
abridge	abridge	vvi	abridge	abridge	0
so	so	av	so	so	0
great	great	j	great	great	0
and	and	cc	and	and	0
mighty	mighty	j	mighty	mighty	0
a	a	dt	a	a	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
due	due	j-jn	due	due	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
we	we	pns12	we	we	0
holde	holde	vvb	hold	hold	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
greatnesse	greatnesse	n1	greatness	greatness	0
to	to	pc-acp	to	to	0
deserve	deserve	vvi	deserve	deserve	0
more	more	dc	more	more	0
honour	honour	n1	honour	honour	0
then	then	cs	then	than	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
him	him	pno31	him	he	0
)	)	)	)	)	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
need	need	vvi	need	need	0
no	no	av-dx	no	no	0
further	further	av-jc	further	further	0
nor	nor	ccx	nor	nor	0
surer	surer	jc	surer	sure	0
argument	argument	n1	argument	argument	0
to	to	pc-acp	to	to	0
cleare	cleare	vvi	clear	clear	0
us	us	pno12	us	we	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
suspicion	suspicion	n1	suspicion	suspicion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
detracting	detracting	n-vvg	detracting	detract	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
just	just	j	just	just	0
and	and	cc	and	and	0
princely	princely	j	princely	princely	0
honor	honor	n1	honour	honour	0
and	and	cc	and	and	0
greatnesse	greatnesse	n1	greatness	greatness	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
thus	thus	av	thus	thus	0
contracted	contracted	vvn	contracted	contract	0
,	,	,	,	,	0
videlicet	videlicet	fw-la	videlicet	videlicet	0
,	,	,	,	,	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
defender	defender	n1	defender	defender	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
&c.	&c.	av	etc.	etc	0
which	which	r-crq	which	which	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
and	and	cc	and	and	0
dominions	dominions	n2	dominions	dominion	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
are	are	vbr	are	be	0
expressed	expressed	vvn	expressed	express	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
general	general	j	general	general	0
words	words	n2	words	word	0
,	,	,	,	,	0
videlicet	videlicet	fw-la	videlicet	videlicet	0
,	,	,	,	,	0
England	England	np1	England	England	0
,	,	,	,	,	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
severall	severall	j	several	several	0
principalities	principalities	n2	principalities	principality	0
,	,	,	,	,	0
dukedomes	dukedomes	n2	dukedoms	dukedom	0
,	,	,	,	,	0
earledomes	earledomes	n2	earldoms	earldom	0
,	,	,	,	,	0
provinces	provinces	n2	provinces	province	0
and	and	cc	and	and	0
countreys	countreys	ng2	countries'	country	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
severally	severally	av-j	severally	several	0
expressed	expressed	vvn	expressed	express	0
would	would	vmd	would	will	0
enlarge	enlarge	vvi	enlarge	enlarge	0
much	much	d	much	much	0
our	our	po12	our	our	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
length	length	n1	length	length	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
progenitours	progenitours	n2	progenitors	progenitor	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
bene	bene	vbn	be	be	0
used	used	vvn	used	use	0
:	:	:	:	:	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
,	,	,	,	,	0
we	we	pns12	we	we	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
no	no	dx	no	no	0
dishonour	dishonour	n1	dishonour	dishonour	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
compendiously	compendiously	av-j	compendiously	compendious	0
to	to	pc-acp	to	to	0
abridge	abridge	vvi	abridge	abridge	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
writings	writings	n2	writings	write	0
and	and	cc	and	and	0
letters	letters	n2	letters	letter	0
written	written	vvn	written	write	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
King	King	n1	King	king	0
,	,	,	,	,	0
or	or	cc	or	or	0
Potentate	Potentate	n1	Potentate	potentate	0
soever	soever	av	soever	soever	0
.	.	.	.	.	1
Whereupon	Whereupon	c-crq	Whereupon	whereupon	0
we	we	pns12	we	we	0
inferre	inferre	vvb	infer	infer	0
,	,	,	,	,	0
that	that	cst	that	that	0
holding	holding	vvg	holding	hold	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
general	general	j	general	general	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
we	we	pns12	we	we	0
offer	offer	vvb	offer	offer	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
no	no	dx	no	no	0
dishonour	dishonour	n1	dishonour	dishonour	0
in	in	p-acp	in	in	0
not	not	xx	not	not	0
expressing	expressing	vvg	expressing	express	0
all	all	d	all	all	0
the	the	dt	the	the	0
particular	particular	j	particular	particular	0
provinces	provinces	n2	provinces	province	0
:	:	:	:	:	0
albeit	albeit	cs	albeit	albeit	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
willingly	willingly	av-j	willingly	willing	0
content	content	vvi	content	content	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
usages	usages	n2	usages	usage	0
and	and	cc	and	and	0
customes	customes	n2	customs	custom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
that	that	d	that	that	0
course	course	n1	course	course	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
most	most	av-ds	most	most	0
honourable	honourable	j	honourable	honourable	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sealing	sealing	vvg	sealing	seal	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
letters	letters	n2	letters	letter	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
write	write	vvb	write	write	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
our	our	po12	our	our	0
allies	allies	n2	allies	ally	0
,	,	,	,	,	0
kinsemen	kinsemen	n2	kinsmen	kinsman	0
,	,	,	,	,	0
and	and	cc	and	and	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
Kings	Kings	n2	Kings	king	0
and	and	cc	and	and	0
Princes	Princes	n2	Princes	prince	0
,	,	,	,	,	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
use	use	n1	use	use	0
two	two	crd	two	two	0
severall	severall	j	several	several	0
seales	seales	n2	seals	seal	0
;	;	;	;	;	0
both	both	d	both	both	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
esteeme	esteeme	vvb	esteem	esteem	0
alike	alike	av	alike	alike	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
being	being	vbg	being	be	0
our	our	po12	our	our	0
princely	princely	j	princely	princely	0
seales	seales	n2	seals	seal	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
volume	volume	n1	volume	volume	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
letters	letters	n2	letters	letter	0
falleth	falleth	vvz	falls	fall	0
out	out	av	out	out	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
great	great	j	great	great	0
or	or	cc	or	or	0
small	small	j	small	small	0
,	,	,	,	,	0
so	so	av	so	so	0
accordingly	accordingly	av-vvg	accordingly	accord	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
greater	greater	jc	greater	great	0
or	or	cc	or	or	0
lesser	lesser	jc	lesser	lesser	0
seale	seale	n1	seal	seal	0
annexed	annexed	vvn	annexed	annex	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
esteeming	esteeming	vvg	esteeming	esteem	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
more	more	n1	more	moor	0
or	or	cc	or	or	0
lesse	lesse	av-dc	less	less	0
honourable	honourable	j	honourable	honourable	0
then	then	cs	then	than	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
So	So	av	So	so	0
as	as	a-acp	as	as	0
,	,	,	,	,	0
our	our	po12	our	our	0
most	most	av-ds	most	most	0
loving	loving	j-vvg	loving	love	0
and	and	cc	and	and	0
dearest	dearest	js-jn	dearest	dear	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
letters	letters	n2	letters	letter	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
nothing	nothing	pix	nothing	nothing	0
done	done	vdn	done	do	0
of	of	pp-f	of	of	0
purpose	purpose	n1	purpose	purpose	0
to	to	pc-acp	to	to	0
detract	detract	vvi	detract	detract	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
usuall	usuall	j	usual	usual	0
regard	regard	n1	regard	regard	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
Highnesse	Highnesse	n1	Highness	highness	0
was	was	vbds	was	be	0
woont	woont	vvn	wont	wont	0
to	to	pc-acp	to	to	0
yeeld	yeeld	vvi	yield	yield	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
famous	famous	j	famous	famous	0
memory	memory	n1	memory	memory	0
Ivan	Ivan	np1	Ivan	Ivan	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
425	425	crd	425	425	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Basilivich	Basilivich	np1	Basilivich	Basilivich	0
Emperor	Emperor	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
our	our	po12	our	our	0
dearest	dearest	js-jn	dearest	dear	0
brother	brother	n1	brother	brother	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
residue	residue	n1	residue	residue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
letters	letters	n2	letters	letter	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
entertainement	entertainement	n1	entertainment	entertainment	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
ambassadour	ambassadour	n1	ambassador	ambassador	0
,	,	,	,	,	0
and	and	cc	and	and	0
proceeding	proceeding	vvg	proceeding	proceed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
Anthonie	Anthonie	np1	Anthonie	Anthony	0
Marsh	Marsh	n1	Marsh	marsh	0
we	we	pns12	we	we	0
holde	holde	vvb	hold	hold	0
our	our	po12	our	our	0
selfe	selfe	n1	self	self	0
satisfied	satisfied	vvn	satisfied	satisfy	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
princely	princely	j	princely	princely	0
answere	answere	n1	answer	answer	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
therein	therein	av	therein	therein	0
note	note	vvi	note	note	0
an	an	dt	and	a	0
honourable	honourable	j	honourable	honourable	0
and	and	cc	and	and	0
princely	princely	j	princely	princely	0
care	care	n1	care	care	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
to	to	pc-acp	to	to	0
prevent	prevent	vvi	prevent	prevent	0
the	the	dt	the	the	0
like	like	j	like	like	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
controversies	controversies	n2	controversies	controversy	0
and	and	cc	and	and	0
sutes	sutes	n2	suits	suit	0
,	,	,	,	,	0
that	that	cst	that	that	0
Marshes	Marshes	n2	Marshes	marsh	0
cause	cause	n1	cause	cause	0
stirred	stirred	vvd	stirred	stir	0
up	up	a-acp	up	up	0
betweene	betweene	p-acp	between	between	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
and	and	cc	and	and	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majestie	Majestie	n1	Majesty	majesty	0
doeth	doeth	vdz	doth	do	0
purpose	purpose	vvi	purpose	purpose	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
purge	purge	vvi	purge	purge	0
your	your	po22	your	your	0
Countrey	Countrey	n1	Country	country	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
straglers	straglers	n2	stragglers	straggler	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
doe	doe	n1	doe	doe	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
hereafter	hereafter	av	hereafter	hereafter	0
abide	abide	vvi	abide	abide	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Company	Company	n1	Company	company	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
contemptuously	contemptuously	av-j	contemptuously	contemptuous	0
depart	depart	vvi	depart	depart	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
land	land	n1	land	land	0
without	without	p-acp	without	without	0
our	our	po12	our	our	0
Highnesse	Highnesse	n1	Highness	highness	0
licence	licence	n1	licence	licence	0
:	:	:	:	:	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
sort	sort	n1	sort	sort	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
presented	presented	vvn	presented	present	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
the	the	dt	the	the	0
names	names	n2	names	name	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
severall	severall	j	several	several	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
videlicet	videlicet	fw-la	videlicet	videlicet	0
,	,	,	,	,	0
Richard	Richard	np1	Richard	Richard	0
Cocks	Cocks	n2	Cocks	cock	0
,	,	,	,	,	0
Bennet	Bennet	np1	Bennet	Bennet	0
Jackman	Jackman	np1	Jackman	Jackman	0
,	,	,	,	,	0
Rainold	Rainold	np1	Rainold	Rainold	0
Kitchin	Kitchin	n1	Kitchen	kitchen	0
,	,	,	,	,	0
Simon	Simon	np1	Simon	Simon	0
Rogers	Rogers	np1	Rogers	Rogers	0
,	,	,	,	,	0
Michael	Michael	np1	Michael	Michael	0
Lane	Lane	n1	Lane	lane	0
,	,	,	,	,	0
Thomas	Thomas	np1	Thomas	Thomas	0
Worsenham	Worsenham	np1	Worsenham	Worsenham	0
:	:	:	:	:	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
princely	princely	j	princely	princely	0
order	order	n1	order	order	0
to	to	pc-acp	to	to	0
dismisse	dismisse	vvi	dismiss	dismiss	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
land	land	n1	land	land	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sent	sent	vvn	sent	send	0
home	home	av-an	home	home	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
shippes	shippes	n2	ships	ship	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
the	the	dt	the	the	0
mislike	mislike	n1	mislike	mislike	0
which	which	r-crq	which	which	0
their	their	po32	their	their	0
residence	residence	n1	residence	residence	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
might	might	vmd	might	may	0
breed	breed	vvi	breed	breed	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
disturbance	disturbance	n1	disturbance	disturbance	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
brotherly	brotherly	j	brotherly	brotherly	0
league	league	n1	league	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
impeaching	impeaching	j-vvg	impeaching	impeach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
entercourse	entercourse	n1	intercourse	intercourse	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
loving	loving	j-vvg	loving	love	0
and	and	cc	and	and	0
dearest	dearest	js-jn	dearest	dear	0
brother	brother	n1	brother	brother	0
,	,	,	,	,	0
one	one	crd	one	one	0
William	William	np1	William	William	0
Turnebull	Turnebull	np1	Turnebull	Turnbull	0
a	a	dt	a	a	0
subject	subject	n-jn	subject	subject	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
is	is	vbz	is	be	0
lately	lately	av-j	lately	late	0
deceased	deceased	vvn	deceased	decease	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
one	one	pi	one	one	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
our	our	po12	our	our	0
merchants	merchants	n2	merchant's	merchant	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
much	much	d	much	much	0
controversie	controversie	n1	controversy	controversy	0
for	for	p-acp	for	for	0
great	great	j	great	great	0
summes	summes	n2	sums	sum	0
of	of	pp-f	of	of	0
money	money	n1	money	money	0
due	due	j-jn	due	due	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
while	while	cs	while	while	0
