Remembrances	Remembrances	n2	Remembrances	remembrance	0
r	r	sy	r	r	0
I	I	sy	I	i	0
'	'	'	'	'	0
O	O	uh	Oh	oh	0
know	know	vvb	know	know	0
wooll	wooll	n1	wool	wool	0
,	,	,	,	,	0
all	all	d	all	all	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
clothes	clothes	n2	clothes	clothes	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
A	A	dt	A	a	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
employments	employments	n2	employments	employment	0
of	of	pp-f	of	of	0
wooll	wooll	n1	wool	wool	0
,	,	,	,	,	0
home	home	av-an	home	home	0
or	or	cc	or	or	0
forren	forren	j	foreign	foreign	0
,	,	,	,	,	0
be	be	vbb	be	be	0
ye	ye	pn22	you	you	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
Felt	Felt	j-vvn	Felt	feel	0
clokes	clokes	n2	cloaks	cloak	0
,	,	,	,	,	0
felt	felt	vvd	felt	feel	0
hats	hats	n2	hats	hat	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
red	red	j-jn	read	red	0
knit	knit	vvn	knit	knit	0
cap	cap	n1	cap	cap	0
for	for	p-acp	for	for	0
Barbarie	Barbarie	np1	Barbarie	Barbary	0
,	,	,	,	,	0
called	called	vvd	called	call	0
Bonettos	Bonettos	n2	Bonettos	bonetto	0
rugios	rugios	n2	rugios	rugio	0
colorados	colorados	n2	colorados	colorado	0
,	,	,	,	,	0
or	or	cc	or	or	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
All	All	d	All	all	0
the	the	dt	the	the	0
deceits	deceits	n2	deceits	deceit	0
in	in	p-acp	in	in	0
Clothmaking	Clothmaking	n1	Clothmaking	clothmaking	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
sorting	sorting	vvg	sorting	sort	0
together	together	av	together	together	0
of	of	pp-f	of	of	0
Wools	Wools	n2	Wools	wool	0
of	of	pp-f	of	of	0
severall	severall	j	several	several	0
natures	natures	n2	nature's	nature	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
to	to	pc-acp	to	to	0
shrinke	shrinke	vvi	shrink	shrink	0
,	,	,	,	,	0
some	some	d	some	some	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
out	out	av	out	out	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
causeth	causeth	vvz	causeth	cause	0
cloth	cloth	n1	cloth	cloth	0
to	to	p-acp	to	to	0
cockle	cockle	n1	cockle	cockle	0
and	and	cc	and	and	0
lie	lie	vvi	lie	lie	0
uneven	uneven	j	uneven	uneven	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
evill	evill	n-jn	evil	evil	0
sorting	sorting	vvg	sorting	sort	0
of	of	pp-f	of	of	0
threed	threed	n1	thread	thread	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
or	or	cc	or	or	0
bad	bad	j	bad	bad	0
wooll	wooll	n1	wool	wool	0
,	,	,	,	,	0
some	some	d	some	some	0
tootoo	tootoo	av	tootoo	tootoo	0
hard	hard	av-j	hard	hard	0
spun	spun	vvn	spun	spin	0
,	,	,	,	,	0
some	some	d	some	some	0
tootoo	tootoo	av	tootoo	tootoo	0
soft	soft	av-j	soft	soft	0
spun	spun	vvn	spun	spin	0
delivered	delivered	vvn	delivered	deliver	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
woven	woven	vvn	woven	weave	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
faults	faults	n2	faults	fault	0
in	in	p-acp	in	in	0
Weaving	Weaving	vvg	Weaving	weave	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
faults	faults	n2	faults	fault	0
in	in	p-acp	in	in	0
Walking	Walking	vvg	Walking	walk	0
,	,	,	,	,	0
Rowing	Rowing	vvg	Rowing	row	0
,	,	,	,	,	0
and	and	cc	and	and	0
Burling	Burling	np1	Burling	Burling	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Racking	Racking	j-vvg	Racking	rack	0
the	the	dt	the	the	0
Clothes	Clothes	n2	Clothes	clothes	0
above	above	p-acp	above	above	0
measure	measure	n1	measure	measure	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Teintors	Teintors	npg1	Teintors	teintors	0
:	:	:	:	:	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
faults	faults	n2	faults	fault	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
learned	learned	vvn	learned	learn	0
of	of	pp-f	of	of	0
honest	honest	j	honest	honest	0
men	men	n2	men	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
faults	faults	n2	faults	fault	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
merchant	merchant	n1	merchant	merchant	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shunned	shunned	vvn	shunned	shun	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
used	used	vvn	used	use	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2	2	crd	2	2	0
Then	Then	av	Then	then	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Diers	Diers	ng1	Dyers	dyer	0
to	to	pc-acp	to	to	0
discerne	discerne	vvi	discern	discern	0
all	all	d	all	all	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
colours	colours	n2	colours	colour	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
good	good	j	good	good	0
and	and	cc	and	and	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
hold	hold	vvi	hold	hold	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
faire	faire	j	fair	fair	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
not	not	xx	not	not	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
colours	colours	n2	colours	colour	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
dearth	dearth	n1	dearth	dearth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
substances	substances	n2	substances	substance	0
bee	bee	vbb	be	be	0
deare	deare	j-jn	deer	dear	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cheapenesse	cheapenesse	n1	cheapness	cheapness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Materials	Materials	n2-jn	Materials	material	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
died	died	vvn	died	die	0
,	,	,	,	,	0
be	be	vbb	be	be	0
cheape	cheape	j	cheap	cheap	0
colours	colours	n2	colours	colour	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
233	233	crd	233	233	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
162.	162.	crd	162.	162.	0
]	]	]	]	]	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3	3	crd	3	3	0
Then	Then	av	Then	then	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
names	names	n2	names	name	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
materials	materials	n2-jn	materials	material	0
and	and	cc	and	and	0
sub-staunces	sub-staunces	j	substances	substances	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Citie	Citie	n1	City	city	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
dying	dying	vvg	dying	die	0
of	of	pp-f	of	of	0
cloth	cloth	n1	cloth	cloth	0
or	or	cc	or	or	0
silke	silke	n1	silk	silk	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
good	good	j	good	good	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
bad	bad	j	bad	bad	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
what	what	r-crq	what	what	0
colours	colours	n2	colours	colour	0
they	they	pns32	they	they	0
die	die	vvb	die	die	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
what	what	r-crq	what	what	0
prices	prices	n2	princes	price	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
bee	bee	n1	bee	bee	0
the	the	dt	the	the	0
Naturals	Naturals	n2-j	Naturals	natural	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realme	Realme	n1	Realm	realm	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
forren	forren	j	foreign	foreign	0
materials	materials	n2-jn	materials	material	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
dying	dying	vvg	dying	die	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
very	very	j	very	very	0
natural	natural	j	natural	natural	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
plentie	plentie	n1	plenty	plenty	0
or	or	cc	or	or	0
the	the	dt	the	the	0
scarcenesse	scarcenesse	n1	scarceness	scarceness	0
of	of	pp-f	of	of	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
These	These	d	These	these	0
things	things	n2	things	thing	0
superficially	superficially	av-j	superficially	superficial	0
learned	learned	vvn	learned	learn	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
realme	realme	n1	realm	realm	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
goe	goe	vvb	go	go	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
fitter	fitter	jc	fitter	fit	0
in	in	p-acp	in	in	0
forren	forren	j	foreign	foreign	0
parts	parts	n2	parts	part	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
your	your	po22	your	your	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
meanes	meanes	n2	means	mean	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
an	an	dt	and	a	0
enterie	enterie	n1	enterie	enterie	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
travell	travell	vvi	travel	travel	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
What	What	q-crq	What	what	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
doe	doe	vdi	do	do	0
in	in	p-acp	in	in	0
Turkie	Turkie	n1	Turkey	turquoise	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
busi-nesse	busi-nesse	j	business	business	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Factorship	Factorship	n1	Factorship	factorship	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
1	1	crd	1	1	0
TPOrasmuch	TPOrasmuch	av	TPOrasmuch	tporasmuch	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
reported	reported	vvn	reported	report	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Woollen	Woollen	j	Woollen	woollen	0
JT	JT	np1	JT	JT	0
clothes	clothes	n2	clothes	clothes	0
died	died	vvd	died	die	0
in	in	p-acp	in	in	0
Turkie	Turkie	n1	Turkey	turquoise	0
bee	bee	vbb	be	be	0
most	most	av-ds	most	most	0
excellently	excellently	av-j	excellently	excellent	0
died	died	vvn	died	die	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
send	send	vvi	send	send	0
home	home	av-an	home	home	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
certaine	certaine	j	certain	certain	0
Mowsters	Mowsters	n2	Mowsters	mowster	0
or	or	cc	or	or	0
pieces	pieces	n2	pieces	piece	0
of	of	pp-f	of	of	0
Shew	Shew	n1	Show	show	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Diers	Diers	ng1	Dyers	dyer	0
hall	hall	n1	hall	hall	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
shewed	shewed	vvn	showed	show	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
to	to	pc-acp	to	to	0
remoove	remoove	vvi	remove	remove	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
the	the	dt	the	the	0
tootoo	tootoo	av	tootoo	tootoo	0
great	great	j	great	great	0
opinion	opinion	n1	opinion	opinion	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
conceived	conceived	vvn	conceived	conceive	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
cunning	cunning	j-jn	cunning	cunning	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
to	to	pc-acp	to	to	0
moove	moove	vvi	move	move	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
shame	shame	n1	shame	shame	0
to	to	pc-acp	to	to	0
endevour	endevour	vvi	endeavour	endeavour	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
more	more	dc	more	more	0
knowledge	knowledge	n1	knowledge	knowledge	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
universali	universali	fw-la	universali	universali	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
realme	realme	n1	realm	realm	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
2	2	crd	2	2	0
You	You	pn22	You	you	0
shall	shall	vmb	shall	shall	0
devise	devise	vvi	devise	devise	0
to	to	pc-acp	to	to	0
amend	amend	vvi	amend	amend	0
the	the	dt	the	the	0
Dying	Dying	j-vvg	Dying	die	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
carying	carying	vvg	carrying	carry	0
hence	hence	av	hence	hence	0
an	an	dt	and	a	0
apte	apte	j	apt	apt	0
yoong	yoong	j	young	young	0
man	man	n1	man	man	0
brought	brought	vvn	brought	bring	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Arte	Arte	n1	Art	art	0
,	,	,	,	,	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
bringing	bringing	vvg	bringing	bring	0
one	one	crd	one	one	0
or	or	cc	or	or	0
other	other	n-jn	other	other	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
of	of	pp-f	of	of	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
devise	devise	vvi	devise	devise	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
one	one	pi	one	one	0
for	for	p-acp	for	for	0
Silkes	Silkes	n2	Silks	silk	0
,	,	,	,	,	0
and	and	cc	and	and	0
another	another	j-jn	another	another	0
for	for	p-acp	for	for	0
Wooll	Wooll	n1	Wool	wool	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
Woollen	Woollen	j	Woollen	woollen	0
cloth	cloth	n1	cloth	cloth	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
worke	worke	vvi	work	work	0
this	this	d	this	this	0
by	by	p-acp	by	by	0
ordinarie	ordinarie	j	ordinary	ordinary	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
great	great	j	great	great	0
Bassas	Bassas	n2	Bassas	bassa	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
or	or	cc	or	or	0
if	if	cs	if	if	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
credite	credite	n1	credit	credit	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
sufficient	sufficient	j	sufficient	sufficient	0
by	by	p-acp	by	by	0
meane	meane	j	mean	mean	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
small	small	j	small	small	0
abode	abode	n1	abided	abode	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parties	parties	n2	parties	party	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
worke	worke	vvi	work	work	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
helpe	helpe	n1	help	help	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
French	French	jp	French	french	0
ambassador	ambassador	n1	ambassador	ambassador	0
there	there	a-acp	there	there	0
resident	resident	j-jn	resident	resident	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
purpose	purpose	n1	purpose	purpose	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
insinuate	insinuate	vvi	insinuate	insinuate	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
234	234	crd	234	234	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
,	,	,	,	,	0
and	and	cc	and	and	0
otherwise	otherwise	av	otherwise	otherwise	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
no	no	dx	no	no	0
meane	meane	j	mean	mean	0
unsought	unsought	j	unsought	unsought	0
that	that	cst	that	that	0
tendeth	tendeth	vvz	tendeth	tend	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
as	as	c-acp	as	as	0
circumstances	circumstances	n2	circumstances	circumstance	0
may	may	vmb	may	may	0
permit	permit	vvi	permit	permit	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3	3	crd	3	3	0
Then	Then	av	Then	then	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
all	all	d	all	all	0
the	the	dt	the	the	0
materials	materials	n2-jn	materials	material	0
and	and	cc	and	and	0
substances	substances	n2	substances	substance	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Turkes	Turkes	np2	Turkes	Turk	0
use	use	vvb	use	use	0
in	in	p-acp	in	in	0
dying	dying	vvg	dying	die	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
of	of	pp-f	of	of	0
Herbes	Herbes	n2	Herbs	herb	0
,	,	,	,	,	0
simple	simple	j	simple	simple	0
or	or	cc	or	or	0
compound	compound	vvi	compound	compound	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
Plants	Plants	n2	Plants	plant	0
,	,	,	,	,	0
Barkes	Barkes	n2	Barks	bark	0
,	,	,	,	,	0
Wood	Wood	n1	Wood	wood	0
,	,	,	,	,	0
Berries	Berries	n2	Berries	berry	0
,	,	,	,	,	0
Seedes	Seedes	n2	Seeds	seed	0
,	,	,	,	,	0
Graines	Graines	n2	Grains	grain	0
,	,	,	,	,	0
or	or	cc	or	or	0
Minerali	Minerali	fw-la	Minerali	minerali	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	q-crq	what	what	0
els	els	av	else	else	0
soever	soever	av	soever	soever	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
yeeld	yeeld	vvb	yield	yield	0
those	those	d	those	those	0
famous	famous	j	famous	famous	0
colours	colours	n2	colours	colour	0
that	that	cst	that	that	0
carrie	carrie	vvb	carry	carry	0
such	such	d	such	such	0
speciali	speciali	fw-la	speciali	speciali	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
excellence	excellence	n1	excellence	excellence	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
Merchaunts	Merchaunts	n2	Merchants	merchant	0
may	may	vmb	may	may	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
by	by	p-acp	by	by	0
ordinarie	ordinarie	j	ordinary	ordinary	0
trade	trade	n1	trade	trade	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
meane	meane	n1	mean	mean	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
vent	vent	n1	vent	vent	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
clothes	clothes	n2	clothes	clothes	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
4	4	crd	4	4	0
To	To	pc-acp	To	to	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
natural	natural	j	natural	natural	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
ech	ech	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
ech	ech	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
groweth	groweth	vvz	grows	grow	0
or	or	cc	or	or	0
is	is	vbz	is	be	0
bred	bred	vvn	bred	breed	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
5	5	crd	5	5	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
wise	wise	n1	wise	wise	0
,	,	,	,	,	0
if	if	cs	if	if	0
Anile	Anile	vvb	Anile	anile	0
that	that	cst	that	that	0
coloureth	coloureth	vvz	coloureth	colour	0
blew	blew	j-jn	blue	blue	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
natural	natural	j	natural	natural	0
commodity	commodity	n1	commodity	commodity	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
compounded	compounded	vvn	compounded	compound	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
herbe	herbe	n1	herb	herb	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
the	the	dt	the	the	0
same	same	d	same	same	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
by	by	p-acp	by	by	0
seed	seed	n1	seed	seed	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
root	root	n1	root	root	0
in	in	p-acp	in	in	0
barrell	barrell	n1	barrel	barrel	0
of	of	pp-f	of	of	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
sowing	sowing	vvg	sowing	sow	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
,	,	,	,	,	0
planting	planting	vvg	planting	plant	0
,	,	,	,	,	0
replanting	replanting	n-vvg	replanting	replant	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
compounding	compounding	vvg	compounding	compound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
that	that	cst	that	that	0
'	'	'	'	'	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
natural	natural	j	natural	natural	0
commodity	commodity	n1	commodity	commodity	0
