Hereafter	Hereafter	av	Hereafter	hereafter	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
The	The	dt	The	the	0
white	white	j-jn	white	white	0
cape	cape	n1	cape	cape	0
and	and	cc	and	and	0
white	white	j-jn	white	white	0
cliffes	cliffes	n2	cliffs	cliff	0
are	are	vbr	are	be	0
32	32	crd	32	32	0
leagues	leagues	n2	leagues	league	0
lying	lying	vvg	lying	lie	0
North	North	n1	North	north	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
East	East	n1	East	east	0
and	and	cc	and	and	0
South	South	n1	South	south	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
West	West	n1	West	west	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
47	47	crd	47	47	0
degrees	degrees	n2	degrees	degree	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
Cape	Cape	n1	Cape	cape	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lyeth	lyeth	vvz	lies	lie	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
North	North	n1	North	north	0
side	side	n1	side	side	0
Northwest	Northwest	av-an	Northwest	northwest	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
leagues	leagues	n2	leagues	league	0
all	all	d	all	all	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
white	white	j-jn	white	white	0
cliffes	cliffes	n2	cliffs	cliff	0
steepe	steepe	vvb	steep	steep	0
up	up	a-acp	up	up	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
last	last	ord	last	last	0
cliffe	cliffe	n1	cliff	cliff	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
biggest	biggest	js	biggest	big	0
both	both	d	both	both	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
and	and	cc	and	and	0
height	height	n1	height	height	0
,	,	,	,	,	0
and	and	cc	and	and	0
sheweth	sheweth	vvz	shows	show	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
saile	saile	n1	sail	sail	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
ship	ship	n1	ship	ship	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
under	under	p-acp	under	under	0
saile	saile	n1	sail	sail	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
white	white	j-jn	white	white	0
cliffes	cliffes	n2	cliffs	cliff	0
are	are	vbr	are	be	0
6	6	crd	6	6	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Take	Take	vvb	Take	take	0
good	good	j	good	good	0
heede	heede	n1	heed	heed	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Little	Little	j	Little	little	0
rocks	rocks	n2	rocks	rock	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Cabo	Cabo	np1	Cabo	Cabo	0
de	de	fw-fr	de	de	0
Matas	Matas	np1	Matas	Matas	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Camarones	Camarones	np1	Camarones	Camarones	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Cabo	Cabo	np1	Cabo	Cabo	0
redondo	redondo	fw-la	redondo	redondo	0
in	in	p-acp	in	in	0
45	45	crd	45	45	0
degrees	degrees	n2	degrees	degree	0
if	if	cs	if	if	0
a	a	dt	a	a	0
halfe	halfe	j-jn	half	half	0
large	large	j	large	large	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Cabo	Cabo	np1	Cabo	Cabo	0
Blanco	Blanco	np1	Blanco	Blanco	0
and	and	cc	and	and	0
Barancas	Barancas	np1	Barancas	Barancas	0
Blancas	Blancas	np1	Blancas	Blancas	0
in	in	p-acp	in	in	0
degrees	degrees	n2	degrees	degree	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
this	this	d	this	this	0
Cape	Cape	n1	Cape	cape	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
thereof	thereof	av	thereof	thereof	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
round	round	j	round	round	0
land	land	n1	land	land	0
that	that	cst	that	that	0
sheweth	sheweth	vvz	shows	show	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
an	an	dt	and	a	0
Island	Island	n1	Island	island	0
afarre	afarre	av	afar	afar	0
off	off	a-acp	off	off	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
certaine	certaine	j	certain	certain	0
poynts	poynts	n2	points	point	0
of	of	pp-f	of	of	0
rockes	rockes	n2	rocks	rock	0
hard	hard	av-j	hard	hard	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
two	two	crd	two	two	0
Cables	Cables	n2	Cables	cable	0
length	length	n1	length	length	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
25	25	crd	25	25	0
fathomes	fathomes	n2	fathoms	fathom	0
water	water	n1	water	water	0
.	.	.	.	.	1
Above	Above	p-acp	Above	above	0
these	these	d	these	these	0
white	white	j-jn	white	white	0
cliffes	cliffes	n2	cliffs	cliff	0
the	the	dt	the	the	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
plaine	plaine	j	plain	plain	0
and	and	cc	and	and	0
even	even	j	even	even	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
certaine	certaine	j	certain	certain	0
woods	woods	n2	woods	wood	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
much	much	d	much	much	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
:	:	:	:	:	0
^eoP^t0	^eoP^t0	j	eop^t0	eop^t0	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
good	good	j	good	good	0
heed	heed	n1	heed	heed	0
.	.	.	.	.	0
taken	taken	vvn	taken	take	0
heed	heed	n1	heed	heed	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
this	this	d	this	this	0
Cape	Cape	n1	Cape	cape	0
the	the	dt	the	the	0
land	land	n1	land	land	0
lyeth	lyeth	vvz	lies	lie	0
North	North	n1	North	north	0
and	and	cc	and	and	0
South	South	n1	South	south	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
thereof	thereof	av	thereof	thereof	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
rocks	rocks	n2	rocks	rock	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shewe	shewe	vvb	show	show	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
And	And	cc	And	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Cape	Cape	n1	Cape	cape	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
harbour	harbour	n1	harbour	harbour	0
and	and	cc	and	and	0
road	road	n1	road	road	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Bay	Bay	n1	Bay	bay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
.	.	.	.	.	1
'	'	'	'	'	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Morro	Morro	np1	Morro	Morro	0
de	de	fw-fr	de	de	0
Santo	Santo	np1	Santo	Santo	0
Yves	Yves	np1	Yves	Yves	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
50	50	crd	50	50	0
degrees	degrees	n2	degrees	degree	0
large	large	j	large	large	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Cruz.	Cruz.	np1	Cruz.	Cruz.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Rio	Rio	np1	Rio	Rio	0
de	de	dt	the	the	0
Gale-gps	Gale-gps	j	Gale-gps	gale-gps	0
and	and	cc	and	and	0
the	the	dt	the	the	0
marks	marks	n2	marks	mark	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
Cabo	Cabo	np1	Cabo	Cabo	0
Blanco	Blanco	np1	Blanco	Blanco	0
to	to	p-acp	to	to	0
Puerto	Puerto	np1	Puerto	Puerto	0
de	de	fw-fr	de	de	0
San	San	np1	San	San	0
Julian	Julian	np1	Julian	Julian	0
are	are	vbr	are	be	0
37	37	crd	37	37	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lyeth	lyeth	vvz	lies	lie	0
North	North	n1	North	north	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
East	East	n1	East	east	0
and	and	cc	and	and	0
South	South	n1	South	south	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
West	West	n1	West	west	0
.	.	.	.	.	1
This	This	d	This	this	0
harbour	harbour	n1	harbour	harbour	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Julian	Julian	np1	Julian	Julian	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
certaine	certaine	j	certain	certain	0
high	high	j	high	high	0
hilles	hilles	n2	hills	hill	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
afarre	afarre	av	afar	afar	0
off	off	a-acp	off	off	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
towers	towers	n2	towers	tower	0
.	.	.	.	.	1
On	On	p-acp	On	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
the	the	dt	the	the	0
chanell	chanell	n1	channel	channel	0
is	is	vbz	is	be	0
deepest	deepest	js-jn	deepest	deep	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
:	:	:	:	:	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
must	must	vmb	must	must	0
borrow	borrow	vvi	borrow	borrow	0
neerer	neerer	av-jc	nearer	near	0
the	the	dt	the	the	0
North	North	n1	North	north	0
side	side	n1	side	side	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
South	South	n1	South	south	0
.	.	.	.	.	1
Within	Within	p-acp	Within	within	0
the	the	dt	the	the	0
harbour	harbour	n1	harbour	harbour	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
Islands	Islands	n2	Islands	island	0
:	:	:	:	:	0
thou	thou	pns21	thou	thou	0
must	must	vmb	must	must	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
anker	anker	n1	anchor	anchor	0
hard	hard	av-j	hard	hard	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
.	.	.	.	.	1
This	This	d	This	this	0
haven	haven	n1	haven	haven	0
lyeth	lyeth	vvz	lies	lie	0
in	in	p-acp	in	in	0
49	49	crd	49	49	0
degrees	degrees	n2	degrees	degree	0
.	.	.	.	.	1
And	And	cc	And	and	0
betweene	betweene	p-acp	between	between	0
Cabo	Cabo	np1	Cabo	Cabo	0
Blanco	Blanco	np1	Blanco	Blanco	0
and	and	cc	and	and	0
this	this	d	this	this	0
harbour	harbour	n1	harbour	harbour	0
are	are	vbr	are	be	0
The	The	dt	The	the	0
Islands	Islands	n2	Islands	island	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
eight	eight	crd	eight	eight	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
this	this	d	this	this	0
said	said	j-vvn	said	say	0
harbour	harbour	n1	harbour	harbour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
hill	hill	n1	hill	hill	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Yves	Yves	np1	Yves	Yves	0
are	are	vbr	are	be	0
35	35	crd	35	35	0
leagues	leagues	n2	leagues	league	0
;	;	;	;	;	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lyeth	lyeth	vvz	lies	lie	0
Northeast	Northeast	n1	Northeast	north-east	0
&	&	cc	&	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
low	low	j	low	low	0
land	land	n1	land	land	0
and	and	cc	and	and	0
even	even	av	even	even	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
onely	onely	av-j	only	only	0
one	one	crd	one	one	0
hill	hill	n1	hill	hill	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
plaine	plaine	j	plain	plain	0
from	from	p-acp	from	from	0
one	one	crd	one	one	0
part	part	n1	part	part	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
certaine	certaine	j	certain	certain	0
cliffes	cliffes	n2	cliffs	cliff	0
to	to	p-acp	to	to	0
seaward	seaward	av-j	seaward	seaward	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Southward	Southward	av-j	Southward	southward	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
South	South	n1	South	south	0
side	side	n1	side	side	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
certaine	certaine	j	certain	certain	0
little	little	j	little	little	0
coppies	coppies	n2	copies	copy	0
:	:	:	:	:	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
50	50	crd	50	50	0
degrees	degrees	n2	degrees	degree	0
large	large	j	large	large	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
the	the	dt	the	the	0
hill	hill	n1	hill	hill	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Yves	Yves	np1	Yves	Yves	0
to	to	p-acp	to	to	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Cruz	Cruz	np1	Cruz	Cruz	0
are	are	vbr	are	be	0
8	8	crd	8	8	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
:	:	:	:	:	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Northside	Northside	n1	Northside	northside	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
very	very	j	very	very	0
high	high	j	high	high	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
toppe	toppe	n1	top	top	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
plaine	plaine	j	plain	plain	0
and	and	cc	and	and	0
lyeth	lyeth	vvz	lies	lie	0
two	two	crd	two	two	0
leagues	leagues	n2	leagues	league	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
layd	layd	vvd	laid	lay	0
out	out	av	out	out	0
along	along	p-acp	along	along	0
North	North	n1	North	north	0
and	and	cc	and	and	0
South	South	n1	South	south	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
downefall	downefall	n1	downfall	downfall	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
hath	hath	vhz	hath	have	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
saddles	saddles	n2	saddles	saddle	0
.	.	.	.	.	1
This	This	d	This	this	0
Cape	Cape	n1	Cape	cape	0
hath	hath	vhz	hath	have	0
many	many	d	many	many	0
poynts	poynts	n2	points	point	0
of	of	pp-f	of	of	0
rockes	rockes	n2	rocks	rock	0
lying	lying	vvg	lying	lie	0
4	4	crd	4	4	0
leagues	leagues	n2	leagues	league	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
land	land	n1	land	land	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
thee	thee	pno21	thee	thou	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
good	good	j	good	good	0
bredth	bredth	n1	breadth	breadth	0
off	off	a-acp	off	off	0
.	.	.	.	.	1
And	And	np1	And	And	0
going	going	vvg	going	go	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
thou	thou	pns21	thou	thou	0
mayest	mayest	vm2	mayest	may	0
runne	runne	vvi	run	run	0
in	in	p-acp	in	in	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
land	land	n1	land	land	0
in	in	p-acp	in	in	0
25	25	crd	25	25	0
fathoms	fathoms	n2	fathoms	fathom	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Cruz	Cruz	np1	Cruz	Cruz	0
to	to	p-acp	to	to	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Galegos	Galegos	np1	Galegos	Galegos	0
are	are	vbr	are	be	0
25	25	crd	25	25	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
52	52	crd	52	52	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
degree	degree	n1	degree	degree	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
high	high	j	high	high	0
land	land	n1	land	land	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
land	land	n1	land	land	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
plaine	plaine	j	plain	plain	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
pike	pike	n1	pike	pike	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
certaine	certaine	j	certain	certain	0
white	white	j-jn	white	white	0
cliffes	cliffes	n2	cliffs	cliff	0
:	:	:	:	:	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
toppe	toppe	n1	top	top	0
and	and	cc	and	and	0
something	something	pi	something	something	0
downewarde	downewarde	av-j	downward	downward	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
blacke	blacke	j-jn	black	black	0
:	:	:	:	:	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
foote	foote	n1	foot	foot	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
high	high	j	high	high	0
land	land	n1	land	land	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Eastward	Eastward	av	Eastward	eastward	0
thereof	thereof	av	thereof	thereof	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
certaine	certaine	j	certain	certain	0
steps	steps	n2	steps	step	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
lather	lather	n1	lather	lather	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
sharpe	sharpe	j	sharp	sharp	0
poynt	poynt	n1	point	point	0
that	that	cst	that	that	0
lyeth	lyeth	vvz	lies	lie	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
Cape	Cape	n1	Cape	cape	0
almost	almost	av	almost	almost	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
league	league	n1	league	league	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
Southward	Southward	av-j	Southward	southward	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Cape	Cape	n1	Cape	cape	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
lather	lather	n1	lather	lather	0
is	is	vbz	is	be	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
little	little	j	little	little	0
Bay	Bay	n1	Bay	bay	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
88	88	crd	88	88	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
of	of	pp-f	of	of	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Galegos	Galegos	np1	Galegos	Galegos	0
,	,	,	,	,	0
it	it	pn31	it	it	0
ebbeth	ebbeth	vvz	ebbeth	eb	0
and	and	cc	and	and	0
floweth	floweth	vvz	flows	flow	0
here	here	av	here	here	0
12	12	crd	12	12	0
fathomes	fathomes	n2	fathoms	fathom	0
.	.	.	.	.	1
A	A	dt	A	a	0
man	man	n1	man	man	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
great	great	j	great	great	0
care	care	n1	care	care	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
goeth	goeth	vvz	goes	go	0
in	in	p-acp	in	in	0
here	here	av	here	here	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
abovesaid	abovesaid	j	abovesaid	abovesaid	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
keepe	keepe	vvi	keep	keep	0
himselfe	himselfe	px31	himself	himself	0
out	out	av	out	out	0
and	and	cc	and	and	0
not	not	xx	not	not	0
anker	anker	n1	anchor	anchor	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Galegos	Galegos	np1	Galegos	Galegos	0
it	it	pn31	it	it	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
From	From	p-acp	From	from	0
Rio	Rio	np1	Rio	Rio	0
de	de	fw-fr	de	de	0
Galegos	Galegos	np1	Galegos	Galegos	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Streits	Streits	n2	Streits	streit	0
of	of	pp-f	of	of	0
Magelan	Magelan	np1	Magelan	Magelan	0
the	the	dt	the	the	0
floweth	floweth	vvz	flows	flow	0
iz	iz	av	iz	iz	0
fa-coast	fa-coast	n1	fa-coast	fa-coast	0
lyeth	lyeth	vvz	lies	lie	0
Northnorthwest	Northnorthwest	av-an	Northnorthwest	northnorthwest	0
&	&	cc	&	and	0
Southsoutheast	Southsoutheast	n1	Southsoutheast	southsoutheast	0
:	:	:	:	:	0
8	8	crd	8	8	0
leagues	leagues	n2	leagues	league	0
thomes	thomes	n2	thomes	thome	0
.	.	.	.	.	0
unto	unto	p-acp	unto	unto	0
Cabo	Cabo	np1	Cabo	Cabo	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
virgin	virgin	n1	virgin	virgin	0
Maria	Maria	fw-la	Maria	maria	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
into	into	p-acp	into	into	0
Cabo	Cabo	np1	Cabo	Cabo	0
de	de	fw-fr	de	de	0
la	la	fw-fr	la	la	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
Streit	Streit	av-j	Strait	strait	0
:	:	:	:	:	0
and	and	cc	and	and	0
4	4	crd	4	4	0
leagues	leagues	n2	leagues	league	0
before	before	p-acp	before	before	0
a	a	dt	a	a	0
man	man	n1	man	man	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
vir^n	vir^n	n1	vir^n	vir^n	0
Maria	Maria	fw-la	Maria	maria	0
.	.	.	.	.	1
Cape	Cape	n1	Cape	cape	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
white	white	j-jn	white	white	0
clifFes	clifFes	n2	clifFes	cliff	0
with	with	p-acp	with	with	0
certaine	certaine	j	certain	certain	0
blacke	blacke	j-jn	black	black	0
spots	spots	n2	spots	spot	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
caused	caused	vvn	caused	cause	0
