TESTIMONIES	TESTIMONIES	n2	TESTIMONIES	testimony	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
beds	beds	n2	beds	bed	0
bee	bee	vbb	be	be	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
'	'	'	'	'	0
all	all	av-d	all	all	0
India	India	np1	India	India	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
India	India	np1	India	India	0
any	any	d	any	any	0
chambers	chambers	n2	chambers	chamber	0
that	that	cst	that	that	0
the	the	dt	the	the	0
people	people	n1	people	people	0
do	do	vdb	do	do	0
use	use	vvi	use	use	0
to	to	pc-acp	to	to	0
lodge	lodge	vvi	lodge	lodge	0
in	in	p-acp	in	in	0
aloft	aloft	av	aloft	aloft	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
they	they	pns32	they	they	0
make	make	vvi	make	make	0
any	any	d	any	any	0
hie	hie	j	high	high	0
roomes	roomes	n2	rooms	room	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
India	India	np1	India	India	0
:	:	:	:	:	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
other	other	j-jn	other	other	0
places	places	n2	places	place	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
loftes	loftes	n2	lofts	loft	0
or	or	cc	or	or	0
chambers	chambers	n2	chambers	chamber	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
cover	cover	vvb	cover	cover	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
leaves	leaves	n2	leaves	leaf	0
of	of	pp-f	of	of	0
datetrees	datetrees	n2	datetrees	datetree	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
grasse	grasse	n1	grass	grass	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
sea	sea	n1	sea	sea	0
unto	unto	p-acp	unto	unto	0
Paria	Paria	np1	Paria	Paria	0
,	,	,	,	,	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lyeth	lyeth	vvz	lies	lie	0
West	West	n1	West	west	0
Northwest	Northwest	av-an	Northwest	northwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
so	so	av	so	so	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
sholds	sholds	n2	sholds	shold	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
cannot	cannot	vmbx	cannot	can	0
come	come	vvi	come	come	0
neer	neer	av-j	near	near	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
land	land	n1	land	land	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
river	river	n1	river	river	0
to	to	p-acp	to	to	0
Paria	Paria	np1	Paria	Paria	0
250	250	crd	250	250	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
the	the	dt	the	the	0
tydes	tydes	n2	tides	tide	0
do	do	vdb	do	do	0
ebbe	ebbe	vvi	ebb	ebb	0
&	&	cc	&	and	0
flow	flow	vvi	flow	flow	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
in	in	p-acp	in	in	0
Britayne	Britayne	np1	Britayne	Britain	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
6	6	crd	6	6	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
.	.	.	.	.	1
Paria	Paria	np1	Paria	Paria	0
standeth	standeth	vvz	stands	stand	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Equinoctial	Equinoctial	j-jn	Equinoctial	equinoctial	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
North	North	n1	North	north	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
seven	seven	crd	seven	seven	0
degrees	degrees	n2	degrees	degree	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
Paria	Paria	np1	Paria	Paria	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
floweth	floweth	vvz	flows	flow	0
but	but	p-acp	but	but	0
little	little	j	little	little	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
Paria	Paria	np1	Paria	Paria	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
West	West	n1	West	west	0
,	,	,	,	,	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
flow	flow	vvi	flow	flow	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
entry	entry	n1	entry	entry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gulfe	gulfe	n1	gulf	gulf	0
of	of	pp-f	of	of	0
Paria	Paria	np1	Paria	Paria	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
that	that	cst	that	that	0
lyeth	lyeth	vvz	lies	lie	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
West	West	n1	West	west	0
,	,	,	,	,	0
are	are	vbr	are	be	0
35	35	crd	35	35	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
turneth	turneth	vvz	turns	turn	0
towardes	towardes	p-acp	towards	towards	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
other	other	j-jn	other	other	0
35	35	crd	35	35	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
&	&	cc	&	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
turneth	turneth	vvz	turns	turn	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
West	West	n1	West	west	0
.	.	.	.	.	1
Before	Before	p-acp	Before	before	0
this	this	d	this	this	0
gulfe	gulfe	n1	gulf	gulf	0
standeth	standeth	vvz	stands	stand	0
the	the	dt	the	the	0
Island	Island	n1	Island	island	0
of	of	pp-f	of	of	0
Trinidad	Trinidad	np1	Trinidad	Trinidad	0
,	,	,	,	,	0
and	and	cc	and	and	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
West	West	n1	West	west	0
doeth	doeth	vdz	doth	do	0
appeare	appeare	vvi	appear	appear	0
the	the	dt	the	the	0
gulfe	gulfe	n1	gulf	gulf	0
of	of	pp-f	of	of	0
Paria	Paria	np1	Paria	Paria	0
like	like	av-j	like	like	0
to	to	p-acp	to	to	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
round	round	j	round	round	0
circle	circle	n1	circle	circle	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
fashion	fashion	n1	fashion	fashion	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Diameter	Diameter	n1	Diameter	diameter	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
circle	circle	n1	circle	circle	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
entery	entery	j	entery	entery	0
in	in	n1	in	inn	0
of	of	pp-f	of	of	0
Paria	Paria	np1	Paria	Paria	0
,	,	,	,	,	0
&	&	cc	&	and	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
entery	entery	j	entery	entery	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
betweene	betweene	p-acp	between	between	0
the	the	dt	the	the	0
land	land	n1	land	land	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Island	Island	n1	Island	island	0
8	8	crd	8	8	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
litle	litle	j	little	little	0
space	space	n1	space	space	0
betweene	betweene	p-acp	between	between	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
and	and	cc	and	and	0
the	the	dt	the	the	0
land	land	n1	land	land	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
deepe	deepe	j-jn	deep	deep	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
good	good	j	good	good	0
entry	entry	n1	entry	entry	0
:	:	:	:	:	0
this	this	d	this	this	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
Trinidad	Trinidad	np1	Trinidad	Trinidad	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
25	25	crd	25	25	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
in	in	p-acp	in	in	0
bredth	bredth	n1	breadth	breadth	0
,	,	,	,	,	0
and	and	cc	and	and	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
21	21	crd	21	21	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A.D.	A.D.	np1	A.D.	A.D.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
I5l8	I5l8	np1	I5l8	I5l8	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
standeth	standeth	vvz	stands	stand	0
in	in	p-acp	in	in	0
eight	eight	crd	eight	eight	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
inhabited	inhabited	vvn	inhabited	inhabit	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
not	not	xx	not	not	0
under	under	p-acp	under	under	0
subjection	subjection	n1	subjection	subjection	0
.	.	.	.	.	1
Here	Here	av	Here	here	0
the	the	dt	the	the	0
Indians	Indians	np1	Indians	Indians	0
do	do	vdb	do	do	0
use	use	vvi	use	use	0
to	to	pc-acp	to	to	0
shoote	shoote	vvi	shoot	shoot	0
with	with	p-acp	with	with	0
bowes	bowes	n2	bows	bow	0
and	and	cc	and	and	0
arrowes	arrowes	n2	arrows	arrow	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
fathome	fathome	n1	fathom	fathom	0
in	in	p-acp	in	in	0
length	length	n1	length	length	0
,	,	,	,	,	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
reeds	reeds	n2	reeds	reed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
grow	grow	vvb	grow	grow	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
artificially	artificially	av-j	artificially	artificial	0
joyned	joyned	vvn	joined	join	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
very	very	av	very	very	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
wood	wood	n1	wood	wood	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
they	they	pns32	they	they	0
put	put	vvd	put	put	0
a	a	dt	a	a	0
bone	bone	n1	bone	bone	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
arrow	arrow	n1	arrow	arrow	0
head	head	n1	head	head	0
:	:	:	:	:	0
these	these	d	these	these	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
bones	bones	n2	bones	bone	0
bee	bee	vbb	be	be	0
harder	harder	av-jc	harder	hard	0
then	then	cs	then	than	0
Diamonds	Diamonds	n2	Diamonds	diamond	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
be	be	vbi	be	be	0
three	three	crd	three	three	0
or	or	cc	or	or	0
foure	foure	crd	foure	four	0
fingers	fingers	n2	fingers	finger	0
long	long	av-j	long	long	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
taken	taken	vvn	taken	take	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
fish	fish	n1	fish	fish	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
three	three	crd	three	three	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
bones	bones	n2	bones	bone	0
,	,	,	,	,	0
one	one	pi	one	one	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
backe	backe	n1	back	back	0
,	,	,	,	,	0
another	another	j-jn	another	another	0
under	under	p-acp	under	under	0
every	every	d	every	every	0
wing	wing	n1	wing	wing	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
groweth	groweth	vvz	grows	grow	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
backe	backe	n1	back	back	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
strongest	strongest	js	strongest	strong	0
and	and	cc	and	and	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
Island	Island	n1	Island	island	0
the	the	dt	the	the	0
people	people	n1	people	people	0
saith	saith	vvz	says	say	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
groweth	groweth	vvz	grows	grow	0
golde	golde	n1	gold	gold	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Island	Island	n1	Island	island	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Paria	Paria	np1	Paria	Paria	0
growe	growe	vvi	grow	grow	0
reedes	reedes	n2	redes	reed	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
staves	staves	n2	staves	staff	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
cary	cary	vvi	carry	carry	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
Spaine	Spaine	np1	Spaine	Spain	0
.	.	.	.	.	1
Likewise	Likewise	av	Likewise	likewise	0
there	there	pc-acp	there	there	0
bee	bee	vbi	be	be	0
Popin-jayes	Popin-jayes	j	Popinjays	popinjays	0
very	very	av	very	very	0
great	great	j	great	great	0
and	and	cc	and	and	0
gentle	gentle	j	gentle	gentle	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
have	have	vhi	have	have	0
their	their	po32	their	their	0
foreheads	foreheads	n2	foreheads	forehead	0
yellow	yellow	j-jn	yellow	yellow	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
sort	sort	n1	sort	sort	0
do	do	vdb	do	do	0
quickly	quickly	av-j	quickly	quick	0
learne	learne	vvi	learn	learn	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
speak	speak	vvi	speak	speak	0
much	much	d	much	much	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
be	be	vbi	be	be	0
likewise	likewise	av	likewise	likewise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gulfe	gulfe	n1	gulf	gulf	0
of	of	pp-f	of	of	0
Paria	Paria	np1	Paria	Paria	0
pearles	pearles	n2	pearls	pearl	0
,	,	,	,	,	0
although	although	cs	although	although	0
not	not	xx	not	not	0
many	many	d	many	many	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
very	very	av	very	very	0
good	good	j	good	good	0
and	and	cc	and	and	0
great	great	j	great	great	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
.	.	.	.	.	1
