How	How	np1	How	How	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
navigable	navigable	j	navigable	navigable	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
Saguenay	Saguenay	np1	Saguenay	Saguenay	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Sault	Sault	n1	Salt	salt	0
was	was	vbds	was	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
third	third	ord	third	three	0
part	part	n1	part	part	0
farther	farther	av-jc	farther	far	0
then	then	cs	then	than	0
'	'	'	'	'	0
r-wgr	r-wgr	j	r-wgr	r-wgr	0
vtz	vtz	n1	vtz	vtz	0
had	had	vhd	had	have	0
travailed	travailed	vvn	travailed	travail	0
,	,	,	,	,	0
shewing	shewing	vvg	showing	show	0
us	us	pno12	us	we	0
the	the	av	the	then	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
certaine	certaine	j	certain	certain	0
little	little	j	little	little	0
navigable	navigable	j	navigable	navigable	0
to	to	p-acp	to	to	0
stickes	stickes	n2	sticks	stick	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
layd	layd	vvd	laid	lay	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
passe	passe	n1	pass	pass	0
to	to	p-acp	to	to	0
Sague-distance	Sague-distance	n1	Sague-distance	sague-distance	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterward	afterward	av	afterwards	afterward	0
layde	layde	vvd	laid	lay	0
other	other	j-jn	other	other	0
small	small	j	small	small	0
branches	branches	n2	branches	branch	0
be	be	vbb	be	be	0
-	-	-	-	-	0
na9	na9	n1	na9	na9	0
'	'	'	'	'	0
tweene	tweene	p-acp	tween	between	0
both	both	d	both	both	0
,	,	,	,	,	0
representing	representing	vvg	representing	represent	0
the	the	dt	the	the	0
Saults	Saults	n2	Saults	fault	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
marke	marke	n1	mark	mark	0
,	,	,	,	,	0
if	if	cs	if	if	0
their	their	po32	their	their	0
saying	saying	n1	saying	saying	0
be	be	vbb	be	be	0
true	true	j	true	true	0
,	,	,	,	,	0
it	it	pn31	it	it	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
but	but	p-acp	but	but	0
sixe	sixe	crd	sixe	six	0
leagues	leagues	n2	leagues	league	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Saults	Saults	n2	Saults	fault	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Here	Here	av	Here	here	0
after	after	a-acp	after	after	0
followeth	followeth	vvz	follows	follow	0
the	the	dt	the	the	0
figure	figure	n1	figure	figure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
three	three	crd	three	three	0
Saults	Saults	n2	Saults	fault	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
AFter	AFter	p-acp	AFter	after	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
advertised	advertised	vvn	advertised	advertise	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
people	people	n1	people	people	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
abovementioned	abovementioned	vvn	abovementioned	abovemention	0
,	,	,	,	,	0
both	both	d	both	both	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
day	day	n1	day	day	0
was	was	vbds	was	be	0
farre	farre	av-j	far	far	0
spent	spent	vvn	spent	spend	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
neither	neither	av-d	neither	neither	0
drunke	drunke	vvn	drunk	drink	0
nor	nor	ccx	nor	nor	0
eaten	eaten	vvn	eaten	eat	0
the	the	dt	the	the	0
same	same	d	same	same	0
day	day	n1	day	day	0
,	,	,	,	,	0
we	we	pns12	we	we	0
concluded	concluded	vvd	concluded	conclude	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
unto	unto	p-acp	unto	unto	0
our	our	po12	our	our	0
boats	boats	n2	boats	boat	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
came	came	vvd	came	come	0
thither	thither	av	thither	thither	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
great	great	j	great	great	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
400.	400.	crd	400.	400.	0
persons	persons	n2	persons	person	0
or	or	cc	or	or	0
thereabout	thereabout	av	thereabouts	thereabouts	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
400	400	crd	400	400	0
persons	persons	n2	persons	person	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
us	us	pno12	us	we	0
very	very	av	very	very	0
good	good	j	good	good	0
entertainment	entertainment	n1	entertainment	entertainment	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
rejoyce	rejoyce	vvi	rejoice	rejoice	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
comming	comming	n-vvg	coming	come	0
:	:	:	:	:	0
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
our	our	po12	our	our	0
Captaine	Captaine	n1	Captain	captain	0
gave	gave	vvd	gave	give	0
‘	‘	‘	‘	‘	0
eche	eche	d	eke	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
certaine	certaine	j	certain	certain	0
small	small	j	small	small	0
trifles	trifles	n2	trifles	trifle	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
combs	combs	n2	combs	comb	0
,	,	,	,	,	0
brooches	brooches	n2	brooches	brooch	0
of	of	pp-f	of	of	0
tynne	tynne	n1	tin	tin	0
and	and	cc	and	and	0
copper	copper	n1	copper	copper	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
smal	smal	j	small	small	0
toyes	toyes	n2	toys	toy	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
men	men	n2	men	man	0
every	every	d	every	every	0
one	one	pi	one	one	0
his	his	po31	his	his	0
litle	litle	j	little	little	0
hatchet	hatchet	n1	hatchet	hatchet	0
&	&	cc	&	and	0
hooke	hooke	n1	hook	hook	0
,	,	,	,	,	0
Tike	Tike	n1	Tike	tike	0
°f	°f	n1	°f	°f	0
whereat	whereat	c-crq	whereat	whereat	0
they	they	pns32	they	they	0
made	made	vvd	made	make	0
certaine	certaine	j	certain	certain	0
cries	cries	n2	cries	cry	0
and	and	cc	and	and	0
ceremonies	ceremonies	n2	ceremonies	ceremony	0
of	of	pp-f	of	of	0
joy	joy	n1	joy	joy	0
.	.	.	.	.	0
new	new	j	new	new	0
^Ibim	^Ibim	n1	^Ibim	^ibim	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
a	a	dt	a	a	0
man	man	n1	man	man	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
trust	trust	vvi	trust	trust	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
their	their	po32	their	their	0
faire	faire	j	fair	fair	0
ceremonies	ceremonies	n2	ceremonies	ceremony	0
and	and	cc	and	and	0
signes	signes	n2	signs	sign	0
of	of	pp-f	of	of	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
thought	thought	vvn	thought	think	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
too	too	av	too	too	0
strong	strong	j	strong	strong	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
then	then	av	then	then	0
would	would	vmd	would	will	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
their	their	po32	their	their	0
best	best	js	best	best	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
killed	killed	vvn	killed	kill	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
understood	understood	vvd	understood	understand	0
afterward	afterward	av	afterwards	afterward	0
.	.	.	.	.	1
The	The	dt	The	the	0
Savages	Savages	n2-jn	Savages	savage	0
This	This	d	This	this	0
being	being	vbg	being	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
we	we	pns12	we	we	0
returned	returned	vvd	returned	return	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
boats	boats	n2	boats	boat	0
,	,	,	,	,	0
and	and	cc	and	and	0
passed	passed	vvd	passed	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
dwelling	dwelling	n-vvg	dwelling	dwell	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Hochelay	Hochelay	n1	Hochelay	hochelay	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
’	’	’	’	’	0
Captaine	Captaine	n1	Captain	captain	0
had	had	vhd	had	have	0
left	left	vvn	left	leave	0
the	the	dt	the	the	0
two	two	crd	two	two	0
youths	youths	n2	youths	youth	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
came	came	vvd	came	come	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
river	river	n1	river	river	0
,	,	,	,	,	0
thinking	thinking	vvg	thinking	think	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
found	found	vvn	found	find	0
him	him	pno31	him	he	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
hee	hee	pns31	he	he	0
coulde	coulde	vmd	could	can	0
find	find	vvi	find	find	0
no	no	dx	no	no	0
body	body	n1	body	body	0
save	save	p-acp	save	save	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
sonnes	sonnes	n2	sons	son	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
tolde	tolde	vvd	told	tell	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
gone	gone	vvn	gone	go	0
to	to	p-acp	to	to	0
Maisouna	Maisouna	np1	Maisouna	Maisouna	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
boyes	boyes	n2	boys	boy	0
also	also	av	also	also	0
told	told	vvn	told	tell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
since	since	c-acp	since	since	0
he	he	pns31	he	he	0
departed	departed	vvd	departed	depart	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
The	The	dt	The	the	0
§avages	§avages	n2-jn	§avages	§avages	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
gone	gone	vvn	gone	go	0
to	to	p-acp	to	to	0
Canada	Canada	np1	Canada	Canada	0
to	to	pc-acp	to	to	0
conclude	conclude	vvi	conclude	conclude	0
with	with	p-acp	with	with	0
Agona	Agona	np1	Agona	Agona	0
,	,	,	,	,	0
conspire	conspire	vvb	conspire	conspire	0
towhat	towhat	av	towhat	towhat	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
doe	doe	vdi	do	do	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
gether	gether	av	gether	gether	0
against	against	p-acp	against	against	0
arrived	arrived	vvn	arrived	arrive	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
Fort	Fort	n1	Fort	fort	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
understoode	understoode	vvd	understood	understand	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
people	people	n1	people	people	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Trench	Trench	n1	Trench	trench	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
271	271	crd	271	271	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
very	very	av	very	very	0
great	great	j	great	great	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
Savages	Savages	n2-jn	Savages	savage	0
assembled	assembled	vvn	assembled	assemble	0
together	together	av	together	together	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
Saults	Saults	n2	Saults	fault	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
44.	44.	crd	44.	44.	0
deg	deg	n1	deg	deg	0
.	.	.	.	.	0
an	an	dt	and	a	0
d	d	n2	worser	penny	0
easie	easie	j	easy	easy	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
But	But	cc-acp	But	but	0
5.	5.	crd	5.	5.	0
leagues	leagues	n2	leagues	league	0
journey	journey	n1	journey	journey	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
the	the	dt	the	the	0
3	3	crd	3	3	0
Saults	Saults	n2	Saults	fault	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
Savages	Savages	n2-jn	Savages	savage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
any	any	d	any	any	0
more	more	dc	more	more	0
about	about	p-acp	about	about	0
our	our	po12	our	our	0
Fort	Fort	n1	Fort	fort	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
accustomed	accustomed	vvn	accustomed	accustom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
us	us	pno12	us	we	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
wonderful	wonderful	j	wondered	wonderful	0
doubt	doubt	n1	doubt	doubt	0
and	and	cc	and	and	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Wherefore	Wherefore	c-crq	Wherefore	wherefore	0
our	our	po12	our	our	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
having	having	vhg	having	have	0
bene	bene	vbn	be	be	0
advertised	advertised	vvn	advertised	advertise	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
at	at	p-acp	at	at	0
Stadacona	Stadacona	np1	Stadacona	Stadacona	0
to	to	pc-acp	to	to	0
visite	visite	vvi	visit	visit	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
wonderfull	wonderfull	j	wonderful	wonderful	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
people	people	n1	people	people	0
assembled	assembled	vvn	assembled	assemble	0
together	together	av	together	together	0
,	,	,	,	,	0
caused	caused	vvd	caused	cause	0
all	all	d	all	all	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
for-tresse	for-tresse	n1	fortress	fortress	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
set	set	vvn	set	set	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
order	order	n1	order	order	0
:	:	:	:	:	0
&c.	&c.	av	etc.	etc	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
rest	rest	n1	rest	rest	0
is	is	vbz	is	be	0
wanting	wanting	vvg	wanting	want	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
