Articles	Articles	n2	Articles	article	0
to	to	pc-acp	to	to	0
occupie	occupie	vvi	occupy	occupy	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
discretions	discretions	n2	discretions	discretion	0
shal	shal	vmb	shall	shall	0
seeme	seeme	vvi	seem	seem	0
meete	meete	vvi	meet	meet	0
.	.	.	.	.	1
7	7	crd	7	7	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
person	person	n1	person	person	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
found	found	vvn	found	find	0
so	so	av	so	so	0
arrogant	arrogant	j	arrogant	arrogant	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
ordered	ordered	vvn	ordered	order	0
nor	nor	ccx	nor	nor	0
reformed	reformed	vvn	reformed	reform	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
absence	absence	n1	absence	absence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
person	person	n1	person	person	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Justice	Justice	n1	Justice	justice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
such	such	d	such	such	0
punishment	punishment	n1	punishment	punishment	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
lawes	lawes	n2	laws	law	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
doe	doe	vdb	do	do	0
require	require	vvi	require	require	0
.	.	.	.	.	1
8	8	crd	8	8	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
and	and	cc	and	and	0
factours	factours	n2	factors	factor	0
shall	shall	vmb	shall	shall	0
daily	daily	av-j	daily	daily	0
one	one	crd	one	one	0
houre	houre	n1	hour	hour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
conferre	conferre	vvi	confer	confer	0
and	and	cc	and	and	0
consult	consult	vvi	consult	consult	0
together	together	av	together	together	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
most	most	av-ds	most	most	0
convenient	convenient	j	convenient	convenient	0
and	and	cc	and	and	0
beneficiall	beneficiall	j	beneficial	beneficial	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
companie	companie	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
orders	orders	n2	order	order	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
determine	determine	vvi	determine	determine	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Secretarie	Secretarie	n1	Secretary	secretary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
companie	companie	n1	company	company	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
inferiour	inferiour	j-jn	inferior	inferior	0
person	person	n1	person	person	0
to	to	pc-acp	to	to	0
infringe	infringe	vvi	infringe	infringe	0
or	or	cc	or	or	0
breake	breake	vvi	break	break	0
any	any	d	any	any	0
such	such	d	such	such	0
order	order	n1	order	order	0
or	or	cc	or	or	0
devise	devise	vvi	devise	devise	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
observe	observe	vvi	observe	observe	0
the	the	dt	the	the	0
same	same	d	same	same	0
exactly	exactly	av-j	exactly	exact	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
such	such	d	such	such	0
reasonable	reasonable	j	reasonable	reasonable	0
paine	paine	n1	pain	pain	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Agents	Agents	n2	Agents	agent	0
shall	shall	vmb	shall	shall	0
put	put	vvi	put	put	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
by	by	p-acp	by	by	0
discretion	discretion	n1	discretion	discretion	0
.	.	.	.	.	1
9	9	crd	9	9	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
shall	shall	vmb	shall	shall	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
everie	everie	d	every	every	0
weeke	weeke	n1	week	week	0
,	,	,	,	,	0
or	or	cc	or	or	0
oftener	oftener	av-c	oftener	often	0
as	as	p-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
shall	shall	vmb	shall	shall	0
require	require	vvi	require	require	0
,	,	,	,	,	0
peruse	peruse	vvb	peruse	peruse	0
,	,	,	,	,	0
see	see	vvb	see	see	0
and	and	cc	and	and	0
trie	trie	vvi	try	try	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
Casshers	Casshers	n2	Casshers	cassher	0
,	,	,	,	,	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
reckonings	reckonings	n2-vvg	reckonings	reckon	0
and	and	cc	and	and	0
accounts	accounts	n2	accounts	account	0
,	,	,	,	,	0
firming	firming	vvg	firming	firm	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
283	283	crd	283	283	0
shall	shall	vmb	shall	shall	0
receive	receive	vvi	receive	receive	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
weekly	weekly	av-j	weekly	weekly	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
other	other	j-jn	other	other	0
officer	officer	n1	officer	officer	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Vendes	Vendes	n2	Vendes	vende	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
empteous	empteous	j	empteous	empteous	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
houshold	houshold	n1	household	household	0
expenses	expenses	n2	expenses	expense	0
,	,	,	,	,	0
making	making	vvg	making	make	0
thereof	thereof	av	thereof	thereof	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
declaration	declaration	n1	declaration	declaration	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
appertaine	appertaine	vvi	appertain	appertain	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
accounts	accounts	n2	accounts	account	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
firmed	firmed	vvn	firmed	firm	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	0
io	io	uh	io	io	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
inferiour	inferiour	j-jn	inferior	inferior	0
minister	minister	n1	minister	minister	0
shall	shall	vmb	shall	shall	0
take	take	vvi	take	take	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
any	any	d	any	any	0
bargaine	bargaine	n1	bargain	bargain	0
or	or	cc	or	or	0
sale	sale	n1	sale	sale	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
wares	wares	n2	wares	ware	0
,	,	,	,	,	0
marchandises	marchandises	n2	merchandises	merchandise	0
or	or	cc	or	or	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Commission	Commission	n1	Commission	commission	0
and	and	cc	and	and	0
Warrantise	Warrantise	n1	Warrantise	warrantise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
under	under	p-acp	under	under	0
their	their	po32	their	their	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
hee	hee	pns31	he	he	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
transgresse	transgresse	vvi	transgress	transgress	0
his	his	po31	his	his	0
Commission	Commission	n1	Commission	commission	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
way	way	n1	way	way	0
,	,	,	,	,	0
pretense	pretense	n1	pretense	pretense	0
or	or	cc	or	or	0
colour	colour	n1	colour	colour	0
.	.	.	.	.	1
11	11	crd	11	11	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
inferiour	inferiour	j-jn	inferior	inferior	0
minister	minister	n1	minister	minister	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
,	,	,	,	,	0
all	all	d	all	all	0
Clerks	Clerks	n2	Clerks	clerk	0
and	and	cc	and	and	0
yong	yong	j	young	young	0
merchants	merchants	n2	merchant's	merchant	0
,	,	,	,	,	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
ride	ride	vvi	ride	ride	0
,	,	,	,	,	0
goe	goe	vvb	go	go	0
,	,	,	,	,	0
saile	saile	n1	sail	sail	0
and	and	cc	and	and	0
travaile	travaile	vvi	travail	travail	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
such	such	d	such	such	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
places	places	n2	places	place	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
or	or	cc	or	or	0
hee	hee	pns31	he	he	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
appointed	appointed	vvn	appointed	appoint	0
unto	unto	p-acp	unto	unto	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
and	and	cc	and	and	0
effectually	effectually	av-j	effectually	effectual	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
all	all	d	all	all	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
or	or	cc	or	or	0
them	them	pno32	them	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
committed	committed	vvn	committed	commit	0
,	,	,	,	,	0
well	well	av	well	well	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
benefite	benefite	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
or	or	cc	or	or	0
them	them	pno32	them	they	0
committed	committed	vvd	committed	commit	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
othes	othes	n2	oaths	oath	0
,	,	,	,	,	0
dueties	dueties	n2	duties	duty	0
and	and	cc	and	and	0
bondes	bondes	n2	bonds	bond	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
masters	masters	n2	master's	master	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
bounden	bounden	vvn	bounden	bind	0
and	and	cc	and	and	0
charged	charged	vvn	charged	charge	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
.	.	.	.	.	1
12	12	crd	12	12	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
every	every	d	every	every	0
moneths	moneths	ng2	months	month	0
end	end	n1	end	end	0
,	,	,	,	,	0
all	all	d	all	all	0
accounts	accounts	n2	accounts	account	0
and	and	cc	and	and	0
reckonings	reckonings	n2-vvg	reckonings	reckon	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
perfect	perfect	j	perfect	perfect	0
order	order	n1	order	order	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Lidger	Lidger	n1	Lidger	leaguer	0
or	or	cc	or	or	0
memoriali	memoriali	fw-la	memoriali	memoriali	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
decrees	decrees	n2	decrees	decree	0
,	,	,	,	,	0
orders	orders	n2	order	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Agents	Agents	n2	Agents	agent	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
privileges	privileges	n2	privileges	privilege	0
,	,	,	,	,	0
and	and	cc	and	and	0
copies	copies	n2	copies	copy	0
of	of	pp-f	of	of	0
letters	letters	n2	letters	letter	0
,	,	,	,	,	0
may	may	vmb	may	may	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
well	well	av	well	well	0
and	and	cc	and	and	0
truely	truely	av-j	truly	true	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
secretarie	secretarie	n1	secretary	secretary	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
forme	forme	n1	form	form	0
as	as	c-acp	as	as	0
shalbe	shalbe	vmb	shall	shall	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
copies	copies	n2	copies	copy	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
doings	doings	n2-vdg	doings	do	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sent	sent	vvn	sent	send	0
home	home	av-an	home	home	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
ship	ship	n1	ship	ship	0
at	at	p-acp	at	at	0
her	her	po31	her	her	0
returne	returne	n1	return	return	0
.	.	.	.	.	1
13	13	crd	13	13	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
Agents	Agents	n2	Agents	agent	0
doe	doe	vdb	do	do	0
diligently	diligently	av-j	diligently	diligent	0
learne	learne	vvi	learn	learn	0
and	and	cc	and	and	0
observe	observe	vvi	observe	observe	0
all	all	d	all	all	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
wares	wares	n2	wares	ware	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
naturals	naturals	n2-j	naturals	natural	0
as	as	c-acp	as	as	0
forrein	forrein	j	foreign	foreign	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
beneficiall	beneficiall	j	beneficial	beneficial	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sold	sold	vvn	sold	sell	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
commodities	commodities	n2	commodities	commodity	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
West	West	n1	West	west	0
partes	partes	n2	parts	part	0
bee	bee	vbb	be	be	0
most	most	av-ds	most	most	0
vendible	vendible	j	vendible	vendible	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
Realmes	Realmes	n2	Realms	realm	0
with	with	p-acp	with	with	0
profite	profite	n1	profit	profit	0
,	,	,	,	,	0
giving	giving	vvg	giving	give	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
advise	advise	n1	advice	advice	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
such	such	d	such	such	0
things	things	n2	things	thing	0
requisite	requisite	j	requisite	requisite	0
.	.	.	.	.	1
14	14	crd	14	14	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
will	will	vmb	will	will	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
bargain	bargain	n1	bargain	bargain	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
masse	masse	n1	mass	mass	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
stock	stock	n1	stock	stock	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
then	then	av	then	then	0
debating	debating	vvg	debating	debate	0
284	284	crd	284	284	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
prudently	prudently	av-j	prudently	prudent	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
set	set	vvb	set	set	0
such	such	d	such	such	0
high	high	j	high	high	0
prises	prises	n2	prizes	prize	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
commodities	commodities	n2	commodities	commodity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
assure	assure	vvi	assure	assure	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
gainers	gainers	n2	gainers	gainer	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
wares	wares	n2	wares	ware	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
theirs	theirs	png32	theirs	they	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
base	base	j	base	base	0
prises	prises	n2	prizes	prize	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
here	here	av	here	here	0
also	also	av	also	also	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
commoditie	commoditie	n1	commodity	commodity	0
and	and	cc	and	and	0
gaine	gaine	n1	gain	gain	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
having	having	vhg	having	have	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
mindes	mindes	n2	minds	mind	0
the	the	dt	the	the	0
notable	notable	j	notable	notable	0
charges	charges	n2	charges	charge	0
that	that	cst	that	that	0
the	the	dt	the	the	0
companie	companie	n1	company	company	0
have	have	vhb	have	have	0
diffrayed	diffrayed	j	diffrayed	diffrayed	0
in	in	p-acp	in	in	0
advancing	advancing	vvg	advancing	advance	0
this	this	d	this	this	0
voyage	voyage	n1	voyage	voyage	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
great	great	j	great	great	0
charges	charges	n2	charges	charge	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
sustaine	sustaine	vvi	sustain	sustain	0
dayly	dayly	av-j	daily	daily	0
in	in	p-acp	in	in	0
wages	wages	n2	wages	wage	0
,	,	,	,	,	0
victuals	victuals	n2	victuals	victual	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
:	:	:	:	:	0
all	all	d	all	all	0
Note	Note	n1	Note	note	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
must	must	vmb	must	must	0
bee	bee	vbi	be	be	0
requited	requited	vvn	requited	requite	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
handling	handling	n-vvg	handling	handle	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
president	president	n1	president	precedent	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
a	a	dt	a	a	0
perpetual	perpetual	j	perpetual	perpetual	0
president	president	n1	president	precedent	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
:	:	:	:	:	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
all	all	d	all	all	0
circumspection	circumspection	n1	circumspection	circumspection	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
used	used	vvn	used	use	0
,	,	,	,	,	0
and	and	cc	and	and	0
foreseene	foreseene	vvn	foreseen	foresee	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
first	first	ord	first	first	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
blesse	blesse	vvb	bless	bless	0
and	and	cc	and	and	0
prosper	prosper	vvi	prosper	prosper	0
under	under	p-acp	under	under	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
wealth	wealth	n1	wealth	wealth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
the	the	dt	the	the	0
Queenes	Queenes	ng1	Queens	queen	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Councell	Councell	n1	Council	council	0
have	have	vhb	have	have	0
conceived	conceived	vvn	conceived	conceive	0
great	great	j	great	great	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
expectations	expectations	n2	expectations	expectation	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
frustrated	frustrated	vvn	frustrated	frustrate	0
.	.	.	.	.	1
15	15	crd	15	15	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
use	use	vvb	use	use	0
all	all	d	all	all	0
Inquiriefor	Inquiriefor	np1	Inquiriefor	Inquiriefor	0
wayes	wayes	n2	ways	way	0
and	and	cc	and	and	0
meanes	meanes	n2	means	mean	0
possible	possible	j	possible	possible	0
to	to	pc-acp	to	to	0
learne	learne	vvi	learn	learn	0
howe	howe	c-crq	how	how	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
passe	passe	vvi	pass	pass	0
t0	t0	j	t0	t0	0
from	from	p-acp	from	from	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
either	either	av-d	either	either	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
or	or	cc	or	or	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
to	to	p-acp	to	to	0
Cathaia	Cathaia	np1	Cathaia	Cathaia	0
,	,	,	,	,	0
and	and	cc	and	and	0
’	’	’	’	’	0
what	what	q-crq	what	what	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
other	other	j-jn	other	other	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
knowledge	knowledge	n1	knowledge	knowledge	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
conferring	conferring	vvg	conferring	confer	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
or	or	cc	or	or	0
well	well	av	well	well	0
travailed	travailed	vvn	travailed	travail	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
either	either	d	either	either	0
naturali	naturali	fw-la	naturali	naturali	0
or	or	cc	or	or	0
forrein	forrein	j	foreign	foreign	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
travailed	travailed	vvn	travailed	travail	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
North	North	n1	North	north	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
South	South	n1	South	south	0
.	.	.	.	.	1
16	16	crd	16	16	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
that	that	cst	that	that	0
