Laudonnieres	Laudonnieres	np1	Laudonnieres	Laudonnieres	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
warre	warre	n1	war	war	0
upon	upon	p-acp	upon	upon	0
Ouae	Ouae	fw-la	Ouae	ouae	0
Utina	Utina	fw-la	Utina	utina	0
which	which	q-crq	which	which	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
friend	friend	n1	friend	friend	0
:	:	:	:	:	0
and	and	cc	and	and	0
further	further	av-jc	further	further	0
besought	besought	vvd	besought	beseech	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
retire	retire	vvi	retire	retire	0
certaine	certaine	j	certain	certain	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
men	men	n2	men	man	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
with	with	p-acp	with	with	0
Utina	Utina	fw-la	Utina	utina	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
whom	whom	ro-crq	whom	who	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
bene	bene	vbn	be	be	0
,	,	,	,	,	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
often	often	av	often	often	0
times	times	n2	times	time	0
set	set	vvn	set	set	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
defeited	defeited	vvd	defeated	defeat	0
him	him	pno31	him	he	0
.	.	.	.	.	1
He	He	pns31	He	he	0
besought	besought	vvd	besought	beseech	0
me	me	pno11	me	i	0
heerein	heerein	av	herein	herein	0
by	by	p-acp	by	by	0
divers	divers	j	diverse	diverse	0
other	other	j-jn	other	other	0
kings	kings	n2	kings	king	0
his	his	po31	his	his	0
allies	allies	n2	allies	ally	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
three	three	crd	three	three	0
weekes	weekes	n2	weeks	week	0
or	or	cc	or	or	0
a	a	dt	a	a	0
moneths	moneths	ng1	months	month	0
space	space	n1	space	space	0
sent	sent	vvn	sent	send	0
messengers	messengers	n2	messengers	messenger	0
unto	unto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
and	and	cc	and	and	0
purpose	purpose	n1	purpose	purpose	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
grant	grant	vvi	grant	grant	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
make	make	vvi	make	make	0
warre	warre	n1	war	war	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
rather	rather	av	rather	rather	0
contrariwise	contrariwise	av	contrariwise	contrariwise	0
I	I	pns11	I	i	0
endevoured	endevoured	vvd	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
friends	friends	n2	friends	friend	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
condescended	condescended	vvd	condescended	condescend	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
foorth	foorth	av	forth	forth	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
content	content	j	content	content	0
to	to	pc-acp	to	to	0
allow	allow	vvi	allow	allow	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Spanyards	Spanyards	np2	Spanyards	Spaniard	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
long	long	j	long	long	0
time	time	n1	time	time	0
knew	knew	vvd	knew	know	0
well	well	av	well	well	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Indians	Indians	np1	Indians	Indians	0
,	,	,	,	,	0
warned	warned	vvd	warned	warn	0
me	me	pno11	me	i	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
case	case	n1	case	case	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
trust	trust	vvi	trust	trust	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
shewed	shewed	vvd	showed	show	0
good	good	j	good	good	0
countenance	countenance	n1	countenance	countenance	0
and	and	cc	and	and	0
the	the	dt	the	the	0
best	best	js	best	best	0
cheere	cheere	n1	cheer	cheer	0
unto	unto	p-acp	unto	unto	0
men	men	n2	men	man	0
,	,	,	,	,	0
then	then	av	then	then	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
time	time	n1	time	time	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
surprise	surprise	vvi	surprise	surprise	0
and	and	cc	and	and	0
betray	betray	vvi	betray	betray	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
nature	nature	n1	nature	nature	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
traitours	traitours	n2	traitors	traitor	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
deepe	deepe	j-jn	deep	deep	0
dissemblers	dissemblers	n2	dissemblers	dissembler	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
trusted	trusted	vvd	trusted	trust	0
them	them	pno32	them	they	0
but	but	p-acp	but	but	0
upon	upon	p-acp	upon	upon	0
good	good	j	good	good	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
discovered	discovered	vvn	discovered	discover	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
crafts	crafts	n2	crafts	craft	0
and	and	cc	and	and	0
subtilties	subtilties	n2	subtleties	subtlety	0
,	,	,	,	,	0
aswell	aswell	av	aswell	aswell	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
reading	reading	vvg	reading	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
histories	histories	n2	histories	history	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
yeres	yeres	n2	years	year	0
.	.	.	.	.	1
Our	Our	np1	Our	Oure	0
two	two	crd	two	two	0
barks	barks	n2	barks	bark	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
soone	soone	av	soon	soon	0
finished	finished	vvn	finished	finish	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
Captaine	Captaine	n1	Captain	captain	0
Vasseur	Vasseur	np1	Vasseur	Vasseur	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
along	along	a-acp	along	along	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lying	lying	vvg	lying	lie	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
North	North	n1	North	north	0
,	,	,	,	,	0
and	and	cc	and	and	0
commanded	commanded	vvd	commanded	command	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
saile	saile	vvi	sail	sail	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
river	river	n1	river	river	0
,	,	,	,	,	0
the	the	dt	the	the	0
king	king	n1	king	king	0
whereof	whereof	c-crq	whereof	whereof	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
Audusta	Audusta	np1	Audusta	Audusta	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
lord	lord	n1	lord	lord	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
place	place	n1	place	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
1562	1562	crd	1562	1562	0
inhabited	inhabited	vvn	inhabited	inhabit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
two	two	crd	two	two	0
sutes	sutes	n2	suits	suit	0
of	of	pp-f	of	of	0
apparell	apparell	n1	apparel	apparel	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
certaine	certaine	j	certain	certain	0
hatchets	hatchets	n2	hatchet's	hatchet	0
,	,	,	,	,	0
knives	knives	n2	knives	knife	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
small	small	j	small	small	0
trifles	trifles	n2	trifles	trifle	0
,	,	,	,	,	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
insinuate	insinuate	vvi	insinuate	insinuate	0
my	my	po11	my	my	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
339.	339.	crd	339.	339.	0
]	]	]	]	]	0
selfe	selfe	n1	self	self	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
friendship	friendship	n1	friendship	friendship	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
win	win	vvi	win	win	0
him	him	pno31	him	he	0
,	,	,	,	,	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
barke	barke	n1	bark	bark	0
with	with	p-acp	with	with	0
captaine	captaine	n1	captain	captain	0
Vasseur	Vasseur	np1	Vasseur	Vasseur	0
a	a	dt	a	a	0
souldier	souldier	n1	soldier	soldier	0
called	called	vvn	called	call	0
Aimon	Aimon	np1	Aimon	Aimon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
which	which	r-crq	which	which	0
returned	returned	vvd	returned	return	0
home	home	av-an	home	home	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	d	that	that	0
king	king	n1	king	king	0
Audusta	Audusta	np1	Audusta	Audusta	0
might	might	vmd	might	may	0
remember	remember	vvi	remember	remember	0
him	him	pno31	him	he	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
imbarked	imbarked	vvn	embarked	embark	0
I	I	pns11	I	i	0
commanded	commanded	vvd	commanded	command	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
inquiry	inquiry	n1	inquiry	inquiry	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
become	become	vvn	become	become	0
of	of	pp-f	of	of	0
another	another	j-jn	another	another	0
called	called	vvn	called	call	0
Rouffi	Rouffi	np1	Rouffi	Rouffi	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
remained	remained	vvd	remained	remain	0
alone	alone	av-j	alone	alone	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
parts	parts	n2	parts	part	0
when	when	c-crq	when	when	0
Nicolas	Nicolas	np1	Nicolas	Nicolas	0
Masson	Masson	np1	Masson	Masson	0
and	and	cc	and	and	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
voyage	voyage	n1	voyage	voyage	0
imbarked	imbarked	vvd	embarked	embark	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
returne	returne	vvi	return	return	0
into	into	p-acp	into	into	0
France	France	np1	France	France	0
.	.	.	.	.	1
They	They	pns32	They	they	0
understood	understood	vvd	understood	understand	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
arrivall	arrivall	n1	arrival	arrival	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
barke	barke	n1	bark	bark	0
passing	passing	vvg	passing	pass	0
that	that	d	that	that	0
way	way	n1	way	way	0
had	had	vhd	had	have	0
caried	caried	vvn	carried	carry	0
away	away	av	away	away	0
the	the	dt	the	the	0
same	same	d	same	same	0
souldier	souldier	n1	soldier	soldier	0
:	:	:	:	:	0
and	and	cc	and	and	0
afterward	afterward	av	afterwards	afterward	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
certainty	certainty	n1	certainty	certainty	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
Spaniards	Spaniards	np1	Spaniards	Spaniards	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
caried	caried	vvn	carried	carry	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
Havana	Havana	np1	Havana	Havana	0
.	.	.	.	.	1
The	The	dt	The	the	0
king	king	n1	king	king	0
Audusta	Audusta	np1	Audusta	Audusta	0
sent	sent	vvd	sent	send	0
me	me	pno11	me	i	0
backe	backe	av	back	back	0
my	my	po11	my	my	0
barke	barke	n1	bark	bark	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
mill	mill	n1	mill	mill	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
quantity	quantity	n1	quantity	quantity	0
of	of	pp-f	of	of	0
beanes	beanes	n2	beans	bean	0
,	,	,	,	,	0
two	two	crd	two	two	0
stags	stags	n2	stags	stag	0
,	,	,	,	,	0
some	some	d	some	some	0
skinnes	skinnes	n2	skins	skin	0
painted	painted	vvn	painted	paint	0
after	after	p-acp	after	after	0
their	their	po32	their	their	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
and	and	cc	and	and	0
certaine	certaine	j	certain	certain	0
pearles	pearles	n2	pearls	pearl	0
of	of	pp-f	of	of	0
small	small	j	small	small	0
value	value	n1	valve	value	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
burnt	burnt	vvn	burned	burn	0
:	:	:	:	:	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
me	me	pno11	me	i	0
word	word	n1	word	word	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
dwel	dwel	vvi	dwell	dwell	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
quarters	quarters	n2	quarters	quarter	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
give	give	vvi	give	give	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
great	great	j	great	great	0
countrey	countrey	n1	country	country	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
after	after	a-acp	after	after	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
gathered	gathered	vvn	gathered	gather	0
his	his	po31	his	his	0
mill	mill	n1	mill	mill	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
spare	spare	vvi	spare	spare	0
me	me	pno11	me	i	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
while	while	n1	while	while	0
there	there	a-acp	there	there	0
came	came	vvd	came	come	0
unto	unto	p-acp	unto	unto	0
our	our	po12	our	our	0
fort	fort	n1	fort	fort	0
a	a	dt	a	a	0
flocke	flocke	n1	flock	flock	0
of	of	pp-f	of	of	0
stocke-doves	stocke-doves	n2	stock-doves	stock-dove	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
great	great	j	great	great	0
number	number	n1	number	number	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
seven	seven	crd	seven	seven	0
weeks	weeks	n2	weeks	week	0
together	together	av	together	together	0
,	,	,	,	,	0
that	that	cst	that	that	0
every	every	d	every	every	0
day	day	n1	day	day	0
wee	wee	pns12	we	we	0
killed	killed	vvd	killed	kill	0
with	with	p-acp	with	with	0
harquebush	harquebush	n1	harquebus	harquebus	0
shot	shot	vvd	shot	shoot	0
two	two	crd	two	two	0
hundred	hundred	crd	hundred	hundred	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
woods	woods	n2	woods	wood	0
about	about	p-acp	about	about	0
our	our	po12	our	our	0
fort	fort	n1	fort	fort	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
that	that	d	that	that	0
Captaine	Captaine	n1	Captain	captain	0
Vasseur	Vasseur	np1	Vasseur	Vasseur	0
'	'	'	'	'	0
Nicolas	Nicolas	np1	Nicolas	Nicolas	0
Masson	Masson	np1	Masson	Masson	0
otherwise	otherwise	av	otherwise	otherwise	0
called	called	vvd	called	call	0
Nicolas	Nicolas	np1	Nicolas	Nicolas	0
Barre	Barre	n1	Bar	bar	0
.	.	.	.	.	1
King	King	n1	King	king	0
A	A	dt	A	a	0
adustas	adustas	fw-la	adustas	adustas	0
great	great	j	great	great	0
humanity	humanity	n1	humanity	humanity	0
.	.	.	.	.	1
Pearles	Pearles	n2	Pearls	pearl	0
burned	burned	vvn	burned	burn	0
.	.	.	.	.	1
Peter	Peter	np1	Peter	Peter	0
Martyr	Martyr	n1	Martyr	martyr	0
write	write	vvi	write	write	0
th	th	dt	that	the	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
I.	I.	np1	I.	I.	0
decad	decad	n1	decade	decade	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
that	that	d	that	that	0
the	the	dt	the	the	0
like	like	j	like	like	0
flocks	flocks	n2	flocks	flock	0
of	of	pp-f	of	of	0
pigeons	pigeons	n2	pigeons	pigeon	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Isles	Isles	n2	Isles	isle	0
oj	oj	uh	oj	oj	0
was	was	vbds	was	be	0
returned	returned	vvn	returned	return	0
,	,	,	,	,	0
I	I	pns11	I	i	0
caused	caused	vvd	caused	cause	0
the	the	dt	the	the	0
two	two	crd	two	two	0
barks	barks	n2	barks	bark	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
furnished	furnished	vvn	furnished	furnish	0
ikeLucayos	ikeLucayos	np1	ikeLucayos	ikeLucayos	0
.	.	.	.	.	0
againe	againe	av	again	again	0
with	with	p-acp	with	with	0
souldiers	souldiers	n2	soldiers	soldier	0
&	&	cc	&	and	0
mariners	mariners	n2	mariners	mariner	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
cary	cary	vvi	carry	carry	0
a	a	dt	a	a	0
present	present	j	present	present	0
from	from	p-acp	from	from	0
me	me	pno11	me	i	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
widow	widow	n1	widow	widow	0
of	of	pp-f	of	of	0
king	king	n1	king	king	0
Hiocaia	Hiocaia	np1	Hiocaia	Hiocaia	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
dwelling	dwelling	n1	dwelling	dwelling	0
was	was	vbds	was	be	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
fort	fort	n1	fort	fort	0
about	about	p-acp	about	about	0
twelve	twelve	crd	twelve	twelve	0
legues	legues	n2	leagues	league	0
Northward	Northward	av-j	Northward	northward	0
.	.	.	.	.	1
She	She	pns31	She	she	0
courteously	courteously	av-j	courteously	courteous	0
received	received	vvd	received	receive	0
our	our	po12	our	our	0
men	men	n2	men	man	0
,	,	,	,	,	0
sent	sent	vvd	sent	send	0
me	me	pno11	me	i	0
backe	backe	av	back	back	0
my	my	po11	my	my	0
barks	barks	n2	barks	bark	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
mill	mill	n1	mill	mill	0
and	and	cc	and	and	0
acornes	acornes	n2	acorns	acorn	0
with	with	p-acp	with	with	0
53	53	crd	53	53	0
The	The	dt	The	the	0
widow	widow	n1	widow	widow	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Hioa-caia	Hioa-caia	j	Hioa-caia	hioa-caia	0
,	,	,	,	,	0
or	or	cc	or	or	0
Hihou-hacara	Hihou-hacara	j	Hihou-hacara	hihou-hacara	0
.	.	.	.	.	0
certaine	certaine	j	certain	certain	0
baskets	baskets	n2	baskets	basket	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
leaves	leaves	n2	leaves	leaf	0
of	of	pp-f	of	of	0
Cassine	Cassine	np1	Cassine	Cassine	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
their	their	po32	their	their	0
drinke	drinke	n1	drink	drink	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
this	this	d	this	this	0
widow	widow	n1	widow	widow	0
dwelleth	dwelleth	vvz	dwells	dwell	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
plentifull	plentifull	j	plentiful	plentiful	0
of	of	pp-f	of	of	0
mill	mill	n1	mill	mill	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
This	This	d	This	this	0
queenes	queenes	ng1	queens	queen	0
all	all	d	all	all	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
pleasant	pleasant	j	pleasant	pleasant	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
that	that	cst	that	that	0
name	name	n1	name	name	0
was	was	vbds	was	be	0
Nia	Nia	np1	Nia	Nia	0
the	the	dt	the	the	0
queene	queene	n1	queen	queen	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
beautifull	beautifull	j	beautiful	beautiful	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Indians	Indians	np1	Indians	Indians	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cubacam	Cubacam	np1	Cubacam	Cubacam	0
.	.	.	.	.	0
of	of	a-acp	of	off	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
most	most	av-ds	most	most	0
account	account	n1	account	account	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
subjects	subjects	n2-jn	subject's	subject	0
honour	honour	vvi	honour	honour	0
her	her	pno31	her	she	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
that	that	cst	that	that	0
almost	almost	av	almost	almost	0
continually	continually	av-j	continually	continual	0
they	they	pns32	they	they	0
beare	beare	vvb	bear	bear	0
her	her	pno31	her	she	0
on	on	p-acp	on	on	0
their	their	po32	their	their	0
shoulders	shoulders	n2	shoulders	shoulder	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
suffer	suffer	vvi	suffer	suffer	0
her	her	pno31	her	she	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
.	.	.	.	.	1
Within	Within	p-acp	Within	within	0
a	a	dt	a	a	0
few	few	d	few	few	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
returne	returne	n1	return	return	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
barks	barks	n2	barks	bark	0
,	,	,	,	,	0
she	she	pns31	she	she	0
sent	sent	vvd	sent	send	0
to	to	pc-acp	to	to	0
visit	visit	vvi	visit	visit	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
her	her	po31	her	her	0
Hiatiqui	Hiatiqui	fw-la	Hiatiqui	hiatiqui	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
Thefift	Thefift	j	Thefift	thefift	0
voyage	voyage	n1	voyage	voyage	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
her	her	po31	her	her	0
interpreter	interpreter	n1	interpreter	interpreter	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
river	river	n1	river	river	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
victuals	victuals	n2	victuals	victual	0
untill	untill	p-acp	until	until	0
the	the	dt	the	the	0
time	time	n1	time	time	0
that	that	cst	that	that	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
of	of	pp-f	of	of	0
May	May	vmb	May	may	0
.	.	.	.	.	0
might	might	vmd	might	may	0
come	come	vvi	come	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
keeping	keeping	vvg	keeping	keep	0
my	my	po11	my	my	0
people	people	n1	people	people	0
idle	idle	j	idle	idle	0
)	)	)	)	)	0
I	I	pns11	I	i	0
sent	sent	vvd	sent	send	0
my	my	po11	my	my	0
two	two	crd	two	two	0
barks	barks	n2	barks	bark	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
along	along	a-acp	along	along	0
the	the	dt	the	the	0
river	river	n1	river	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
up	up	a-acp	up	up	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
head	head	n1	head	head	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
went	went	vvd	went	go	0
so	so	av	so	so	0
far	far	av-j	far	far	0
up	up	p-acp	up	up	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
thirty	thirty	crd	thirty	thirty	0
leagues	leagues	n2	leagues	league	0
good	good	j	good	good	0
beyond	beyond	p-acp	beyond	beyond	0
a	a	dt	a	a	0
Mathiaqua	Mathiaqua	np1	Mathiaqua	Mathiaqua	0
.	.	.	.	.	0
place	place	n1	place	place	0
named	named	vvn	nam	name	0
Mathiaqua	Mathiaqua	np1	Mathiaqua	Mathiaqua	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
they	they	pns32	they	they	0
