Here	Here	av	Here	here	0
70	70	crd	70	70	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
bredth	bredth	n1	breadth	breadth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
6	6	crd	6	6	0
or	or	cc	or	or	0
7	7	crd	7	7	0
Isles	Isles	n2	Isles	isle	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
Isles	Isles	n2	Isles	isle	0
de	de	dt	the	the	0
276	276	crd	276	276	0
la	la	fw-fr	la	la	0
Damoiselle	Damoiselle	np1	Damoiselle	Damoiselle	0
&	&	cc	&	and	0
Cape	Cape	n1	Cape	cape	0
Tienot	Tienot	np1	Tienot	Tienot	0
.	.	.	.	.	1
Cape	Cape	n1	Cape	cape	0
Tienot	Tienot	np1	Tienot	Tienot	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
ye	ye	dt	the	the	0
sea	sea	n1	sea	sea	0
5	5	crd	5	5	0
or	or	cc	or	or	0
6	6	crd	6	6	0
leagues	leagues	n2	leagues	league	0
distant	distant	j	distant	distant	0
from	from	p-acp	from	from	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
sunken	sunken	j-vvn	sunken	sink	0
Hand	Hand	n1	Hand	hand	0
dangerous	dangerous	j	dangerous	dangerous	0
for	for	p-acp	for	for	0
ships	ships	n2	ships	ship	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cape	Cape	n1	Cape	cape	0
Tienot	Tienot	np1	Tienot	Tienot	0
and	and	cc	and	and	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
are	are	vbr	are	be	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
southsouthwest	southsouthwest	n1	southsouthwest	southsouthwest	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
22.	22.	crd	22.	22.	0
leagues	leagues	n2	leagues	league	0
distant	distant	j	distant	distant	0
,	,	,	,	,	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
is	is	vbz	is	be	0
The	The	dt	The	the	0
in	in	p-acp	in	in	0
49	49	crd	49	49	0
deg	deg	n1	deg	deg	0
.	.	.	.	.	1
&	&	cc	&	and	0
J.	J.	np1	J.	J.	0
‘	‘	‘	‘	‘	0
The	The	dt	The	the	0
said	said	j-vvn	said	say	0
Isle	Isle	n1	Isle	isle	0
lieth	lieth	vvz	lies	lie	0
Northwest	Northwest	av-an	Northwest	northwest	0
and	and	cc	and	and	0
Southeast	Southeast	n1	Southeast	southeast	0
,	,	,	,	,	0
the	the	av	the	then	0
Northwest	Northwest	av-an	Northwest	northwest	0
end	end	n1	end	end	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
50.	50.	crd	50.	50.	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
latitude	latitude	n1	latitude	latitude	0
Or	Or	cc	Or	or	0
Natiscotec	Natiscotec	fw-la	Natiscotec	natiscotec	0
.	.	.	.	.	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Southeast	Southeast	n1	Southeast	southeast	0
end	end	n1	end	end	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
48.	48.	crd	48.	48.	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
halfe	halfe	n-jn	half	half	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
[	[	[	[	[	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
238.	238.	crd	238.	238.	0
]	]	]	]	]	0
is	is	vbz	is	be	0
about	about	p-acp	about	about	0
25.	25.	crd	25.	25.	0
leagues	leagues	n2	leagues	league	0
long	long	j	long	long	0
and	and	cc	and	and	0
4.	4.	crd	4.	4.	0
or	or	cc	or	or	0
5.	5.	crd	5.	5.	0
leagues	leagues	n2	leagues	league	0
broad	broad	j	broad	broad	0
:	:	:	:	:	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Northwest	Northwest	av-an	Northwest	northwest	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
firme	firme	j	firm	firm	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
North	North	n1	North	north	0
side	side	n1	side	side	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
above	above	p-acp	above	above	0
seven	seven	crd	seven	seven	0
leagues	leagues	n2	leagues	league	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
firme	firme	j	firm	firm	0
land	land	n1	land	land	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
South	South	n1	South	south	0
side	side	n1	side	side	0
are	are	vbr	are	be	0
about	about	p-acp	about	about	0
15.	15.	crd	15.	15.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
Cape	Cape	n1	Cape	cape	0
Tienot	Tienot	np1	Tienot	Tienot	0
and	and	cc	and	and	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascention	Ascention	n1	Ascension	ascension	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
Southeast	Southeast	n1	Southeast	southeast	0
are	are	vbr	are	be	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
30.	30.	crd	30.	30.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
said	said	j-vvn	said	say	0
Cape	Cape	n1	Cape	cape	0
of	of	pp-f	of	of	0
Tienot	Tienot	np1	Tienot	Tienot	0
and	and	cc	and	and	0
the	the	cs	the	than	0
Northwest	Northwest	av-an	Northwest	northwest	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
are	are	vbr	are	be	0
East	East	n1	East	east	0
and	and	cc	and	and	0
West	West	n1	West	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
a	a	dt	a	a	0
little	little	j	little	little	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
34.	34.	crd	34.	34.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
The	The	dt	The	the	0
com-Ascension	com-Ascension	n1	com-Ascension	com-ascension	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
goodly	goodly	j	goodly	goodly	0
Isle	Isle	n1	Isle	isle	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
goodly	goodly	j	goodly	goodly	0
champion	champion	n1	champion	champion	0
land	land	n1	land	land	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
hilles	hilles	n2	hills	hill	0
,	,	,	,	,	0
standing	standing	vvg	standing	stand	0
all	all	d	all	all	0
upon	upon	p-acp	upon	upon	0
white	white	j-jn	white	white	0
rocks	rocks	n2	rocks	rock	0
and	and	cc	and	and	0
J	J	pns11	J	i	0
Alablaster	Alablaster	n1	Alabaster	alabaster	0
,	,	,	,	,	0
all	all	d	all	all	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
trees	trees	n2	trees	tree	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
al	al	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
trees	trees	n2	trees	tree	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
wild	wild	j	wild	wild	0
beasts	beasts	n2	beasts	beast	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
beares	beares	vvz	bears	bear	0
,	,	,	,	,	0
Luserns	Luserns	n2	Luserns	lusern	0
,	,	,	,	,	0
Porkespicks	Porkespicks	n2	Porkespicks	porkespick	0
.	.	.	.	.	1
And	And	cc	And	and	0
From	From	p-acp	From	from	0
Cape	Cape	n1	Cape	cape	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Southeast	Southeast	n1	Southeast	southeast	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
t0	t0	j	t0	t0	0
tJie	tJie	np1	tJie	tJie	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
Cape	Cape	n1	Cape	cape	0
Briton	Briton	np1	Briton	Briton	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
50.	50.	crd	50.	50.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
North	North	n1	North	north	0
-	-	-	-	-	0
west	west	n1	west	west	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
&	&	cc	&	and	0
the	the	dt	the	the	0
Cape	Cape	n1	Cape	cape	0
des	des	fw-fr	des	des	0
Monts	Monts	np1	Monts	Monts	0
nostre	nostre	fw-fr	nostre	nostre	0
Dame	Dame	n1	Dame	dame	0
,	,	,	,	,	0
Ascention	Ascention	n1	Ascension	ascension	0
is	is	vbz	is	be	0
which	which	q-crq	which	which	0
is	is	vbz	is	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
land	land	n1	land	land	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
South	South	n1	South	south	0
,	,	,	,	,	0
are	are	vbr	are	be	0
North	North	n1	North	north	0
-	-	-	-	-	0
but	but	cc-acp	but	but	0
tfileagues	tfileagues	n2	tfileagues	tfileague	0
.	.	.	.	.	0
east	east	n1	east	east	0
and	and	cc	and	and	0
Westsouth	Westsouth	av	Westsouth	westsouth	0
west	west	n1	west	west	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
distance	distance	n1	distance	distance	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
CaPe	CaPe	n1	CaPe	cape	0
°f	°f	av	°f	°f	0
is	is	vbz	is	be	0
15.	15.	crd	15.	15.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cape	Cape	n1	Cape	cape	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
49.	49.	crd	49.	49.	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
D^n‘	D^n‘	np1	D^n‘	D^n‘	0
!	!	!	!	!	0
tri	tri	fw-la	tri	tri	0
very	very	j	very	very	0
high	high	j	high	high	0
land	land	n1	land	land	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cape	Cape	n1	Cape	cape	0
and	and	cc	and	and	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
Southeast	Southeast	n1	Southeast	southeast	0
are	are	vbr	are	be	0
East	East	n1	East	east	0
and	and	cc	and	and	0
West	West	n1	West	west	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
15.	15.	crd	15.	15.	0
leagues	leagues	n2	leagues	league	0
distance	distance	n1	distance	distance	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bay	Bay	n1	Bay	bay	0
of	of	pp-f	of	of	0
Molves	Molves	vvz	Molves	molve	0
The	The	dt	The	the	0
Bay	Bay	n1	Bay	bay	0
of	of	pp-f	of	of	0
or	or	cc	or	or	0
Gaspay	Gaspay	vvi	Gaspay	gaspay	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
48.	48.	crd	48.	48.	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
lyeth	lyeth	vvz	lies	lie	0
North	North	n1	North	north	0
Molves	Molves	n2	Molves	molve	0
or	or	cc	or	or	0
and	and	cc	and	and	0
South	South	n1	South	south	0
,	,	,	,	,	0
and	and	cc	and	and	0
taketh	taketh	vvz	takes	take	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
and	and	cc	and	and	0
as^	as^	n1	as^	as^	0
'	'	'	'	'	0
Southwest	Southwest	n1	Southwest	southwest	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Bay	Bay	n1	Bay	bay	0
of	of	pp-f	of	of	0
Heate	Heate	n1	Heat	heat	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
3.	3.	crd	3.	3.	1
Isles	Isles	np1	Isles	Isles	0
,	,	,	,	,	0
one	one	crd	one	one	0
great	great	j	great	great	0
one	one	crd	one	one	0
and	and	cc	and	and	0
two	two	crd	two	two	0
smal	smal	j	small	small	0
:	:	:	:	:	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Bay	Bay	n1	Bay	bay	0
of	of	pp-f	of	of	0
Heate	Heate	n1	Heat	heat	0
The	The	dt	The	the	0
Bay	Bay	n1	Bay	bay	0
de	de	fw-la	de	de	0
untill	untill	c-acp	until	until	0
you	you	pn22	you	you	0
passe	passe	vvb	pass	pass	0
the	the	dt	the	the	0
Monts	Monts	np1	Monts	Monts	0
nostre	nostre	fw-fr	nostre	nostre	0
Dame	Dame	n1	Dame	dame	0
al	al	d	all	all	0
the	the	dt	the	the	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
C^^roro^	C^^roro^	np1	C^^roro^	C^^roro^	0
high	high	j	high	high	0
and	and	cc	and	and	0
good	good	j	good	good	0
ground	ground	n1	ground	ground	0
al	al	d	all	all	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
trees	trees	n2	trees	tree	0
.	.	.	.	.	1
Ognedoc	Ognedoc	np1	Ognedoc	Ognedoc	0
*	*	*	*	*	0
277	277	crd	277	277	0
Greater	Greater	jc	Greater	great	0
store	store	vvb	store	store	0
and	and	cc	and	and	0
better	better	jc	better	better	0
fish	fish	n1	fish	fish	0
then	then	cs	then	than	0
in	in	p-acp	in	in	0
Newfoundland	Newfoundland	np1	Newfoundland	Newfoundland	0
.	.	.	.	.	1
Boules	Boules	n2	Bouls	bowl	0
.	.	.	.	.	1
Trees	Trees	np1	Trees	Trees	0
.	.	.	.	.	1
The	The	dt	The	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Canada	Canada	np1	Canada	Canada	0
twenty	twenty	crd	twenty	twenty	0
five	five	crd	five	five	0
leases	leases	n2	leases	lease	0
broad	broad	j	broad	broad	0
.	.	.	.	.	1
The	The	dt	The	the	0
7	7	crd	7	7	0
Isles	Isles	n2	Isles	isle	0
in	in	p-acp	in	in	0
50	50	crd	50	50	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
hafe	hafe	n1	hafe	hafe	0
.	.	.	.	.	1
The	The	dt	The	the	0
nver	nver	n1	nver	nver	0
is	is	vbz	is	be	0
here	here	av	here	here	0
but	but	cc-acp	but	but	0
1o	1o	av	1o	1o	0
leagues	leagues	n2	leagues	league	0
broad	broad	j	broad	broad	0
.	.	.	.	.	1
The	The	dt	The	the	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Ongear	Ongear	np1	Ongear	Ongear	0
in	in	p-acp	in	in	0
49	49	crd	49	49	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Raquelle	Raquelle	fw-fr	Raquelle	raquelle	0
in	in	p-acp	in	in	0
48	48	crd	48	48	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
two	two	crd	two	two	0
third	third	ord	third	three	0
parts	parts	n2	parts	part	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
Bay	Bay	n1	Bay	bay	0
and	and	cc	and	and	0
lyeth	lyeth	vvz	lies	lie	0
Northnorthwest	Northnorthwest	av-an	Northnorthwest	northnorthwest	0
and	and	cc	and	and	0
Southsoutheast	Southsoutheast	n1	Southsoutheast	southsoutheast	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
Harbour	Harbour	n1	Harbour	harbour	0
:	:	:	:	:	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
saile	saile	vvi	sail	sail	0
along	along	a-acp	along	along	0
the	the	dt	the	the	0
shore	shore	n1	shore	shore	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Northside	Northside	n1	Northside	northside	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
low	low	j	low	low	0
point	point	n1	point	point	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
therof	therof	av	thereof	thereof	0
:	:	:	:	:	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
passed	passed	vvn	passed	pass	0
the	the	dt	the	the	0
poynt	poynt	n1	point	point	0
bring	bring	vvb	bring	bring	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
ancre	ancre	n1	anchor	anchor	0
in	in	p-acp	in	in	0
15.	15.	crd	15.	15.	0
or	or	cc	or	or	0
20.	20.	crd	20.	20.	0
fathoms	fathoms	n2	fathoms	fathom	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
South	South	n1	South	south	0
shore	shore	n1	shore	shore	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
within	within	p-acp	within	within	0
this	this	d	this	this	0
Haven	Haven	n1	Haven	haven	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
rivers	rivers	n2	rivers	river	0
,	,	,	,	,	0
one	one	pi	one	one	0
which	which	r-crq	which	which	0
goeth	goeth	vvz	goes	go	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
Northwest	Northwest	av-an	Northwest	northwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Southwest	Southwest	n1	Southwest	southwest	0
.	.	.	.	.	1
And	And	cc	And	and	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
coast	coast	n1	coast	coast	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
fishing	fishing	n-vvg	fishing	fish	0
for	for	p-acp	for	for	0
Coddes	Coddes	n2	Cods	cod	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
fish	fish	n1	fish	fish	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
more	more	dc	more	more	0
store	store	n1	store	store	0
then	then	cs	then	than	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
Newfoundland	Newfoundland	np1	Newfoundland	Newfoundland	0
,	,	,	,	,	0
and	and	cc	and	and	0
better	better	jc	better	better	0
fish	fish	n1	fish	fish	0
.	.	.	.	.	1
And	And	cc	And	and	0
here	here	av	here	here	0
is	is	vbz	is	be	0
great	great	j	great	great	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
river	river	n1	river	river	0
foule	foule	j	foul	foul	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Malards	Malards	npg1	Malards	malards	0
,	,	,	,	,	0
wild	wild	j	wild	wild	0
Geese	Geese	n2	Geese	goose	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
And	And	cc	And	and	0
here	here	av	here	here	0
are	are	vbr	are	be	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
Rose	Rose	vvd	Rose	rise	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
Raspesses	Raspesses	n2	Raspesses	raspess	0
,	,	,	,	,	0
Filbird	Filbird	np1	Filbird	Filbird	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
Apple	Apple	n1	Apple	apple	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
Peare	Peare	n1	Pear	pear	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
hotter	hotter	jc	hotter	hot	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
Sommer	Sommer	n1	Summer	summer	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
.	.	.	.	.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Ascension	Ascension	n1	Ascension	ascension	0
and	and	cc	and	and	0
the	the	dt	the	the	0
7.	7.	crd	7.	7.	1
Isles	Isles	np1	Isles	Isles	0
which	which	r-crq	which	which	0
lie	lie	vvb	lie	lie	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
North	North	n1	North	north	0
shore	shore	n1	shore	shore	0
lie	lie	vvb	lie	lie	0
Southeast	Southeast	n1	Southeast	southeast	0
and	and	cc	and	and	0
Westnorthwest	Westnorthwest	av-an	Westnorthwest	westnorthwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
24.	24.	crd	24.	24.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cape	Cape	n1	Cape	cape	0
of	of	pp-f	of	of	0
Ognedoc	Ognedoc	np1	Ognedoc	Ognedoc	0
and	and	cc	and	and	0
the	the	dt	the	the	0
7.	7.	crd	7.	7.	1
Isles	Isles	ng1	Isles	isle	0
are	are	vbr	are	be	0
Northnorthwest	Northnorthwest	n1-an	Northnorthwest	northnorthwest	0
and	and	cc	and	and	0
Southsoutheast	Southsoutheast	n1	Southsoutheast	southsoutheast	0
,	,	,	,	,	0
&	&	cc	&	and	0
are	are	vbr	are	be	0
distant	distant	j	distant	distant	0
35.	35.	crd	35.	35.	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cape	Cape	n1	Cape	cape	0
of	of	pp-f	of	of	0
Monts	Monts	np1	Monts	Monts	0
nostre	nostre	fw-fr	nostre	nostre	0
Dame	Dame	n1	Dame	dame	0
and	and	cc	and	and	0
the	the	dt	the	the	0
7.	7.	crd	7.	7.	1
Isles	Isles	ng1	Isles	isle	0
are	are	vbr	are	be	0
North	North	n1	North	north	0
and	and	cc	and	and	0
South	South	n1	South	south	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
cut	cut	vvn	cut	cut	0
over	over	a-acp	over	over	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
25.	25.	crd	25.	25.	0
leagues	leagues	n2	leagues	league	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
breadth	breadth	n1	breadth	breadth	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
upward	upward	av-j	upward	upward	0
it	it	pn31	it	it	0
beginneth	beginneth	vvz	begins	begin	0
to	to	pc-acp	to	to	0
waxe	waxe	vvi	wax	wax	0
narrower	narrower	jc	narrower	narrow	0
and	and	cc	and	and	0
narrower	narrower	jc	narrower	narrow	0
.	.	.	.	.	1
The	The	dt	The	the	0
7.	7.	crd	7.	7.	1
Isles	Isles	ng1	Isles	isle	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
50.	50.	crd	50.	50.	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
The	The	dt	The	the	0
7.	7.	crd	7.	7.	1
Isles	Isles	np1	Isles	Isles	0
and	and	cc	and	and	0
the	the	dt	the	the	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
Ongear	Ongear	np1	Ongear	Ongear	0
lie	lie	vvb	lie	lie	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
Southwest	Southwest	np1	Southwest	Southwest	0
and	and	cc	and	and	0
the	the	dt	the	the	0
distance	distance	n1	distance	distance	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
15.	15.	crd	15.	15.	0
leagues	leagues	n2	leagues	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
are	are	vbr	are	be	0
certaine	certaine	j	certain	certain	0
small	small	j	small	small	0
Islands	Islands	n2	Islands	island	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
