also	also	av	also	also	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
and	and	cc	and	and	0
messengers	messengers	n2	messengers	messenger	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
a	a	dt	a	a	0
friendly	friendly	j	friendly	friendly	0
conference	conference	n1	conference	conference	0
between	between	p-acp	between	between	0
them	them	pno32	them	they	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
redressing	redressing	vvg	redressing	redress	0
and	and	cc	and	and	0
reformation	reformation	n1	reformation	reformation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grievances	grievances	n2	grievances	grievance	0
and	and	cc	and	and	0
damages	damages	n2	damages	damage	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
equall	equall	j-jn	equal	equal	0
waight	waight	n1	weight	weight	0
of	of	pp-f	of	of	0
diligent	diligent	j	diligent	diligent	0
examination	examination	n1	examination	examination	0
ponder	ponder	vvi	ponder	ponder	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
balance	balance	n1	balance	balance	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
discusse	discusse	vvi	discuss	discuss	0
&	&	cc	&	and	0
define	define	vvi	define	define	0
al	al	d	all	all	0
&	&	cc	&	and	0
singular	singular	j	singular	singular	0
the	the	dt	the	the	0
foresaid	foresaid	j-vvn	foresaid	foresay	0
grievances	grievances	n2	grievances	grievance	0
&	&	cc	&	and	0
damages	damages	n2	damages	damage	0
inflicted	inflicted	vvn	inflicted	inflict	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
parts	parts	n2	parts	part	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
after	after	p-acp	after	after	0
sundry	sundry	j	sundry	sundry	0
prorogations	prorogations	n2	prorogations	prorogation	0
then	then	av	then	then	0
made	made	vvn	made	make	0
&	&	cc	&	and	0
continued	continued	vvn	continued	continue	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
behalfe	behalfe	n1	behalf	behalf	0
,	,	,	,	,	0
our	our	po12	our	our	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
&	&	cc	&	and	0
messengers	messengers	n2	messengers	messenger	0
aforesaid	aforesaid	vvn	aforesaid	aforesaid	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
28.	28.	crd	28.	28.	0
of	of	pp-f	of	of	0
August	August	np1	August	August	0
last	last	ord	last	last	0
past	past	vvd	passed	pass	0
,	,	,	,	,	0
assembling	assembling	vvg	assembling	assemble	0
themselves	themselves	px32	themselves	themselves	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
part	part	n1	part	part	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
Hage	Hage	np1	Hage	Hage	0
in	in	p-acp	in	in	0
Holland	Holland	n1	Holland	holland	0
,	,	,	,	,	0
the	the	dt	the	the	0
hon	hon	n1	hon	hon	0
.	.	.	.	.	1
&	&	cc	&	and	0
0f^ug^t2	0f^ug^t2	n1	0f^ug^t2	0f^ug^t2	0
discreete	discreete	j	discreet	discreet	0
personages	personages	n2	personages	personage	0
Arnold	Arnold	np1	Arnold	Arnold	0
Heket	Heket	n1	Heket	heket	0
burgomaster	burgomaster	n1	burgomaster	burgomaster	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
1407.	1407.	crd	1407.	1407.	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
Dantzik	Dantzik	np1	Dantzik	Dantzik	0
,	,	,	,	,	0
&	&	cc	&	and	0
John	John	np1	John	John	0
Crolowe	Crolowe	vvb	Crolowe	crolowe	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
behalf	behalf	n1	behalf	behalf	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
and	and	cc	and	and	0
Tidman	Tidman	np1	Tidman	Tidman	0
de	de	fw-fr	de	de	0
Meule	Meule	fw-fr	Meule	meule	0
,	,	,	,	,	0
&	&	cc	&	and	0
John	John	np1	John	John	0
Epenscheid	Epenscheid	np1	Epenscheid	Epenscheid	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
Livonia	Livonia	np1	Livonia	Livonia	0
,	,	,	,	,	0
being	being	vbg	being	be	0
assembled	assembled	vvn	assembled	assemble	0
as	as	p-acp	as	as	0
messengers	messengers	n2	messengers	messenger	0
and	and	cc	and	and	0
commissioners	commissioners	n2	commissioners	commissioner	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
redresse	redresse	n1	redress	redress	0
and	and	cc	and	and	0
reformation	reformation	n1	reformation	reformation	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
,	,	,	,	,	0
did	did	vdd	did	do	0
then	then	av	then	then	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
demaund	demaund	vvi	demand	demand	0
in	in	p-acp	in	in	0
certaine	certaine	j	certain	certain	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
ambassadours	ambassadours	n2	ambassadors	ambassador	0
and	and	cc	and	and	0
messengers	messengers	n2	messengers	messenger	0
abovenamed	abovenamed	j	abovenamed	abovenamed	0
25034.	25034.	crd	25034.	25034.	0
nobles	nobles	n2-j	nobles	noble	0
&	&	cc	&	and	0
half	half	j-jn	half	half	0
a	a	dt	a	a	0
noble	noble	j	noble	noble	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
grievances	grievances	n2	grievances	grievance	0
&	&	cc	&	and	0
damages	damages	n2	damages	damage	0
offered	offered	vvd	offered	offer	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
then	then	av	then	then	0
said	said	vvn	said	say	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
and	and	cc	and	and	0
24082.	24082.	crd	24082.	24082.	0
nobles	nobles	n2-j	nobles	noble	0
,	,	,	,	,	0
12.	12.	crd	12.	12.	1
S.	S.	np1	S.	S.	0
8d	8d	crd	8d	8d	0
.	.	.	.	.	1
[	[	[	[	[	0
I.	I.	np1	I.	I.	0
177.	177.	crd	177.	177.	0
]	]	]	]	]	0
in	in	p-acp	in	in	0
recompense	recompense	n1	recompense	recompense	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
damages	damages	n2	damages	damage	0
offered	offered	vvn	offered	offer	0
unto	unto	p-acp	unto	unto	0
those	those	d	those	those	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
Livonia	Livonia	np1	Livonia	Livonia	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
articles	articles	n2	articles	article	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
grievances	grievances	n2	grievances	grievance	0
&	&	cc	&	and	0
losses	losses	n2	losses	loss	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
ambassadours	ambassadours	n2	ambassadors	ambassador	0
and	and	cc	and	and	0
messengers	messengers	n2	messengers	messenger	0
throughly	throughly	av-j	thoroughly	thorough	0
examined	examined	vvn	examined	examine	0
and	and	cc	and	and	0
discussed	discussed	vvn	discussed	discuss	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
generali	generali	fw-la	generali	generali	0
consent	consent	vvi	consent	consent	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
finally	finally	av-j	finally	final	0
agreed	agreed	vvn	agreed	agree	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
and	and	cc	and	and	0
singular	singular	j	singular	singular	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
grievances	grievances	n2	grievances	grievance	0
and	and	cc	and	and	0
damages	damages	n2	damages	damage	0
offered	offered	vvn	offered	offer	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
people	people	n1	people	people	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
within	within	p-acp	within	within	0
three	three	crd	three	three	0
yeares	yeares	n2	years	year	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
Easter	Easter	n1	Easter	easter	0
next	next	ord	next	next	0
ensuing	ensuing	vvg	ensuing	ensue	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
three	three	crd	three	three	0
equall	equall	j-jn	equal	equal	0
payments	payments	n2	payments	payment	0
receive	receive	vvi	receive	receive	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
they	they	pns32	they	they	0
of	of	pp-f	of	of	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
8957.	8957.	crd	8957.	8957.	0
nobles	nobles	n2-j	nobles	noble	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
of	of	pp-f	of	of	0
Livonia	Livonia	np1	Livonia	Livonia	0
22496.	22496.	crd	22496.	22496.	0
nobles	nobles	n2-j	nobles	noble	0
,	,	,	,	,	0
sixe	sixe	crd	sixe	six	0
pence	pence	n2	pence	penny	0
,	,	,	,	,	0
halfe	halfe	j-jn	half	half	0
peny	peny	n1	penny	penny	0
,	,	,	,	,	0
farthing	farthing	n1	farthing	farthing	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
condescend	condescend	vvi	condescend	condescend	0
thereunto	thereunto	av	thereunto	thereunto	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
,	,	,	,	,	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
certaine	certaine	j	certain	certain	0
other	other	j-jn	other	other	0
articles	articles	n2	articles	article	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
Prussia	Prussia	np1	Prussia	Prussia	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
certaine	certaine	j	certain	certain	0
articles	articles	n2	articles	article	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
subjects	subjects	n2-jn	subject's	subject	0
containing	containing	vvg	containing	contain	0
grievous	grievous	j	grievous	grievous	0
complaints	complaints	n2	complaints	complaint	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
being	being	vbg	being	be	0
propounded	propounded	vvn	propounded	propound	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
&	&	cc	&	and	0
messengers	messengers	n2	messengers	messenger	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
attaining	attaining	vvg	attaining	attain	0
of	of	pp-f	of	of	0
reformation	reformation	n1	reformation	reformation	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
damages	damages	n2	damages	damage	0
&	&	cc	&	and	0
grievances	grievances	n2	grievances	grievance	0
offered	offered	vvn	offered	offer	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
then	then	av	then	then	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
great	great	j	great	great	0
obscurity	obscurity	n1	obscurity	obscurity	0
of	of	pp-f	of	of	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
sufficient	sufficient	j	sufficient	sufficient	0
proofe	proofe	n1	proof	proof	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
meeting	meeting	n1	meeting	meeting	0
appointed	appointed	vvn	appointed	appoint	0
and	and	cc	and	and	0
held	held	vvn	held	hold	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
towne	towne	n1	town	town	0
of	of	pp-f	of	of	0
Hage	Hage	np1	Hage	Hage	0
in	in	p-acp	in	in	0
Holland	Holland	n1	Holland	holland	0
,	,	,	,	,	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
examined	examined	vvn	examined	examine	0
,	,	,	,	,	0
discussed	discussed	vvn	discussed	discuss	0
,	,	,	,	,	0
and	and	cc	and	and	0
defined	defined	vvn	defined	define	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
agreed	agreed	vvn	agreed	agree	0
upon	upon	p-acp	upon	upon	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ambassadors	ambassadors	n2	ambassadors	ambassador	0
and	and	cc	and	and	0
messengers	messengers	n2	messengers	messenger	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
partes	partes	n2	parts	part	0
,	,	,	,	,	0
that	that	cst	that	that	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
15.	15.	crd	15.	15.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
October	October	np1	October	October	0
then	then	av	then	then	0
last	last	vvi	last	last	0
expired	expired	vvn	expired	expire	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
Easter	Easter	n1	Easter	easter	0
now	now	av	now	now	0
next	next	ord	next	next	0
ensuing	ensuing	vvg	ensuing	ensue	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
thenceforth	thenceforth	av	thenceforth	thenceforth	0
within	within	p-acp	within	within	0
one	one	crd	one	one	0
whole	whole	j-jn	whole	whole	0
yere	yere	n1	year	year	0
immediatly	immediatly	av-j	immediately	immediate	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
the	the	dt	the	the	0
plain-tifes	plain-tifes	j	plaintiffs	plaintiffs	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
parts	parts	n2	parts	part	0
should	should	vmd	should	shall	0
throughly	throughly	av-j	thoroughly	thorough	0
declare	declare	vvi	declare	declare	0
before	before	p-acp	before	before	0
our	our	po12	our	our	0
chancelour	chancelour	n1	chancellor	chancellor	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
time	time	n1	time	time	0
being	being	vbg	being	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
obscurities	obscurities	n2	obscurities	obscurity	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
obtaining	obtaining	n-vvg	obtaining	obtain	0
of	of	pp-f	of	of	0
execution	execution	n1	execution	execution	0
,	,	,	,	,	0
and	and	cc	and	and	0
complement	complement	n1	compliment	compliment	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
sayd	sayd	j-vvn	said	say	0
chancelours	chancelours	n2	chancelours	chancelour	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
peremptorily	peremptorily	av-j	peremptorily	peremptory	0
minister	minister	vvi	minister	minister	0
necessary	necessary	j	necessary	necessary	0
probations	probations	n2	probations	probation	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
paine	paine	n1	pain	pain	0
of	of	pp-f	of	of	0
perpetuali	perpetuali	fw-la	perpetuali	perpetuali	0
exclusion	exclusion	n1	exclusion	exclusion	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
petition	petition	n1	petition	petition	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
contayned	contayned	vvn	contained	contain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
articles	articles	n2	articles	article	0
above	above	a-acp	above	above	0
mentioned	mentioned	vvn	mentioned	mention	0
.	.	.	.	.	1
Provided	Provided	vvn	Provided	provide	0
alwayes	alwayes	av	always	always	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
by	by	p-acp	by	by	0
lawfull	lawfull	j	lawful	lawful	0
proofes	proofes	n2	proofs	proof	0
made	made	vvd	made	make	0
manifest	manifest	j	manifest	manifest	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
summes	summes	n2	sums	sum	0
above	above	a-acp	above	above	0
written	written	vvn	written	write	0
or	or	cc	or	or	0
any	any	d	any	any	0
part	part	n1	part	part	0
or	or	cc	or	or	0
parcell	parcell	n1	parcel	parcel	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
that	that	cst	that	that	0
due	due	j-jn	due	due	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
or	or	cc	or	or	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
due	due	j-jn	due	due	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	cst	that	that	0
those	those	d	those	those	0
goods	goods	n2-j	goods	good	0
of	of	pp-f	of	of	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
complaint	complaint	n1	complaint	complaint	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
made	made	vvn	made	make	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
have	have	vhb	have	have	0
pertained	pertained	vvd	pertained	pertain	0
or	or	cc	or	or	0
doe	doe	vdb	do	do	0
appertaine	appertaine	vvi	appertain	appertain	0
unto	unto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
just	just	j	just	just	0
,	,	,	,	,	0
true	true	j	true	true	0
,	,	,	,	,	0
and	and	cc	and	and	0
reasonable	reasonable	j	reasonable	reasonable	0
cause	cause	n1	cause	cause	0
may	may	vmb	may	may	0
lawfully	lawfully	av-j	lawfully	lawful	0
bee	bee	vbi	be	be	0
alleaged	alleaged	vvn	alleged	allege	0
,	,	,	,	,	0
why	why	c-crq	why	why	0
the	the	dt	the	the	0
payment	payment	n1	payment	payment	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
foresayd	foresayd	j-vvn	foresaid	foresay	0
summes	summes	n2	sums	sum	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
ought	ought	vmd	ought	ought	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
performed	performed	vvn	performed	perform	0
:	:	:	:	:	0
that	that	cst	that	that	0
then	then	av	then	then	0
so	so	av	so	so	0
much	much	av-d	much	much	0
only	only	av-j	only	only	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cut	cut	vvn	cut	cut	0
off	off	a-acp	off	off	0
or	or	cc	or	or	0
deducted	deducted	vvn	deducted	deduct	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
summes	summes	n2	sums	sum	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
already	already	av	already	already	0
payd	payd	vvn	paid	pay	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
pertaine	pertaine	vvi	pertain	pertain	0
unto	unto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
upon	upon	p-acp	upon	upon	0
some	some	d	some	some	0
true	true	j	true	true	0
,	,	,	,	,	0
just	just	j	just	just	0
,	,	,	,	,	0
and	and	cc	and	and	0
reasonable	reasonable	j	reasonable	reasonable	0
cause	cause	n1	cause	cause	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
aforesayd	aforesayd	vvn	aforesaid	aforesaid	0
)	)	)	)	)	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
due	due	j-jn	due	due	0
.	.	.	.	.	1
We	We	pns12	We	we	0
therefore	therefore	av	therefore	therefore	0
considering	considering	vvg	considering	consider	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
friendly	friendly	j	friendly	friendly	0
conference	conference	n1	conference	conference	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
finall	finall	j	final	final	0
agreement	agreement	n1	agreement	agreement	0
ensuing	ensuing	vvg	ensuing	ensue	0
thereupon	thereupon	av	thereupon	thereupon	0
are	are	vbr	are	be	0
agreeable	agreeable	j	agreeable	agreeable	0
unto	unto	p-acp	unto	unto	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
equitie	equitie	n1	equity	equity	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
part	part	n1	part	part	0
ratifie	ratifie	vvi	ratify	ratify	0
and	and	cc	and	and	0
willingly	willingly	av-j	willingly	willing	0
accept	accept	vvi	accept	accept	0
the	the	dt	the	the	0
very	very	j	very	very	0
same	same	d	same	same	0
conference	conference	n1	conference	conference	0
and	and	cc	and	and	0
agreement	agreement	n1	agreement	agreement	0
.	.	.	.	.	1
And	And	cc	And	and	0
forasmuch	forasmuch	av	forasmuch	forasmuch	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
alwayes	alwayes	av	always	always	0
our	our	po12	our	our	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
our	our	po12	our	our	0
intention	intention	n1	intention	intention	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
league	league	n1	league	league	0
of	of	pp-f	of	of	0
amity	amity	n1	amity	amity	0
and	and	cc	and	and	0
the	the	dt	the	the	0
integritie	integritie	n1	integrity	integrity	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
of	of	pp-f	of	of	0
olde	olde	j	old	old	0
time	time	n1	time	time	0
bene	bene	vbn	be	be	0
observed	observed	vvn	observed	observe	0
betweene	betweene	p-acp	between	between	0
our	our	po12	our	our	0
and	and	cc	and	and	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
may	may	vmb	may	may	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
perpetually	perpetually	av-j	perpetually	perpetual	0
remaine	remaine	vvi	remain	remain	0
inviolable	inviolable	j	inviolable	inviolable	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
and	and	cc	and	and	0
our	our	po12	our	our	0
people	people	n1	people	people	0
may	may	vmb	may	may	0
hereafter	hereafter	av	hereafter	hereafter	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
common	common	j	common	common	0
weale	weale	n1	weal	weal	0
but	but	p-acp	but	but	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
commodity	commodity	n1	commodity	commodity	0
and	and	cc	and	and	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
woonted	woonted	j	wonted	wont	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
assemble	assemble	vvi	assemble	assemble	0
themselves	themselves	px32	themselves	themselves	0
and	and	cc	and	and	0
enjoy	enjoy	vvb	enjoy	enjoy	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
mutual	mutual	j	mutual	mutual	0
!	!	!	!	!	0
conversation	conversation	n1	conversation	conversation	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
another	another	n-jn	another	another	0
:	:	:	:	:	0
we	we	pns12	we	we	0
will	will	vmb	will	will	0
cause	cause	vvi	cause	cause	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
citie	citie	n1	city	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
