terme	terme	n1	term	term	0
first	first	ord	first	first	0
passage	passage	n1	passage	passage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
went	went	vvd	went	go	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
Venice	Venice	np1	Venice	Venice	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
seventh	seventh	ord	seventh	seven	0
or	or	cc	or	or	0
eight	eight	crd	eight	eight	0
of	of	pp-f	of	of	0
May	May	n1	May	may	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
score	score	n1	score	score	0
pilgrims	pilgrims	n2	pilgrim's	pilgrim	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shippe	shippe	n1	ship	ship	0
was	was	vbds	was	be	0
cast	cast	vvn	cast	cast	0
away	away	av	away	away	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
called	called	vvn	called	call	0
Estria	Estria	np1	Estria	Estria	0
,	,	,	,	,	0
two	two	crd	two	two	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
her	her	pno31	her	she	0
,	,	,	,	,	0
saving	saving	vvg	saving	save	0
thirtie	thirtie	crd	thirtie	thirty	0
,	,	,	,	,	0
or	or	cc	or	or	0
thereabout	thereabout	av	thereabouts	thereabouts	0
,	,	,	,	,	0
lost	lost	vvn	lost	lose	0
.	.	.	.	.	1
Within	Within	p-acp	Within	within	0
eight	eight	crd	eight	eight	0
dayes	dayes	n2	days	day	0
after	after	p-acp	after	after	0
fell	fell	j	fell	fell	0
Corpus	Corpus	fw-la	Corpus	corpus	0
Christi	Christi	fw-la	Christi	christi	0
day	day	n1	day	day	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
day	day	n1	day	day	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
procession	procession	n1	procession	procession	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
shewed	shewed	vvn	showed	show	0
the	the	dt	the	the	0
plate	plate	n1	plate	plate	0
and	and	cc	and	and	0
treasure	treasure	n1	treasure	treasure	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
esteemed	esteemed	vvn	esteemed	esteem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
worth	worth	j	worth	worth	0
two	two	crd	two	two	0
millions	millions	crd	millions	million	0
of	of	pp-f	of	of	0
pounds	pounds	n2	pounds	pound	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
accompt	accompt	vvi	account	account	0
it	it	pn31	it	it	0
woorth	woorth	j	worth	worth	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
money	money	n1	money	money	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
sawe	sawe	vvd	saw	see	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
speake	speake	vvb	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sumptuousnesse	sumptuousnesse	n1	sumptuousness	sumptuousness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Copes	Copes	n2	Copes	cope	0
and	and	cc	and	and	0
Vestments	Vestments	n2	Vestments	vestment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
trueth	trueth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
very	very	av	very	very	0
sumptuous	sumptuous	j	sumptuous	sumptuous	0
,	,	,	,	,	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
set	set	vvd	set	set	0
all	all	d	all	all	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
pearle	pearle	n1	pearl	pearl	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
cloth	cloth	n1	cloth	cloth	0
of	of	pp-f	of	of	0
golde	golde	n1	gold	gold	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Jesuits	Jesuits	np2	Jesuits	Jesuit	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
at	at	p-acp	at	at	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
Colen	Colen	np1	Colen	Colen	0
.	.	.	.	.	1
The	The	dt	The	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
Jewesis	Jewesis	np1	Jewesis	Jewesis	0
there	there	a-acp	there	there	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
1000	1000	crd	1000	1000	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
dwell	dwell	vvb	dwell	dwell	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
also	also	av	also	also	0
a	a	dt	a	a	0
place	place	n1	place	place	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
resort	resort	vvb	resort	resort	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Jewes	Jewes	np2	Jewes	Jew	0
Sinagogue	Sinagogue	n1	Synagogue	synagogue	0
.	.	.	.	.	1
They	They	pns32	They	they	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
offspring	offspring	n2	offspring	offering	0
use	use	vvb	use	use	0
to	to	pc-acp	to	to	0
weare	weare	vvi	wear	wear	0
red	red	j-jn	read	red	0
caps	caps	n2	caps	cap	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
commaunded	commaunded	vvn	commanded	command	0
)	)	)	)	)	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
thereby	thereby	av	thereby	thereby	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
from	from	p-acp	from	from	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
my	my	po11	my	my	0
further	further	jc	further	further	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
people	people	n1	people	people	0
,	,	,	,	,	0
I	I	pns11	I	i	0
went	went	vvd	went	go	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
Sinagogue	Sinagogue	n1	Synagogue	synagogue	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
Saturday	Saturday	np1	Saturday	Saturday	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
Sabbath	Sabbath	n1	Sabbath	sabbath	0
day	day	n1	day	day	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
service	service	n1	service	service	0
or	or	cc	or	or	0
prayers	prayers	n2	prayers	prayer	0
,	,	,	,	,	0
very	very	av	very	very	0
devoute	devoute	j	devout	devout	0
:	:	:	:	:	0
they	they	pns32	they	they	0
receive	receive	vvb	receive	receive	0
the	the	dt	the	the	0
five	five	crd	five	five	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
and	and	cc	and	and	0
honour	honour	vvi	honour	honour	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
carying	carying	vvg	carrying	carry	0
them	them	pno32	them	they	0
about	about	p-acp	about	about	0
their	their	po32	their	their	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Papists	Papists	njp2	Papists	papist	0
doe	doe	vdb	do	do	0
their	their	po32	their	their	0
crosse	crosse	n1	cross	cross	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
Synagogue	Synagogue	n1	Synagogue	synagogue	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
forme	forme	n1	form	form	0
round	round	av-j	round	round	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
people	people	n1	people	people	0
sit	sit	vvb	fit	sit	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
readeth	readeth	vvz	readeth	read	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
apparell	apparell	n1	apparel	apparel	0
,	,	,	,	,	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
weare	weare	vvi	wear	wear	0
a	a	dt	a	a	0
large	large	j	large	large	0
white	white	j-jn	white	white	0
lawne	lawne	n1	lawn	lawn	0
over	over	p-acp	over	over	0
their	their	po32	their	their	0
204	204	crd	204	204	0
garments	garments	n2	garments	garment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
reacheth	reacheth	vvz	reaches	reach	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
head	head	n1	head	head	0
,	,	,	,	,	0
downe	downe	a-acp	down	down	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
The	The	dt	The	the	0
Psalmes	Psalmes	n2	Psalms	psalm	0
they	they	pns32	they	they	0
sing	sing	vvb	sing	sing	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
doe	doe	vdb	do	do	0
,	,	,	,	,	0
having	having	vhg	having	have	0
no	no	dx	no	no	0
image	image	n1	image	image	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
using	using	vvg	using	use	0
any	any	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
idolatrie	idolatrie	n1	idolatry	idolatry	0
:	:	:	:	:	0
their	their	po32	their	their	0
error	error	n1	error	error	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
beleeve	beleeve	vvb	believe	believe	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
.	.	.	.	.	1
This	This	d	This	this	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
is	is	vbz	is	be	0
very	very	av	very	very	0
faire	faire	j	fair	fair	0
,	,	,	,	,	0
and	and	cc	and	and	0
greatly	greatly	av-j	greatly	great	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
commended	commended	vvn	commended	commend	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
is	is	vbz	is	be	0
good	good	j	good	good	0
order	order	n1	order	order	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
things	things	n2	things	thing	0
:	:	:	:	:	0
and	and	cc	and	and	0
also	also	av	also	also	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
populous	populous	j	populous	populous	0
:	:	:	:	:	0
it	it	pn31	it	it	0
standeth	standeth	vvz	stands	stand	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
Sea	Sea	n1	Sea	sea	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
many	many	d	many	many	0
Islands	Islands	n2	Islands	island	0
about	about	p-acp	about	about	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
belong	belong	vvb	belong	belong	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
duke	duke	n1	duke	duke	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seigniory	Seigniory	n1	Signiory	signiory	0
:	:	:	:	:	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
chosen	chosen	vvn	chosen	choose	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
beareth	beareth	vvz	bears	bear	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
duke	duke	n1	duke	duke	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
trueth	trueth	n1	truth	truth	0
hee	hee	pns31	he	he	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
servant	servant	n1	servant	servant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Seigniorie	Seigniorie	n1	Signiory	signiory	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
of	of	pp-f	of	of	0
himselfe	himselfe	px31	himself	himself	0
hee	hee	pns31	he	he	0
can	can	vmb	can	can	0
doe	doe	vdi	do	do	0
litle	litle	j	little	little	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
no	no	xx	not	not	0
otherwise	otherwise	av	otherwise	otherwise	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Priest	Priest	n1	Priest	priest	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
Masse	Masse	n1	Mass	mass	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
festival	festival	n1	festival	festival	0
day	day	n1	day	day	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
putting	putting	vvg	putting	put	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
golden	golden	j	golden	golden	0
garment	garment	n1	garment	garment	0
,	,	,	,	,	0
seemeth	seemeth	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
man	man	n1	man	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
come	come	vvb	come	come	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
crave	crave	vvb	crave	crave	0
some	some	d	some	some	0
friendship	friendship	n1	friendship	friendship	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
say	say	vvi	say	say	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
goe	goe	vvi	go	go	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Masters	Masters	n2	Master's	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Parish	Parish	n1	Parish	parish	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
pleasure	pleasure	vvi	pleasure	pleasure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
otherwise	otherwise	av	otherwise	otherwise	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
preferring	preferring	vvg	preferring	prefer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
suite	suite	n1	suit	suit	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
duke	duke	n1	duke	duke	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
having	having	vhg	having	have	0
a	a	dt	a	a	0
suite	suite	n1	suit	suit	0
,	,	,	,	,	0
come	come	vvb	come	come	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
his	his	po31	his	his	0
complaint	complaint	n1	complaint	complaint	0
,	,	,	,	,	0
and	and	cc	and	and	0
deliver	deliver	vvi	deliver	deliver	0
his	his	po31	his	his	0
supplication	supplication	n1	supplication	supplication	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
him	him	pno31	him	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hee	hee	pns31	he	he	0
will	will	vmb	will	will	0
tell	tell	vvi	tell	tell	0
him	him	pno31	him	he	0
,	,	,	,	,	0
You	You	pn22	You	you	0
must	must	vmb	must	must	0
come	come	vvi	come	come	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
or	or	cc	or	or	0
that	that	d	that	that	0
day	day	n1	day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
preferre	preferre	vvi	prefer	prefer	0
your	your	po22	your	your	0
suite	suite	n1	suit	suit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Seigniorie	Seigniorie	n1	Signiory	signiory	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
best	best	js	best	best	0
friendship	friendship	n1	friendship	friendship	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
.	.	.	.	.	1
Furthermore	Furthermore	np1	Furthermore	Furthermore	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
bring	bring	vvi	bring	bring	0
a	a	dt	a	a	0
letter	letter	n1	letter	letter	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
open	open	vvi	open	open	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seigniorie	Seigniorie	n1	Signiory	signiory	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
first	first	ord	first	first	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
read	read	vvn	read	read	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
deliver	deliver	vvi	deliver	deliver	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
not	not	xx	not	not	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
Seigniory	Seigniory	n1	Signiory	signiory	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
about	about	p-acp	about	about	0
three	three	crd	three	three	0
hundreth	hundreth	ord	hundreth	hundred	0
,	,	,	,	,	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
fourtie	fourtie	crd	fourtie	fourty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
privie	privie	j	privy	privy	0
Counsell	Counsell	n1	Counsel	counsel	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
usually	usually	av-j	usually	usual	0
are	are	vbr	are	be	0
arayed	arayed	vvn	arrayed	array	0
in	in	p-acp	in	in	0
gownes	gownes	n2	gowns	gown	0
of	of	pp-f	of	of	0
crimsen	crimsen	j-jn	crimson	crimson	0
Satten	Satten	n1	Satin	satin	0
,	,	,	,	,	0
or	or	cc	or	or	0
crimsen	crimsen	j-jn	crimson	crimson	0
Damaske	Damaske	n1	Damask	damask	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
sit	sit	vvb	fit	sit	0
in	in	p-acp	in	in	0
Counsell	Counsell	n1	Counsel	counsel	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
no	no	dx	no	no	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
weare	weare	vvi	wear	wear	0
a	a	dt	a	a	0
weapon	weapon	n1	weapon	weapon	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
souldier	souldier	n1	soldier	soldier	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Seigniorie	Seigniorie	n1	Signiory	signiory	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
scholler	scholler	n1	scholar	scholar	0
of	of	pp-f	of	of	0
Padua	Padua	np1	Padua	Padua	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
gentleman	gentleman	n1	gentleman	gentleman	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
countenance	countenance	n1	countenance	countenance	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
do	do	vdi	do	do	0
that	that	d	that	that	0
without	without	p-acp	without	without	0
licence	licence	n1	licence	licence	0
.	.	.	.	.	1
205	205	crd	205	205	0
The	The	dt	The	the	0
excesse	excesse	n1	excess	excess	0
of	of	pp-f	of	of	0
As	As	a-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
women	women	n2	women	woman	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
rather	rather	av	rather	rather	0
monsters	monsters	n2	monsters	monster	0
,	,	,	,	,	0
the	the	dt	the	the	0
women	women	n2	women	woman	0
of	of	pp-f	of	of	0
then	then	av	then	then	0
women	women	n2	women	woman	0
.	.	.	.	.	1
Every	Every	d	Every	every	0
Shoemakers	Shoemakers	n2	Shoemakers	shoemaker	0
or	or	cc	or	or	0
Taylors	Taylors	ng1	Tailors	tailor	0
wife	wife	n1	wife	wife	0
will	will	vmb	will	will	0
Venice	Venice	np1	Venice	Venice	0
.	.	.	.	.	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
gowne	gowne	n1	gown	gown	0
of	of	pp-f	of	of	0
silke	silke	n1	silk	silk	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
carie	carie	vvi	carry	carry	0
up	up	a-acp	up	up	0
her	her	po31	her	her	0
traine	traine	n1	train	train	0
,	,	,	,	,	0
wearing	wearing	vvg	wearing	wear	0
their	their	po32	their	their	0
shooes	shooes	n2	shoes	shoe	0
very	very	av	very	very	0
neere	neere	av-j	near	near	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
yard	yard	n1	yard	yard	0
high	high	j	high	high	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
:	:	:	:	:	0
if	if	cs	if	if	0
a	a	dt	a	a	0
stranger	stranger	n1	stranger	stranger	0
meete	meete	vvi	meet	meet	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
surely	surely	av-j	surely	sure	0
thinke	thinke	vvi	think	think	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
state	state	n1	state	state	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
goeth	goeth	vvz	goes	go	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
meeteth	meeteth	vvz	meeteth	meet	0
a	a	dt	a	a	0
Lady	Lady	n1	Lady	lady	0
.	.	.	.	.	1
I	I	pns11	I	i	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
Venice	Venice	np1	Venice	Venice	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
Midsommer	Midsommer	n1	Midsummer	midsummer	0
day	day	n1	day	day	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
foure	foure	crd	foure	four	0
and	and	cc	and	and	0
twentieth	twentieth	ord	twentieth	twenty	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
,	,	,	,	,	0
and	and	cc	and	and	0
thinking	thinking	vvg	thinking	think	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
would	would	vmd	would	will	0
the	the	dt	the	the	0
next	next	ord	next	next	0
day	day	n1	day	day	0
depart	depart	vvi	depart	depart	0
,	,	,	,	,	0
I	I	pns11	I	i	0
stayed	stayed	vvd	stayed	stay	0
,	,	,	,	,	0
and	and	cc	and	and	0
lay	lay	vvd	lay	lie	0
a	a	dt	a	a	0
shippeboord	shippeboord	n1	shippeboord	shippeboord	0
all	all	d	all	all	0
night	night	n1	night	night	0
,	,	,	,	,	0
