Commodities	Commodities	ng1	Commodities	commodity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Menatonon	Menatonon	np1	Menatonon	Menatonon	0
confessed	confessed	vvd	confessed	confess	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
sent	sent	vvd	sent	send	0
them	them	pno32	them	they	0
continual	continual	j	continual	continual	0
word	word	n1	word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
our	our	po12	our	our	0
purpose	purpose	n1	purpose	purpose	0
was	was	vbds	was	be	0
fully	fully	av-j	fully	full	0
bent	bent	vvn	bent	bend	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
them	them	pno32	them	they	0
:	:	:	:	:	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
he	he	pns31	he	he	0
told	told	vvd	told	tell	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
like	like	j	like	like	0
meaning	meaning	n1	meaning	meaning	0
towards	towards	p-acp	towards	towards	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Hee	Hee	pns31	He	he	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
sort	sort	n1	sort	sort	0
having	having	vhg	having	have	0
sent	sent	vvn	sent	send	0
worde	worde	n1	word	word	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Mangoaks	Mangoaks	n2	Mangoaks	mangoak	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
intention	intention	n1	intention	intention	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
River	River	n1	River	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
them	them	pno32	them	they	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
saide	saide	vvd	said	say	0
)	)	)	)	)	0
both	both	av-d	both	both	0
they	they	pns32	they	they	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Moratoks	Moratoks	n2	Moratoks	moratok	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
before	before	a-acp	before	before	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
entred	entred	vvn	entered	enter	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
league	league	n1	league	league	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
ever	ever	av	ever	ever	0
dealt	dealt	vvn	dealt	deal	0
kindly	kindly	av-j	kindly	kind	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
abandoned	abandoned	vvn	abandoned	abandon	0
their	their	po32	their	their	0
Townes	Townes	n2	Towns	town	0
along	along	p-acp	along	along	0
the	the	dt	the	the	0
River	River	n1	River	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
retired	retired	vvd	retired	retire	0
themselves	themselves	px32	themselves	themselves	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
*	*	*	*	*	0
Crenepos	Crenepos	npg1	Crenepos	crenepos	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Corne	Corne	n1	Corn	corn	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
:	:	:	:	:	0
*	*	*	*	*	0
Then-insomuch	Then-insomuch	j	Then-insomuch	then-insomuch	0
as	as	p-acp	as	as	0
having	having	vhg	having	have	0
passed	passed	vvn	passed	pass	0
three	three	crd	three	three	0
dayes	dayes	ng2	days	day	0
voyage	voyage	n1	voyage	voyage	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
women‘	women‘	n1	women‘	women‘	0
River	River	n1	River	river	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
meete	meete	vvi	meet	meet	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
graine	graine	n1	grain	grain	0
of	of	pp-f	of	of	0
Corne	Corne	n1	Corn	corn	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
their	their	po32	their	their	0
Townes	Townes	n2	Towns	town	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
considering	considering	vvg	considering	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
but	but	cc-acp	but	but	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
victuali	victuali	fw-la	victuali	victuali	0
left	left	vvn	left	leave	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
then	then	av	then	then	0
160.	160.	crd	160.	160.	0
miles	miles	n2	miles	mile	0
from	from	p-acp	from	from	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
casualtie	casualtie	n1	casualty	casualty	0
of	of	pp-f	of	of	0
contrary	contrary	j-jn	contrary	contrary	0
windes	windes	n2	winds	wind	0
or	or	cc	or	or	0
stormes	stormes	n2	storms	storm	0
,	,	,	,	,	0
and	and	cc	and	and	0
suspecting	suspecting	vvg	suspecting	suspect	0
treason	treason	n1	treason	treason	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
Savages	Savages	np1	Savages	Savages	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
discoverie	discoverie	n1	discovery	discovery	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
voyage	voyage	n1	voyage	voyage	0
intended	intended	vvd	intended	intend	0
,	,	,	,	,	0
though	though	cs	though	though	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
intention	intention	n1	intention	intention	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
hurtfull	hurtfull	j	hurtful	hurtful	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
otherwise	otherwise	av	otherwise	otherwise	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
258.	258.	crd	258.	258.	0
]	]	]	]	]	0
copper	copper	n1	copper	copper	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
corne	corne	n1	corn	corn	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
:	:	:	:	:	0
I	I	pns11	I	i	0
at	at	p-acp	at	at	0
night	night	n1	night	night	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Corps	Corps	n1	Corpse	corpse	0
of	of	pp-f	of	of	0
guard	guard	n1	guard	guard	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
putting	putting	vvg	putting	put	0
foorth	foorth	av	forth	forth	0
of	of	pp-f	of	of	0
Centinels	Centinels	n2	Centinels	centinel	0
,	,	,	,	,	0
advertised	advertised	vvn	advertised	advertise	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
case	case	n1	case	case	0
wee	wee	pns12	we	we	0
stoode	stoode	vvd	stood	stand	0
in	in	p-acp	in	in	0
for	for	p-acp	for	for	0
victuali	victuali	fw-la	victuali	victuali	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
opinion	opinion	n1	opinion	opinion	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
betrayed	betrayed	vvn	betrayed	betray	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
Savages	Savages	np1	Savages	Savages	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
purpose	purpose	n1	purpose	purpose	0
drawen	drawen	vvn	drawn	draw	0
foorth	foorth	av	forth	forth	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
upon	upon	p-acp	upon	upon	0
vaine	vaine	j	vain	vain	0
hope	hope	n1	hope	hope	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
starved	starved	vvn	starved	starve	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
all	all	d	all	all	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
fled	fled	vvd	fled	flee	0
before	before	p-acp	before	before	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
while	while	cs	while	while	0
wee	wee	pns12	we	we	0
had	had	vhd	had	have	0
those	those	d	those	those	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
victuali	victuali	fw-la	victuali	victuali	0
left	left	vvn	left	leave	0
,	,	,	,	,	0
1	1	crd	1	1	0
thought	thought	n1	thought	thought	0
it	it	pn31	it	it	0
good	good	j	good	good	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
our	our	po12	our	our	0
■	■	sy	■	■	0
returne	returne	vvb	return	return	0
homeward	homeward	av	homeward	homeward	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sound	Sound	n1	Found	sound	0
of	of	pp-f	of	of	0
Weopomeiok	Weopomeiok	n1	Weopomeiok	weopomeiok	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
wee	wee	pns12	we	we	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
relieved	relieved	vvn	relieved	relieve	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
weares	weares	vvz	wears	wear	0
of	of	pp-f	of	of	0
Chypanum	Chypanum	np1	Chypanum	Chypanum	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
womens	womens	ng2	women's	woman	0
Towne	Towne	n1	Town	town	0
,	,	,	,	,	0
although	although	cs	although	although	0
the	the	dt	the	the	0
people	people	n1	people	people	0
were	were	vbdr	were	be	0
fled	fled	vvn	fled	flee	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
much	much	av-d	much	much	0
I	I	pns11	I	i	0
signified	signified	vvd	signified	signify	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
safest	safest	js	safest	safe	0
way	way	n1	way	way	0
:	:	:	:	:	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
referre	referre	vvi	refer	refer	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
voyces	voyces	n2	voices	voice	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
adventure	adventure	vvi	adventure	adventure	0
the	the	dt	the	the	0
spending	spending	vvg	spending	spend	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
whole	whole	j-jn	whole	whole	0
victuali	victuali	fw-la	victuali	victuali	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
further	further	jc	further	further	0
viewe	viewe	n1	view	view	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
goodly	goodly	j	goodly	goodly	0
River	River	n1	River	river	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
better	better	jc	better	better	0
happe	happe	n1	happen	hap	0
,	,	,	,	,	0
327	327	crd	327	327	0
A	A	dt	A	a	0
marvellous	marvellous	j	marvellous	marvellous	0
Mineral	Mineral	n1	Mineral	mineral	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
of	of	pp-f	of	of	0
Chaunls	Chaunls	np1	Chaunls	Chaunls	0
Temoatan	Temoatan	np1	Temoatan	Temoatan	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
to	to	pc-acp	to	to	0
retire	retire	vvi	retire	retire	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
backe	backe	av	back	back	0
againe	againe	av	again	again	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
advised	advised	vvn	advised	advise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
willed	willed	vvd	willed	will	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
deliberate	deliberate	vvi	deliberate	deliberate	0
all	all	d	all	all	0
night	night	n1	night	night	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
going	going	vvg	going	go	0
aborde	aborde	a-acp	aboard	aboard	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
our	our	po12	our	our	0
course	course	n1	course	course	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
desires	desires	n2	desires	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
.	.	.	.	.	1
Their	Their	po32	Their	their	0
resolution	resolution	n1	resolution	resolution	0
fully	fully	av-j	fully	full	0
and	and	cc	and	and	0
wholy	wholy	av-jn	wholly	whole	0
was	was	vbds	was	be	0
(	(	(	(	(	0
and	and	cc	and	and	0
not	not	xx	not	not	0
three	three	crd	three	three	0
founde	founde	vvd	found	find	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contrary	contrary	j-jn	contrary	contrary	0
opinion	opinion	n1	opinion	opinion	0
)	)	)	)	)	0
that	that	cst	that	that	0
whiles	whiles	cs	while	while	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
left	left	vvn	left	leave	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
halfe	halfe	j-jn	half	half	0
pinte	pinte	n1	pint	pint	0
of	of	pp-f	of	of	0
Corne	Corne	n1	Corn	corn	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
search	search	n1	search	search	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
River	River	n1	River	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
companie	companie	n1	company	company	0
two	two	crd	two	two	0
Mastives	Mastives	n2	Mastiffs	mastiff	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
pottage	pottage	n1	pottage	pottage	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
Sassafras	Sassafras	n1	Sassafras	sassafras	0
leaves	leaves	vvz	leaves	leave	0
(	(	(	(	(	0
if	if	cs	if	if	0
the	the	dt	the	the	0
worst	worst	js	worst	worst	0
fell	fell	n1	fell	fell	0
out	out	av	out	out	0
)	)	)	)	)	0
the	the	dt	the	the	0
company	company	n1	company	company	0
would	would	vmd	would	will	0
make	make	vvi	make	make	0
shift	shift	n1	shift	shift	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
would	would	vmd	would	will	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
current	current	n1	current	current	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
River	River	n1	River	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
entrie	entrie	n1	entry	entry	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sound	Sound	n1	Found	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
more	more	av-dc	more	more	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
farthest	farthest	js	farthest	far	0
they	they	pns32	they	they	0
hoped	hoped	vvd	hoped	hope	0
to	to	pc-acp	to	to	0
crosse	crosse	vvi	cross	cross	0
the	the	dt	the	the	0
Sound	Sound	n1	Found	sound	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
relieved	relieved	vvn	relieved	relieve	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
weares	weares	vvz	wears	wear	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
two	two	crd	two	two	0
dayes	dayes	n2	days	day	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
fast	fast	vvi	fast	fast	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
be	be	vbi	be	be	0
drawen	drawen	vvn	drawn	draw	0
backe	backe	av	back	back	0
a	a	dt	a	a	0
foote	foote	n1	foot	foot	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
seene	seene	vvn	seen	see	0
the	the	dt	the	the	0
Man-goaks	Man-goaks	j	Mangoaks	mangoaks	0
,	,	,	,	,	0
either	either	av-d	either	either	0
as	as	p-acp	as	as	0
friendes	friendes	n2	friends	friend	0
or	or	cc	or	or	0
foes	foes	n2	foes	foe	0
.	.	.	.	.	1
This	This	d	This	this	0
resolution	resolution	n1	resolution	resolution	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
please	please	vvb	please	please	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
although	although	cs	although	although	0
for	for	p-acp	for	for	0
mistrust	mistrust	n1	mistrust	mistrust	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
afterwards	afterwards	av	afterwards	afterward	0
did	did	vdd	did	do	0
happen	happen	vvi	happen	happen	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pretended	pretended	vvd	pretended	pretend	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
bene	bene	vbn	be	be	0
rather	rather	av	rather	rather	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contrary	contrary	j-jn	contrary	contrary	0
opinion	opinion	n1	opinion	opinion	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
most	most	av-ds	most	most	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
some	some	d	some	some	0
doings	doings	n2-vdg	doings	do	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Mangoaks	Mangoaks	n2	Mangoaks	mangoak	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
friendship	friendship	n1	friendship	friendship	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
one	one	crd	one	one	0
or	or	cc	or	or	0
two	two	crd	two	two	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
prisoners	prisoners	n2	prisoners	prisoner	0
,	,	,	,	,	0
was	was	vbds	was	be	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
most	most	av-ds	most	most	0
notorious	notorious	j	notorious	notorious	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Province	Province	n1	Province	province	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Mangoaks	Mangoaks	n2	Mangoaks	mangoak	0
have	have	vhb	have	have	0
recourse	recourse	n1	recourse	recourse	0
and	and	cc	and	and	0
trafique	trafique	vvi	traffic	traffic	0
up	up	a-acp	up	up	0
that	that	d	that	that	0
River	River	n1	River	river	0
of	of	pp-f	of	of	0
Moratoc	Moratoc	np1	Moratoc	Moratoc	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
marveilous	marveilous	j	marvelous	marvelous	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
strange	strange	j	strange	strange	0
Minerali	Minerali	np1	Minerali	Minerali	0
.	.	.	.	.	1
This	This	d	This	this	0
Mine	Mine	n1	Mine	mine	0
is	is	vbz	is	be	0
so	so	av	so	so	0
notorious	notorious	j	notorious	notorious	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Savages	Savages	n2-jn	Savages	savage	0
dwelling	dwelling	vvg	dwelling	dwell	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
river	river	n1	river	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Savages	Savages	n2-jn	Savages	savage	0
of	of	pp-f	of	of	0
Chawanook	Chawanook	np1	Chawanook	Chawanook	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Westward	Westward	av	Westward	westward	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
:	:	:	:	:	0
the	the	dt	the	the	0
Countreis	Countreis	ng1	Countries	country	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
fame	fame	n1	fame	fame	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
Chaunis	Chaunis	np1	Chaunis	Chaunis	0
Temoatan	Temoatan	np1	Temoatan	Temoatan	0
.	.	.	.	.	1
The	The	dt	The	the	0
Minerail	Minerail	j	Minerail	minerail	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
is	is	vbz	is	be	0
Wassador	Wassador	n1	Wassador	wassador	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
copper	copper	n1	copper	copper	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
Wassador	Wassador	n1	Wassador	wassador	0
every	every	d	every	every	0
mettall	mettall	n1	mettle	mettle	0
328	328	crd	328	328	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
:	:	:	:	:	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
colour	colour	n1	colour	colour	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
copper	copper	n1	copper	copper	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
our	our	po12	our	our	0
copper	copper	n1	copper	copper	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
then	then	cs	then	than	0
theirs	theirs	png32	theirs	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
redder	redder	jc-jn	redder	red	0
and	and	cc	and	and	0
harder	harder	av-jc	harder	hard	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Chaunis	Chaunis	np1	Chaunis	Chaunis	0
Temoatan	Temoatan	np1	Temoatan	Temoatan	0
is	is	vbz	is	be	0
very	very	av	very	very	0
soft	soft	j	soft	soft	0
,	,	,	,	,	0
and	and	cc	and	and	0
pale	pale	j	pale	pale	0
:	:	:	:	:	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
mettall	mettall	n1	mettle	mettle	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
river	river	n1	river	river	0
that	that	cst	that	that	0
falleth	falleth	vvz	falls	fall	0
very	very	av	very	very	0
swift	swift	j	swift	swift	0
from	from	p-acp	from	from	0
hie	hie	j	high	high	0
rockes	rockes	n2	rocks	rock	0
and	and	cc	and	and	0
hils	hils	n2	hills	hill	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
shallow	shallow	j	shallow	shallow	0
water	water	n1	water	water	0
:	:	:	:	:	0
the	the	dt	the	the	0
maner	maner	n1	manner	manner	0
is	is	vbz	is	be	0
this	this	d	this	this	0
.	.	.	.	.	1
They	They	pns32	They	they	0
take	take	vvb	take	take	0
a	a	dt	a	a	0
great	great	j	great	great	0
bowle	bowle	n1	bowl	bowl	0
