I594	I594	n1	I594	i594	0
indifferently	indifferently	av-j	indifferently	indifferent	0
shall	shall	vmb	shall	shall	0
weigh	weigh	vvi	weigh	weigh	0
the	the	dt	the	the	0
consequents	consequents	n2-j	consequents	consequent	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
evill	evill	j-jn	evil	evil	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
in	in	p-acp	in	in	0
seeking	seeking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
detract	detract	vvi	detract	detract	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Discoveries	Discoveries	n2	Discoveries	discovery	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
wound	wound	n1	wound	wound	0
,	,	,	,	,	0
deface	deface	vvb	deface	deface	0
,	,	,	,	,	0
&	&	cc	&	and	0
tread	tread	vvi	tread	tread	0
under	under	p-acp	under	under	0
foot	foot	n1	foot	foot	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
novelty	novelty	n1	novelty	novelty	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
proper	proper	j	proper	proper	0
only	only	j	only	only	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
our	our	po12	our	our	0
dayes	dayes	n2	days	day	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
long	long	av-j	long	long	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
Laudes	Laudes	fw-la	Laudes	laudes	0
eo	eo	fw-la	eo	eo	0
usque	usque	fw-la	usque	usque	0
sunt	sunt	fw-la	sunt	sunt	0
Pericles	Pericles	np1	Pericles	Pericles	0
.	.	.	.	.	0
tolerabiles	tolerabiles	fw-la	tolerabiles	tolerabiles	0
,	,	,	,	,	0
donec	donec	fw-la	donec	donec	0
ea	ea	fw-la	ea	ea	0
dicuntur	dicuntur	fw-la	dicuntur	dicuntur	0
,	,	,	,	,	0
quse	quse	n1	quse	quse	0
auditores	auditores	fw-la	auditores	auditores	0
se	se	fw-la	se	se	0
quoque	quoque	fw-la	quoque	quoque	0
441	441	crd	441	441	1
