1557-for	1557-for	j	1557-for	1557-for	0
bookes	bookes	n2	books	book	0
may	may	vmb	may	may	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
be	be	vbi	be	be	0
conferred	conferred	vvn	conferred	confer	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
to	to	pc-acp	to	to	0
agree	agree	vvi	agree	agree	0
in	in	p-acp	in	in	0
eschuement	eschuement	n1	eschuement	eschuement	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
losses	losses	n2	losses	loss	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
ensue	ensue	vvi	ensue	ensue	0
.	.	.	.	.	1
13	13	crd	13	13	0
Special	Special	j	Special	special	0
foresight	foresight	n1	foresight	foresight	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Wardhouse	Wardhouse	np1	Wardhouse	Wardhouse	0
no	no	av-dx	no	no	0
treacherie	treacherie	n1	treachery	treachery	0
,	,	,	,	,	0
invasion	invasion	n1	invasion	invasion	0
,	,	,	,	,	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
peril	peril	n1	peril	peril	0
of	of	pp-f	of	of	0
molestation	molestation	n1	molestation	molestation	0
be	be	vbb	be	be	0
done	done	vdn	done	do	0
or	or	cc	or	or	0
procured	procured	vvn	procured	procure	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
attempted	attempted	vvn	attempted	attempt	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
kings	kings	n2	kings	king	0
,	,	,	,	,	0
princes	princes	n2	princes	prince	0
,	,	,	,	,	0
or	or	cc	or	or	0
companies	companies	n2	companies	company	0
,	,	,	,	,	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
mislike	mislike	vvi	mislike	mislike	0
this	this	d	this	this	0
new	new	j	new	new	0
found	found	vvd	found	find	0
trade	trade	n1	trade	trade	0
by	by	p-acp	by	by	0
seas	seas	n2	seas	sea	0
to	to	p-acp	to	to	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
or	or	cc	or	or	0
would	would	vmd	would	will	0
let	let	vvi	let	let	0
&	&	cc	&	and	0
hinder	hinder	vvi	hinder	hinder	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
whereof	whereof	c-crq	whereof	whereof	0
no	no	dx	no	no	0
small	small	j	small	small	0
boast	boast	n1	boast	boast	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
made	made	vvn	made	make	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
giveth	giveth	vvz	gives	give	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
circumspection	circumspection	n1	circumspection	circumspection	0
and	and	cc	and	and	0
diligence	diligence	n1	diligence	diligence	0
.	.	.	.	.	1
14	14	crd	14	14	0
If	If	cs	If	if	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
and	and	cc	and	and	0
weather	weather	n1	weather	weather	0
will	will	vmb	will	will	0
serve	serve	vvi	serve	serve	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Wardhouse	Wardhouse	np1	Wardhouse	Wardhouse	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
ancre	ancre	n1	anchor	anchor	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
any	any	d	any	any	0
male	male	j-jn	male	male	0
engine	engine	n1	engine	engine	0
,	,	,	,	,	0
or	or	cc	or	or	0
danger	danger	n1	danger	danger	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
attempted	attempted	vvn	attempted	attempt	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
,	,	,	,	,	0
our	our	po12	our	our	0
goods	goods	n2-j	goods	good	0
and	and	cc	and	and	0
ships	ships	n2	ships	ship	0
as	as	c-acp	as	as	0
above	above	a-acp	above	above	0
.	.	.	.	.	1
15	15	crd	15	15	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
good	good	j	good	good	0
that	that	cst	that	that	0
Richard	Richard	np1	Richard	Richard	0
Johnson	Johnson	np1	Johnson	Johnson	0
,	,	,	,	,	0
late	late	j	late	late	0
servant	servant	n1	servant	servant	0
to	to	p-acp	to	to	0
M.	M.	n1	M.	m.	0
Chanceler	Chanceler	n1	Chancellor	chancellor	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
sent	sent	vvn	sent	send	0
home	home	av-an	home	home	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
next	next	ord	next	next	0
returne	returne	n1	return	return	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
the	the	dt	the	the	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
questions	questions	n2	questions	question	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
demanded	demanded	vvn	demanded	demand	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
our	our	po12	our	our	0
better	better	jc	better	better	0
advertisements	advertisements	n2	advertisements	advertisement	0
and	and	cc	and	and	0
377	377	crd	377	377	0
resolutions	resolutions	n2	resolutions	resolution	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
doubts	doubts	n2	doubts	doubt	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
arise	arise	vvi	arise	arise	0
here	here	av	here	here	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
roome	roome	n1	room	room	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Captaine	Captaine	n1	Captain	captain	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Master	Master	n1	Master	master	0
Jenkinson	Jenkinson	np1	Jenkinson	Jenkinson	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
cocket	cocket	j	cocket	cocket	0
assigned	assigned	vvn	assigned	assign	0
unto	unto	p-acp	unto	unto	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
Johnson	Johnson	np1	Johnson	Johnson	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
,	,	,	,	,	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
returne	returne	vvi	return	return	0
and	and	cc	and	and	0
occupie	occupie	vvi	occupy	occupy	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
place	place	n1	place	place	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
person	person	n1	person	person	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
preferred	preferred	vvn	preferred	prefer	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
discretion	discretion	n1	discretion	discretion	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
said	said	j-vvn	said	say	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
consent	consent	n1	consent	consent	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
thought	thought	vvn	thought	think	0
meete	meete	j	meet	meet	0
and	and	cc	and	and	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
supply	supply	vvi	supply	supply	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
16	16	crd	16	16	0
Provided	Provided	vvn	Provided	provide	0
alway	alway	av	always	always	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
returning	returning	vvg	returning	return	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
disfurnished	disfurnished	vvn	disfurnished	disfurnish	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
such	such	d	such	such	0
able	able	j	able	able	0
man	man	n1	man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
occupie	occupie	vvi	occupy	occupy	0
the	the	dt	the	the	0
Captainship	Captainship	n1	Captainship	captainship	0
in	in	p-acp	in	in	0
like	like	j	like	like	0
order	order	n1	order	order	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
case	case	n1	case	case	0
appoynted	appoynted	vvn	appointed	appoint	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
good	good	j	good	good	0
order	order	n1	order	order	0
requireth	requireth	vvz	requires	require	0
.	.	.	.	.	1
17	17	crd	17	17	0
Item	Item	n1	Item	item	0
that	that	cst	that	that	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
former	former	j	former	former	0
orders	orders	n2	order	order	0
,	,	,	,	,	0
rules	rules	n2	rules	rule	0
,	,	,	,	,	0
and	and	cc	and	and	0
devises	devises	n2	devises	devise	0
,	,	,	,	,	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
wares	wares	n2	wares	ware	0
,	,	,	,	,	0
and	and	cc	and	and	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
repugnant	repugnant	j	repugnant	repugnant	0
,	,	,	,	,	0
contrary	contrary	j-jn	contrary	contrary	0
or	or	cc	or	or	0
diverse	diverse	j	diverse	diverse	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
contents	contents	n2	contents	content	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
full	full	j	full	full	0
force	force	n1	force	force	0
and	and	cc	and	and	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
respects	respects	n2	respects	respect	0
observed	observed	vvn	observed	observe	0
and	and	cc	and	and	0
kept	kept	vvn	kept	keep	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
and	and	cc	and	and	0
every	every	d	every	every	0
person	person	n1	person	person	0
and	and	cc	and	and	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
same	same	d	same	same	0
doth	doth	vdz	does	do	0
or	or	cc	or	or	0
shall	shall	vmb	shall	shall	0
touch	touch	vvi	touch	touch	0
or	or	cc	or	or	0
concerne	concerne	vvi	concern	concern	0
.	.	.	.	.	1
[	[	[	[	[	0
I.	I.	np1	I.	I.	0
297.	297.	crd	297.	297.	0
]	]	]	]	]	1
In	In	p-acp	In	in	0
witnesse	witnesse	n1	witness	witness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
premisses	premisses	n2	premises	premise	0
faithfully	faithfully	av-j	faithfully	faithful	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
and	and	cc	and	and	0
kept	kept	vvn	kept	keep	0
,	,	,	,	,	0
the	the	dt	the	the	0
owners	owners	n2	owners	owner	0
and	and	cc	and	and	0
Masters	Masters	n2	Master's	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
foure	foure	crd	foure	four	0
ships	ships	n2	ships	ship	0
,	,	,	,	,	0
together	together	av	together	together	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Captaine	Captaine	n1	Captain	captain	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
seventeene	seventeene	crd	seventeene	seventeen	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
sheetes	sheetes	n2	sheets	sheet	0
of	of	pp-f	of	of	0
paper	paper	n1	paper	paper	0
,	,	,	,	,	0
have	have	vhb	have	have	0
subscribed	subscribed	vvn	subscribed	subscribe	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
Given	Given	j-vvn	Given	give	0
in	in	p-acp	in	in	0
London	London	np1	London	London	0
,	,	,	,	,	0
the	the	dt	the	the	0
third	third	ord	third	three	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeere	yeere	n1	year	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
1557.	1557.	crd	1557.	1557.	0
fl	fl	zz	fl	fl	0
Owners	Owners	n2	Owners	owner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Primerose	Primerose	n1	Primerose	primerose	0
.	.	.	.	.	1
Andrewe	Andrewe	np1	Andrewe	Andrew	0
Judde	Judde	n1	Judde	judde	0
.	.	.	.	.	1
William	William	np1	William	William	0
Chester	Chester	np1	Chester	Chester	0
.	.	.	.	.	1
Anthony	Anthony	np1	Anthony	Anthony	0
Hickman	Hickman	np1	Hickman	Hickman	0
.	.	.	.	.	1
Edward	Edward	np1	Edward	Edward	0
Casteline	Casteline	np1	Casteline	Casteline	0
.	.	.	.	.	0
fl	fl	fw-la	fl	fl	0
Owners	Owners	n2	Owners	owner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
John	John	np1	John	John	0
Evangelist	Evangelist	np1	Evangelist	Evangelist	0
.	.	.	.	.	1
Andrew	Andrew	np1	Andrew	Andrew	0
Judde	Judde	n1	Judde	judde	0
.	.	.	.	.	1
William	William	np1	William	William	0
Chester	Chester	np1	Chester	Chester	0
.	.	.	.	.	0
fl	fl	fw-la	fl	fl	0
Owner	Owner	n1	Owner	owner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Anne	Anne	zz	Anne	anne	0
.	.	.	.	.	1
John	John	np1	John	John	0
Dimocke	Dimocke	n1	Dimocke	dimocke	0
.	.	.	.	.	0
fl	fl	fw-la	fl	fl	0
Owner	Owner	n1	Owner	owner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Trinitie	Trinitie	np1	Trinitie	Trinity	0
.	.	.	.	.	1
R.	R.	np1	R.	R.	0
T.	T.	np1	T.	T.	0
378	378	crd	378	378	1
