1572-87	1572-87	j	1572-87	1572-87	0
to	to	pc-acp	to	to	0
inhabite	inhabite	vvi	inhabit	inhabit	0
there	there	a-acp	there	there	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
possible	possible	j	possible	possible	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
all	all	d	all	all	0
his	his	po31	his	his	0
provision	provision	n1	provision	provision	0
by	by	p-acp	by	by	0
lande	lande	n1	land	land	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
mountaines	mountaines	n2	mountains	mountain	0
be	be	vbb	be	be	0
very	very	av	very	very	0
great	great	j	great	great	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
also	also	av	also	also	0
betweene	betweene	p-acp	between	between	0
them	them	pno32	them	they	0
many	many	d	many	many	0
small	small	j	small	small	0
rivers	rivers	n2	rivers	river	0
which	which	r-crq	which	which	0
fall	fall	vvb	fallen	fall	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
[	[	[	[	[	0
III	III	crd	III	three	0
.	.	.	.	.	1
785.	785.	crd	785.	785.	0
]	]	]	]	]	0
great	great	j	great	great	0
river	river	n1	river	river	0
above	above	p-acp	above	above	0
twentie	twentie	crd	twentie	twenty	0
leagues	leagues	n2	leagues	league	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
land	land	n1	land	land	0
.	.	.	.	.	1
So	So	av	So	so	0
this	this	d	this	this	0
captaine	captaine	n1	captain	captain	0
having	having	vhg	having	have	0
all	all	d	all	all	0
his	his	po31	his	his	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
order	order	n1	order	order	0
went	went	vvd	went	go	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
river	river	n1	river	river	0
wjth	wjth	vhz	wjth	wjth	0
his	his	po31	his	his	0
whole	whole	j-jn	whole	whole	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
mountaines	mountaines	n2	mountains	mountain	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
plaine	plaine	j	plain	plain	0
countrey	countrey	n1	country	country	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Indians	Indians	np1	Indians	Indians	0
dwelt	dwelt	vvd	dwelled	dwell	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
he	he	pns31	he	he	0
held	held	vvd	held	hold	0
a	a	dt	a	a	0
councell	councell	n1	council	council	0
,	,	,	,	,	0
determining	determining	vvg	determining	determine	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
place	place	n1	place	place	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
a	a	dt	a	a	0
towne	towne	n1	town	town	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
fortifie	fortifie	vvi	fortify	fortify	0
243	243	crd	243	243	0
Lopez	Lopez	np1	Lopez	Lopez	0
de	de	fw-fr	de	de	0
jdgira	jdgira	fw-la	jdgira	jdgira	0
.	.	.	.	.	0
his	his	po31	his	his	0
dangerous	dangerous	j	dangerous	dangerous	0
con-spiracie	con-spiracie	j	conspiracy	conspiracy	0
.	.	.	.	.	1
Pedro	Pedro	np1	Pedro	Pedro	0
de	de	fw-fr	de	de	0
Orzua	Orzua	np1	Orzua	Orzua	0
mur-thered	mur-thered	j	murdered	murdered	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
it	it	pn31	it	it	0
very	very	av	very	very	0
strongly	strongly	av-j	strongly	strong	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
leave	leave	vvi	leave	leave	0
all	all	d	all	all	0
his	his	po31	his	his	0
stuffe	stuffe	n1	stuff	stuff	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
men	men	n2	men	man	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
souldiers	souldiers	n2	soldiers	soldier	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
towne	towne	n1	town	town	0
,	,	,	,	,	0
and	and	cc	and	and	0
wrought	wrought	vvn	wrought	wrought	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
all	all	d	all	all	0
the	the	dt	the	the	0
winter	winter	n1	winter	winter	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
raineth	raineth	vvz	rains	rain	0
much	much	av-d	much	much	0
,	,	,	,	,	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
is	is	vbz	is	be	0
very	very	av	very	very	0
hot	hot	j	hight	hot	0
,	,	,	,	,	0
sicknes	sicknes	n1	sickness	sickness	0
and	and	cc	and	and	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
victuals	victuals	n2	victuals	victual	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
prevaile	prevaile	vvi	prevail	prevail	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
wherupon	wherupon	c-crq	whereupon	whereupon	0
the	the	dt	the	the	0
souldiers	souldiers	n2	soldiers	soldier	0
fell	fell	vvd	fell	fall	0
a	a	dt	a	a	0
murmuring	murmuring	j-vvg	murmuring	murmur	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
comming	comming	vvg	coming	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Peru	Peru	np1	Peru	Peru	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fruitfullest	fruitfullest	js	fruitfullest	fruitful	0
&	&	cc	&	and	0
richest	richest	js	richest	rich	0
countries	countries	n2	countries	country	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
more	more	av-dc	more	more	0
inclined	inclined	vvn	inclined	incline	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
their	their	po32	their	their	0
fill	fill	n1	fill	fill	0
of	of	pp-f	of	of	0
bread	bread	n1	bred	bread	0
and	and	cc	and	and	0
meat	meat	n1	meat	meat	0
then	then	av	then	then	0
to	to	pc-acp	to	to	0
apply	apply	vvi	apply	apply	0
their	their	po32	their	their	0
bodies	bodies	n2	bodies	body	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
that	that	cst	that	that	0
albeit	albeit	cs	albeit	albeit	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
now	now	av	now	now	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
was	was	vbds	was	be	0
exceeding	exceeding	av-vvg	exceeding	exceed	0
fruitfull	fruitfull	j	fruitful	fruitful	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
saw	saw	vvd	saw	see	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
most	most	av-ds	most	most	0
evident	evident	j	evident	evident	0
apparances	apparances	n2	appearances	appearance	0
of	of	pp-f	of	of	0
golde	golde	n1	gold	gold	0
,	,	,	,	,	0
&	&	cc	&	and	0
also	also	av	also	also	0
that	that	cst	that	that	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
it	it	pn31	it	it	0
seemed	seemed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
better	better	av-jc	better	better	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
this	this	d	this	this	0
they	they	pns32	they	they	0
murmured	murmured	vvd	murmured	murmur	0
&	&	cc	&	and	0
would	would	vmd	would	will	0
needes	needes	av	needs	needs	0
returne	returne	vvi	return	return	0
for	for	p-acp	for	for	0
Peru	Peru	np1	Peru	Peru	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
men	men	n2	men	man	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
souldier	souldier	n1	soldier	soldier	0
of	of	pp-f	of	of	0
Biskay	Biskay	np1	Biskay	Biskay	0
called	called	vvd	called	call	0
Lopez	Lopez	np1	Lopez	Lopez	0
de	de	fw-fr	de	de	0
Agira	Agira	np1	Agira	Agira	0
,	,	,	,	,	0
a	a	dt	a	a	0
very	very	j	very	very	0
little	little	j	little	little	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
bodie	bodie	n1	body	body	0
&	&	cc	&	and	0
lame	lame	j	lame	lame	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
legs	legs	n2	legs	leg	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
very	very	av	very	very	0
valiant	valiant	j	valiant	valiant	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
warres	warres	n2	wars	war	0
.	.	.	.	.	1
This	This	d	This	this	0
man	man	n1	man	man	0
having	having	vhg	having	have	0
bene	bene	vbn	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
principali	principali	fw-la	principali	principali	0
mutiners	mutiners	n2	mutineers	mutineer	0
in	in	p-acp	in	in	0
Peru	Peru	np1	Peru	Peru	0
,	,	,	,	,	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
here	here	av	here	here	0
give	give	vvi	give	give	0
over	over	p-acp	over	over	0
his	his	po31	his	his	0
old	old	j	old	old	0
wont	wont	j	wont	wont	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
asked	asked	vvd	asked	ask	0
his	his	po31	his	his	0
fellow-souldiers	fellow-souldiers	n2	fellow-soldiers	fellow-soldier	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
went	went	vvd	went	go	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
for	for	p-acp	for	for	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
wild	wild	j	wild	wild	0
deserts	deserts	n2	deserts	desert	0
whither	whither	c-crq	whither	whither	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
brought	brought	vvn	brought	bring	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
(	(	(	(	(	0
said	said	vvd	said	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
seeke	seeke	vvb	seek	seek	0
riches	riches	n2	riches	riches	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
enough	enough	av-d	enough	enough	0
in	in	p-acp	in	in	0
Peru	Peru	np1	Peru	Peru	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
faire	faire	j	fair	fair	0
women	women	n2	women	woman	0
also	also	av	also	also	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
conquer	conquer	vvi	conquer	conquer	0
that	that	d	that	that	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spaniardes	Spaniardes	np2	Spaniardes	Spaniard	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
no	no	dx	no	no	0
hard	hard	j	hard	hard	0
enterprize	enterprize	n1	enterprise	enterprise	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
all	all	d	all	all	0
the	the	dt	the	the	0
souldiers	souldiers	n2	soldiers	soldier	0
and	and	cc	and	and	0
poore	poore	j	poor	poor	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
Peru	Peru	np1	Peru	Peru	0
would	would	vmd	would	will	0
turne	turne	vvi	turn	turn	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
better	better	jc	better	better	0
course	course	n1	course	course	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
and	and	cc	and	and	0
conquere	conquere	vvi	conquer	conquer	0
the	the	dt	the	the	0
savage	savage	j-jn	savage	savage	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
mountaines	mountaines	n2	mountains	mountain	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
once	once	c-acp	once	once	0
having	having	vhg	having	have	0
the	the	dt	the	the	0
government	government	n1	government	government	0
of	of	pp-f	of	of	0
Peru	Peru	np1	Peru	Peru	0
,	,	,	,	,	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
inforced	inforced	vvn	enforced	enforce	0
to	to	pc-acp	to	to	0
agree	agree	vvi	agree	agree	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
:	:	:	:	:	0
if	if	cs	if	if	0
not	not	xx	not	not	0
(	(	(	(	(	0
sayd	sayd	vvd	said	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
lacke	lacke	vvi	lack	lack	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
succour	succour	vvi	succour	succour	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
Peru.	Peru.	np1	Peru.	Peru.	1
By	By	p-acp	By	by	0
these	these	d	these	these	0
perswasions	perswasions	n2	persuasions	persuasion	0
he	he	pns31	he	he	0
brought	brought	vvd	brought	bring	0
many	many	d	many	many	0
souldiers	souldiers	n2	soldiers	soldier	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
conspired	conspired	vvd	conspired	conspire	0
also	also	av	also	also	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
young	young	j	young	young	0
gentleman	gentleman	n1	gentleman	gentleman	0
of	of	pp-f	of	of	0
Sivill	Sivill	np1	Sivill	Seville	0
called	called	vvd	called	call	0
Don	Don	n1	DONE	don	0
Fernando	Fernando	np1	Fernando	Fernando	0
de	de	fw-fr	de	de	0
Gusman	Gusman	np1	Gusman	Gusman	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
young	young	j	young	young	0
woman	woman	n1	woman	woman	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
Pedro	Pedro	np1	Pedro	Pedro	0
de	de	fw-fr	de	de	0
Orzua	Orzua	np1	Orzua	Orzua	0
had	had	vhd	had	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
244	244	crd	244	244	0
Don	Don	n1	DONE	don	0
Ferdinando	Ferdinando	np1	Ferdinando	Ferdinando	0
de	de	fw-fr	de	de	0
Gusman	Gusman	np1	Gusman	Gusman	0
proclaimed	proclaimed	vvn	proclaimed	proclaim	0
kins	kins	n2	kins	kin	0
LOPEZ	LOPEZ	np1	LOPEZ	Lopez	0
VAZ	VAZ	np1	VAZ	VAZ	0
sooner	sooner	av-c	sooner	soon	0
agree	agree	vvi	agree	agree	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
intent	intent	n1	intent	intent	0
of	of	pp-f	of	of	0
Agira	Agira	np1	Agira	Agira	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
murther	murther	vvi	murder	murder	0
the	the	dt	the	the	0
captaine	captaine	n1	captain	captain	0
.	.	.	.	.	1
Who	Who	r-crq	Who	who	0
on	on	p-acp	on	on	0
a	a	dt	a	a	0
night	night	n1	night	night	0
being	being	vbg	being	be	0
asleepe	asleepe	j	asleep	asleep	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
bed	bed	n1	bed	bed	0
,	,	,	,	,	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
conspirators	conspirators	n2	conspirators	conspirator	0
and	and	cc	and	and	0
their	their	po32	their	their	0
faction	faction	n1	faction	faction	0
entered	entered	vvn	entered	enter	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
bed-chamber	bed-chamber	n1	bedchamber	bedchamber	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
stabbed	stabbed	vvd	stabbed	stab	0
him	him	pno31	him	he	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
daggers	daggers	n2	daggers	dagger	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
they	they	pns32	they	they	0
slew	slew	vvd	slew	slay	0
also	also	av	also	also	0
all	all	d	all	all	0
the	the	dt	the	the	0
Captaines	Captaines	n2	Captains	captain	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
his	his	po31	his	his	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
therewithal	therewithal	av	therewithal	therewithal	0
!	!	!	!	!	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
great	great	j	great	great	0
out-cry	out-cry	n1	outcry	outcry	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
God	God	np1	God	God	0
save	save	p-acp	save	save	0
the	the	dt	the	the	0
king	king	n1	king	king	0
,	,	,	,	,	0
God	God	np1	God	God	0
save	save	p-acp	save	save	0
the	the	dt	the	the	0
king	king	n1	king	king	0
:	:	:	:	:	0
whereupon	whereupon	c-crq	whereupon	whereupon	0
all	all	d	all	all	0
the	the	dt	the	the	0
campe	campe	n1	camp	camp	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
uprore	uprore	n1	uproar	uproar	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
Lopez	Lopez	np1	Lopez	Lopez	0
de	de	fw-fr	de	de	0
Agira	Agira	np1	Agira	Agira	0
made	made	vvd	made	make	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
souldiers	souldiers	n2	soldiers	soldier	0
a	a	dt	a	a	0
long	long	j	long	long	0
oration	oration	n1	oration	oration	0
,	,	,	,	,	0
and	and	cc	and	and	0
got	got	vvd	god	get	0
them	them	pno32	them	they	0
all	all	d	all	all	0
to	to	pc-acp	to	to	0
consent	consent	vvi	consent	consent	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
,	,	,	,	,	0
some	some	d	some	some	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
durst	durst	vvd	durst	dare	0
not	not	xx	not	not	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
end	end	n1	end	end	0
they	they	pns32	they	they	0
all	all	d	all	all	0
agreed	agreed	vvd	agreed	agree	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
determined	determined	j-vvn	determined	determine	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
made	made	vvd	made	make	0
they	they	pns32	they	they	0
Fernando	Fernando	np1	Fernando	Fernando	0
de	de	fw-fr	de	de	0
Gusman	Gusman	np1	Gusman	Gusman	0
their	their	po32	their	their	0
head	head	n1	head	head	0
,	,	,	,	,	0
8c	8c	j	8c	8c	0
Agira	Agira	np1	Agira	Agira	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
captaine	captaine	n1	captain	captain	0
.	.	.	.	.	1
This	This	d	This	this	0
done	done	vdn	done	do	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
people	people	n1	people	people	0
should	should	vmd	should	shall	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
hold	hold	vvi	hold	hold	0
their	their	po32	their	their	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
a	a	dt	a	a	0
villany	villany	n1	villainy	villainy	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
any	any	d	any	any	0
Spaniard	Spaniard	np1	Spaniard	Spaniard	0
committed	committed	vvd	committed	commit	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
an	an	dt	and	a	0
altar	altar	n1	altar	altar	0
,	,	,	,	,	0
wheron	wheron	c-crq	whereon	whereon	0
he	he	pns31	he	he	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
souldiers	souldiers	n2	soldiers	soldier	0
renounced	renounced	vvd	renounced	renounce	0
their	their	po32	their	their	0
service	service	n1	service	service	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Spaine	Spaine	np1	Spaine	Spain	0
,	,	,	,	,	0
8c	8c	av	8c	8c	0
so	so	av	so	so	0
as	as	p-acp	as	as	0
people	people	n1	people	people	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
king	king	n1	king	king	0
,	,	,	,	,	0
chose	chose	vvd	chosen	choose	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Don	Don	n1	DONE	don	0
Fernando	Fernando	np1	Fernando	Fernando	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
their	their	po32	their	their	0
king	king	n1	king	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
homage	homage	n1	homage	homage	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
matters	matters	n2	matters	matter	0
being	being	vbg	being	be	0
thus	thus	av	thus	thus	0
finished	finished	vvn	finished	finish	0
they	they	pns32	they	they	0
consulted	consulted	vvd	consulted	consult	0
among	among	p-acp	among	among	0
themselves	themselves	px32	themselves	themselves	0
which	which	q-crq	which	which	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
of	of	pp-f	of	of	0
Peru.	Peru.	np1	Peru.	Peru.	0
“	“	“	“	“	0
to	to	p-acp	to	to	0
Peru	Peru	np1	Peru	Peru	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
river	river	n1	river	river	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
came	came	vvd	came	come	0
downe	downe	a-acp	down	down	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regarde	regarde	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
current	current	n1	current	current	0
,	,	,	,	,	0
and	and	cc	and	and	0
going	going	vvg	going	go	0
backe	backe	av	back	back	0
overland	overland	av	overland	overland	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
very	very	av	very	very	0
weake	weake	j	weak	weak	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
horsemen	horsemen	n2	horsemen	horseman	0
:	:	:	:	:	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
they	they	pns32	they	they	0
determined	determined	vvd	determined	determine	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
river	river	n1	river	river	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
saide	saide	vvd	said	say	0
Lopez	Lopez	np1	Lopez	Lopez	0
de	de	fw-fr	de	de	0
Agira	Agira	np1	Agira	Agira	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
carry	carry	vvi	carry	carry	0
nothing	nothing	pix	nothing	nothing	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
pinnesses	pinnesses	n2	pinnaces	pinnace	0
&	&	cc	&	and	0
souldiers	souldiers	n2	soldiers	soldier	0
which	which	r-crq	which	which	0
should	should	vmd	should	shall	0
fight	fight	vvi	fight	fight	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
best	best	js	best	best	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
behind	behind	p-acp	behind	behind	0
