I	I	pns11	I	i	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
and	and	cc	and	and	0
Media	Media	np1	Media	Media	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
companie	companie	n1	company	company	0
of	of	pp-f	of	of	0
English	English	jp	English	english	0
merchants	merchants	n2	merchant's	merchant	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
discoverie	discoverie	n1	discovery	discovery	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
trades	trades	n2	trades	trade	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yeeres	yeeres	n2	years	year	0
1579.	1579.	crd	1579.	1579.	0
1580.	1580.	crd	1580.	1580.	0
and	and	cc	and	and	0
1581.	1581.	crd	1581.	1581.	0
gathered	gathered	vvn	gathered	gather	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
sundrie	sundrie	j	sundry	sundry	0
letters	letters	n2	letters	letter	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
Christopher	Christopher	np1	Christopher	Christopher	0
Burrough	Burrough	np1	Burrough	Burrough	0
,	,	,	,	,	0
servant	servant	n1	servant	servant	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
companie	companie	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
uncle	uncle	n1	uncle	uncle	0
Master	Master	n1	Master	master	0
William	William	np1	William	William	0
Burrough	Burrough	np1	Burrough	Burrough	0
.	.	.	.	.	1
First	First	ord	First	first	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
ships	ships	n2	ships	ship	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
voiage	voiage	n1	voyage	voyage	0
to	to	p-acp	to	to	0
S.	S.	n1	S.	saint	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
factors	factors	n2	factors	factor	0
and	and	cc	and	and	0
merchandise	merchandise	n1	merchandise	merchandise	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Persian	Persian	jp	Persian	persian	0
voiage	voiage	n1	voyage	voyage	0
were	were	vbdr	were	be	0
transported	transported	vvn	transported	transport	0
,	,	,	,	,	0
departed	departed	vvn	departed	depart	0
from	from	p-acp	from	from	0
Gravesend	Gravesend	np1	Gravesend	Gravesend	0
the	the	dt	the	the	0
19.	19.	crd	19.	19	0
of	of	pp-f	of	of	0
June	June	np1	June	June	0
,	,	,	,	,	0
1579.	1579.	crd	1579.	1579.	0
which	which	r-crq	which	which	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
S.	S.	n1	S.	saint	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
the	the	dt	the	the	0
22.	22.	crd	22.	22.	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
factors	factors	n2	factors	factor	0
and	and	cc	and	and	0
merchants	merchants	n2	merchant's	merchant	0
landed	landed	vvn	landed	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
merchandise	merchandise	n1	merchandise	merchandise	0
were	were	vbdr	were	be	0
discharged	discharged	vvn	discharged	discharge	0
&	&	cc	&	and	0
laden	laden	vvn	laden	lade	0
into	into	p-acp	into	into	0
doshnikes	doshnikes	n2	doshnikes	doshnike	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
barkes	barkes	n2	barks	bark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
caried	caried	vvn	carried	carry	0
from	from	p-acp	from	from	0
thence	thence	av	thence	thence	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
river	river	n1	river	river	0
unto	unto	p-acp	unto	unto	0
Vologda	Vologda	np1	Vologda	Vologda	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
25.	25.	crd	25.	25.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
said	said	vvd	said	say	0
Julie	Julie	np1	Julie	Julie	0
,	,	,	,	,	0
the	the	dt	the	the	0
doshnikes	doshnikes	n2	doshnikes	doshnike	0
departed	departed	vvd	departed	depart	0
from	from	p-acp	from	from	0
Rose	Rose	n1	Rose	rose	0
Island	Island	n1	Island	island	0
by	by	p-acp	by	by	0
S.	S.	np1	S.	S.	0
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
up	up	p-acp	up	up	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Dwina	Dwina	np1	Dwina	Dwina	0
,	,	,	,	,	0
Peremene	Peremene	np1	Peremene	Peremene	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
poste	poste	n1	post	post	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
continual	continual	j	continual	continual	0
sailing	sailing	vvg	sailing	sail	0
,	,	,	,	,	0
rowing	rowing	vvg	rowing	row	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
with	with	p-acp	with	with	0
poles	poles	n2	poles	pole	0
,	,	,	,	,	0
or	or	cc	or	or	0
drawing	drawing	vvg	drawing	draw	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
214	214	crd	214	214	1
