serve	serve	vvb	serve	serve	0
subjects	subjects	n2-jn	subject's	subject	0
marchants	marchants	n2	merchants	merchant	0
:	:	:	:	:	0
Even	Even	av-j	Even	even	0
so	so	av	so	so	0
these	these	d	these	these	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
and	and	cc	and	and	0
request	request	vvi	request	request	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
the	the	dt	the	the	0
same	same	d	same	same	0
benevolence	benevolence	n1	benevolence	benevolence	0
toward	toward	p-acp	towards	towards	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
our	our	po12	our	our	0
marchants	marchants	n2	merchants	merchant	0
and	and	cc	and	and	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doe	doe	vdb	do	do	0
or	or	cc	or	or	0
heereafter	heereafter	av	hereafter	hereafter	0
shall	shall	vmb	shall	shall	0
resorte	resorte	vvi	resort	resort	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
countrey	countrey	n1	country	country	0
:	:	:	:	:	0
And	And	cc	And	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
assurance	assurance	n1	assurance	assurance	0
and	and	cc	and	and	0
incouragement	incouragement	n1	encouragement	encouragement	0
to	to	p-acp	to	to	0
trade	trade	n1	trade	trade	0
and	and	cc	and	and	0
exercise	exercise	vvi	exercise	exercise	0
the	the	dt	the	the	0
feate	feate	n1	feat	feat	0
of	of	pp-f	of	of	0
marchandise	marchandise	n1	merchandise	merchandise	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
marchants	marchants	n2	merchants	merchant	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
dominions	dominions	n2	dominions	dominion	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
our	our	po12	our	our	0
contemplation	contemplation	n1	contemplation	contemplation	0
to	to	pc-acp	to	to	0
assigne	assigne	vvi	assign	assign	0
and	and	cc	and	and	0
authorise	authorise	vvi	authorise	authorise	0
such	such	d	such	such	0
Commissaries	Commissaries	n2	Commissaries	commissary	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
thinke	thinke	vvi	think	think	0
meete	meete	vvi	meet	meet	0
to	to	p-acp	to	to	0
trade	trade	n1	trade	trade	0
and	and	cc	and	and	0
conferre	conferre	vvi	confer	confer	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
welbeloved	welbeloved	j	well-beloved	well-beloved	0
subjects	subjects	n2-jn	subject's	subject	0
and	and	cc	and	and	0
marchants	marchants	n2	merchants	merchant	0
,	,	,	,	,	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
Richard	Richard	np1	Richard	Richard	0
Chancelour	Chancelour	n1	Chancellor	chancellor	0
,	,	,	,	,	0
George	George	np1	George	George	0
Killingworth	Killingworth	np1	Killingworth	Killingworth	0
,	,	,	,	,	0
&	&	cc	&	and	0
Richard	Richard	np1	Richard	Richard	0
Graie	Graie	j-jn	Gray	grey	0
,	,	,	,	,	0
bearers	bearers	n2	bearer	bearer	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
our	our	po12	our	our	0
letters	letters	n2	letters	letter	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
us	us	pno12	us	we	0
authorised	authorised	vvn	authorised	authorise	0
[	[	[	[	[	0
I	I	pns11	I	i	0
.	.	.	.	.	0
259.	259.	crd	259.	259.	0
]	]	]	]	]	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
purpose	purpose	n1	purpose	purpose	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
confirme	confirme	vvi	confirm	confirm	0
and	and	cc	and	and	0
graunt	graunt	vvi	grant	grant	0
such	such	d	such	such	0
other	other	j-jn	other	other	0
liberties	liberties	n2	liberties	liberty	0
and	and	cc	and	and	0
priviledges	priviledges	n2	privileges	privilege	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Governour	Governour	n1	Governor	governor	0
,	,	,	,	,	0
Consuls	Consuls	n2	Consuls	consul	0
,	,	,	,	,	0
Assistants	Assistants	n2	Assistants	assistant	0
,	,	,	,	,	0
and	and	cc	and	and	0
Communaltie	Communaltie	n1	Commonalty	commonalty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fellowship	fellowship	n1	fellowship	fellowship	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Marchants	Marchants	n2	Merchants	merchant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
bearers	bearers	n2	bearer	bearer	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
name	name	n1	name	name	0
propone	propone	vvb	propone	propone	0
and	and	cc	and	and	0
require	require	vvi	require	require	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
granted	granted	vvn	granted	grant	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
safe	safe	j	safe	safe	0
conduct	conduct	n1	conduct	conduct	0
,	,	,	,	,	0
good	good	j	good	good	0
government	government	n1	government	government	0
,	,	,	,	,	0
and	and	cc	and	and	0
order	order	n1	order	order	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
erected	erected	vvn	erected	erect	0
and	and	cc	and	and	0
continued	continued	vvn	continued	continue	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
saide	saide	j-vvn	said	say	0
dominions	dominions	n2	dominions	dominion	0
;	;	;	;	;	0
And	And	cc	And	and	0
this	this	d	this	this	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
your	your	po22	your	your	0
clemencie	clemencie	n1	clemency	clemency	0
and	and	cc	and	and	0
expedition	expedition	n1	expedition	expedition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wee	wee	pns12	we	we	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
next	next	ord	next	next	0
arrivall	arrivall	n1	arrival	arrival	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saide	saide	j-vvn	said	say	0
Richard	Richard	np1	Richard	Richard	0
Chancelour	Chancelour	n1	Chancellor	chancellor	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
enformed	enformed	vvn	informed	inform	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
gracious	gracious	j	gracious	gracious	0
disposition	disposition	n1	disposition	disposition	0
and	and	cc	and	and	0
answere	answere	n1	answer	answer	0
.	.	.	.	.	1
Which	Which	q-crq	Which	which	0
your	your	po22	your	your	0
benevolences	benevolences	n2	benevolences	benevolence	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
extended	extended	vvn	extended	extend	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
bee	bee	vbb	be	be	0
minded	minded	vvn	minded	mind	0
to	to	pc-acp	to	to	0
requite	requite	vvi	requite	requite	0
towards	towards	p-acp	towards	towards	0
any	any	d	any	any	0
your	your	po22	your	your	0
subjects	subjects	n2-jn	subject's	subject	0
Marchants	Marchants	n2	Merchants	merchant	0
,	,	,	,	,	0
that	that	cst	that	that	0
shal	shal	vmb	shall	shall	0
frequent	frequent	vvi	frequent	frequent	0
this	this	d	this	this	0
our	our	po12	our	our	0
realme	realme	n1	realm	realm	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
contemplation	contemplation	n1	contemplation	contemplation	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
right	right	av-jn	right	right	0
high	high	j	high	high	0
,	,	,	,	,	0
right	right	av-jn	right	right	0
Excellent	Excellent	j	Excellent	excellent	0
,	,	,	,	,	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
mightie	mightie	j	mighty	mighty	0
,	,	,	,	,	0
Almightie	Almightie	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
and	and	cc	and	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
have	have	vhb	have	have	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
keeping	keeping	n-vvg	keeping	keep	0
-	-	-	-	-	0
280	280	crd	280	280	0
Given	Given	vvn	Given	give	0
under	under	p-acp	under	under	0
our	our	po12	our	our	0
seale	seale	n1	seal	seal	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
Palace	Palace	n1	Palace	palace	0
of	of	pp-f	of	of	0
Westminster	Westminster	np1	Westminster	Westminster	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
April	April	np1	April	April	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
yere	yere	n1	year	year	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
incarnation	incarnation	n1	incarnation	incarnation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
1555.	1555.	crd	1555.	1555.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
second	second	ord	second	second	0
yeeres	yeeres	n2	years	year	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
reignes	reignes	vvz	reigns	reign	0
.	.	.	.	.	1
Articles	Articles	n2	Articles	article	0
conceived	conceived	vvn	conceived	conceive	0
and	and	cc	and	and	0
determined	determined	vvn	determined	determine	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Commission	Commission	n1	Commission	commission	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Merchants	Merchants	n2	Merchant's	merchant	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
company	company	n1	company	company	0
resiant	resiant	j	resiant	resiant	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Warhouse	Warhouse	np1	Warhouse	Warhouse	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
second	second	ord	second	second	0
voyage	voyage	n1	voyage	voyage	0
,	,	,	,	,	0
1555.	1555.	crd	1555.	1555.	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
followeth	followeth	vvz	follows	follow	0
.	.	.	.	.	1
Irst	Irst	n1	Irst	irst	0
,	,	,	,	,	0
the	the	dt	the	the	0
Governour	Governour	n1	Governor	governor	0
,	,	,	,	,	0
Consuls	Consuls	n2	Consuls	consul	0
,	,	,	,	,	0
Assistants	Assistants	n2	Assistants	assistant	0
and	and	cc	and	and	0
whole	whole	j-jn	whole	whole	0
company	company	n1	company	company	0
assembled	assembled	vvd	assembled	assemble	0
this	this	d	this	this	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
open	open	j	open	open	0
court	court	n1	court	court	0
,	,	,	,	,	0
committeth	committeth	vvz	committeth	commit	0
and	and	cc	and	and	0
authorizeth	authorizeth	vvz	authorizeth	authorize	0
Richard	Richard	np1	Richard	Richard	0
Gray	Gray	j-jn	Grey	grey	0
and	and	cc	and	and	0
George	George	np1	George	George	0
Killingworth	Killingworth	np1	Killingworth	Killingworth	0
,	,	,	,	,	0
jointly	jointly	av-j	jointly	joint	0
and	and	cc	and	and	0
severally	severally	av-j	severally	several	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
Factors	Factors	n2	Factors	factor	0
,	,	,	,	,	0
and	and	cc	and	and	0
Atturneis	Atturneis	n2	Atturneis	atturnei	0
generail	generail	j	generail	generail	0
and	and	cc	and	and	0
speciali	speciali	fw-la	speciali	speciali	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
companie	companie	n1	company	company	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
buy	buy	vvi	buy	buy	0
,	,	,	,	,	0
sei	sei	n1	sei	sei	0
,	,	,	,	,	0
trucke	trucke	vvi	truck	truck	0
,	,	,	,	,	0
change	change	n1	change	change	0
and	and	cc	and	and	0
permute	permute	vvi	permute	permute	0
al	al	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
kind	kind	j	kind	kind	0
and	and	cc	and	and	0
kindes	kindes	n2	kinds	kind	0
of	of	pp-f	of	of	0
wares	wares	n2	wares	ware	0
,	,	,	,	,	0
marchandizes	marchandizes	n2	merchandizes	merchandize	0
and	and	cc	and	and	0
goods	goods	n2-j	goods	good	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
company	company	n1	company	company	0
appertaining	appertaining	vvg	appertaining	appertain	0
,	,	,	,	,	0
now	now	av	now	now	0
laden	laden	vvn	laden	lade	0
&	&	cc	&	and	0
shipped	shipped	vvn	shipped	ship	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
good	good	j	good	good	0
ship	ship	n1	ship	ship	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Edward	Edward	np1	Edward	Edward	0
Bonaventure	Bonaventure	np1	Bonaventure	Bonaventure	0
,	,	,	,	,	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	pc-acp	to	to	0
utter	utter	vvi	utter	utter	0
and	and	cc	and	and	0
sell	sell	vvi	fell	sell	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
best	best	js	best	best	0
commoditie	commoditie	n1	commodity	commodity	0
,	,	,	,	,	0
profit	profit	n1	profit	profit	0
and	and	cc	and	and	0
advantage	advantage	n1	advantage	advantage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
corporation	corporation	n1	corporation	corporation	0
,	,	,	,	,	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
ready	ready	j	ready	ready	0
money	money	n1	money	money	0
,	,	,	,	,	0
wares	wares	n2	wares	ware	0
&	&	cc	&	and	0
marchandises	marchandises	n2	merchandises	merchandise	0
,	,	,	,	,	0
or	or	cc	or	or	0
truck	truck	vvd	truck	truck	0
,	,	,	,	,	0
presently	presently	av-j	presently	present	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
time	time	n1	time	time	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
&	&	cc	&	and	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
shal	shal	vmb	shall	shall	0
require	require	vvi	require	require	0
:	:	:	:	:	0
and	and	cc	and	and	0
all	all	d	all	all	0
such	such	d	such	such	0
wares	wares	n2	wares	ware	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
or	or	cc	or	or	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
shal	shal	vmb	shall	shall	0
buy	buy	vvi	buy	buy	0
,	,	,	,	,	0
trucke	trucke	vvi	truck	truck	0
,	,	,	,	,	0
or	or	cc	or	or	0
provide	provide	vvi	provide	provide	0
,	,	,	,	,	0
or	or	cc	or	or	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bought	bought	vvn	bought	buy	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
company	company	n1	company	company	0
to	to	pc-acp	to	to	0
lade	lade	vvi	lade	lade	0
them	them	pno32	them	they	0
homeward	homeward	av	homeward	homeward	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
order	order	n1	order	order	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
prudent	prudent	j	prudent	prudent	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
marchandises	marchandises	n2	merchandises	merchandise	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
,	,	,	,	,	0
and	and	cc	and	and	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
appertaine	appertaine	vvi	appertain	appertain	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
article	article	n1	article	article	0
extendeth	extendeth	vvz	extendeth	extend	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
John	John	np1	John	John	0
Brooke	Brooke	vvi	Brook	brook	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Wardhouse	Wardhouse	np1	Wardhouse	Wardhouse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
17.	17.	crd	17.	17.	0
and	and	cc	and	and	0
18.	18.	crd	18.	18.	0
articles	articles	n2	articles	article	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
commission	commission	n1	commission	commission	0
appeareth	appeareth	vvz	appears	appear	0
.	.	.	.	.	1
2	2	crd	2	2	0
Item	Item	n1	Item	item	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
committed	committed	vvn	committed	commit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
above	above	a-acp	above	above	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
binde	binde	vvi	bind	bind	0
&	&	cc	&	and	0
charge	charge	vvi	charge	charge	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
company	company	n1	company	company	0
by	by	p-acp	by	by	0
debt	debt	n1	debt	debt	0
for	for	p-acp	for	for	0
wares	wares	n2	wares	ware	0
upon	upon	p-acp	upon	upon	0
credit	credit	n1	credit	credit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
good	good	j	good	good	0
opportunitie	opportunitie	n1	opportunity	opportunity	0
and	and	cc	and	and	0
occasion	occasion	n1	occasion	occasion	0
shal	shal	vmb	shall	shall	0
serve	serve	vvi	serve	serve	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
charge	charge	vvi	charge	charge	0
and	and	cc	and	and	0
bind	bind	vvi	bind	bind	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
company	company	n1	company	company	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
successors	successors	n2	successors	successor	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
paiments	paiments	n2	payments	payment	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
things	things	n2	things	thing	0
as	as	p-acp	as	as	0
281	281	crd	281	281	1
