RICHARD	RICHARD	np1	RICHARD	Richard	0
a	a	dt	a	a	0
true	true	j	true	true	0
note	note	n1	note	note	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
doe	doe	vdb	do	do	0
come	come	vvi	come	come	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
countrey	countrey	n1	country	country	0
ech	ech	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
doth	doth	vdz	does	do	0
grow	grow	vvi	grow	grow	0
,	,	,	,	,	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
naturali	naturali	fw-la	naturali	naturali	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
ech	ech	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
how	how	c-crq	how	how	0
neere	neere	av-j	near	near	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
city	city	n1	city	city	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
sea	sea	n1	sea	sea	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
portable	portable	j	portable	portable	0
river	river	n1	river	river	0
in	in	p-acp	in	in	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
Persia	Persia	np1	Persia	Persia	0
,	,	,	,	,	0
or	or	cc	or	or	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
.	.	.	.	.	1
15	15	crd	15	15	0
If	If	cs	If	if	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
returne	returne	vvb	return	return	0
you	you	pn22	you	you	0
could	could	vmd	could	can	0
procure	procure	vvi	procure	procure	0
a	a	dt	a	a	0
singular	singular	j	singular	singular	0
good	good	j	good	good	0
workeman	workeman	n1	workman	workman	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
arte	arte	n1	art	art	0
of	of	pp-f	of	of	0
Turkish	Turkish	jp	Turkish	turkish	0
carpet	carpet	n1	carpet	carpet	0
making	making	vvg	making	make	0
,	,	,	,	,	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
arte	arte	n1	art	art	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
thereby	thereby	av	thereby	thereby	0
increase	increase	vvi	increase	increase	0
worke	worke	n1	work	work	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
company	company	n1	company	company	0
.	.	.	.	.	1
Commission	Commission	n1	Commission	commission	0
given	given	vvn	given	give	0
by	by	p-acp	by	by	0
sir	sir	n1	sir	sir	0
Rowland	Rowland	np1	Rowland	Rowland	0
Hayward	Hayward	np1	Hayward	Hayward	0
[	[	[	[	[	0
I	I	pns11	I	i	0
-	-	-	-	-	0
433J	433J	np2	433J	433j	0
knight	knight	n1	knight	knight	0
,	,	,	,	,	0
and	and	cc	and	and	0
George	George	np1	George	George	0
Barne	Barne	n1	Bairn	bairn	0
,	,	,	,	,	0
Aidermen	Aidermen	n2	Aidermen	aiderman	0
and	and	cc	and	and	0
governours	governours	n2	governors	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
English	English	jp	English	english	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
trades	trades	n2	trades	trade	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
Arthur	Arthur	np1	Arthur	Arthur	0
Pet	Pet	n1	Pet	pet	0
,	,	,	,	,	0
and	and	cc	and	and	0
Charles	Charles	np1	Charles	Charles	0
Jackman	Jackman	np1	Jackman	Jackman	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
voyage	voyage	n1	voyage	voyage	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
Cathay	Cathay	np1	Cathay	Cathay	0
,	,	,	,	,	0
1580.	1580.	crd	1580.	1580.	0
in	in	p-acp	in	in	0
forme	forme	n1	form	form	0
following	following	vvg	following	follow	0
.	.	.	.	.	1
N	N	sy	N	n	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
Almightie	Almightie	j-jn	Almighty	almighty	0
,	,	,	,	,	0
and	and	cc	and	and	0
everlasting	everlasting	j	everlasting	everlasting	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
This	This	np1	This	This	0
writing	writing	vvg	writing	write	0
for	for	p-acp	for	for	0
commission	commission	n1	commission	commission	0
Tripartite	Tripartite	j	Tripartite	tripartite	0
,	,	,	,	,	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
twentieth	twentieth	ord	twentieth	twenty	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
May	May	np1	May	May	0
Anno	Anno	fw-la	Anno	anno	0
Dom.	Dom.	np1	Dom.	Dom.	1
1580.	1580.	crd	1580.	1580.	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
22.	22.	crd	22.	22.	0
yeere	yeere	n1	year	year	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reigne	reigne	n1	reign	reign	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Sovereigne	Sovereigne	j-jn	Sovereign	sovereign	0
Lady	Lady	n1	Lady	lady	0
Elizabeth	Elizabeth	np1	Elizabeth	Elizabeth	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
France	France	np1	France	France	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
defender	defender	n1	defender	defender	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
Betweene	Betweene	p-acp	Between	between	0
sir	sir	n1	sir	sir	0
Rowland	Rowland	np1	Rowland	Rowland	0
Hayward	Hayward	np1	Hayward	Hayward	0
knight	knight	n1	knight	knight	0
,	,	,	,	,	0
and	and	cc	and	and	0
George	George	np1	George	George	0
Barne	Barne	n1	Bairn	bairn	0
,	,	,	,	,	0
Aidermen	Aidermen	n2	Aidermen	aiderman	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
and	and	cc	and	and	0
Governours	Governours	n2	Governors	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
English	English	jp	English	english	0
Merchants	Merchants	n2	Merchant's	merchant	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
discovery	discovery	n1	discovery	discovery	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
251	251	crd	251	251	1
