Hunc	Hunc	fw-la	Hunc	hunc	0
vanities	vanities	n2	vanities	vanity	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
fable	fable	n1	fable	fable	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
appeare	appeare	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
probable	probable	j	probable	probable	0
,	,	,	,	,	0
&	&	cc	&	and	0
agreeable	agreeable	j	agreeable	agreeable	0
to	to	p-acp	to	to	0
reason	reason	n1	reason	reason	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
what	what	r-crq	what	what	0
be	be	vbb	be	be	0
those	those	d	those	those	0
vanities	vanities	n2	vanities	vanity	0
?	?	?	?	?	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
they	they	pns32	they	they	0
feine	feine	vvb	feign	feign	0
certaine	certaine	j	certain	certain	0
ghosts	ghosts	n2	ghosts	ghost	0
answering	answering	vvg	answering	answer	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
going	going	vvg	going	go	0
to	to	pc-acp	to	to	0
mount	mount	vvi	mount	mount	0
Hecla	Hecla	np1	Hecla	Hecla	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
same	same	d	same	same	0
Cardane	Cardane	np1	Cardane	Cardane	0
saith	saith	vvz	says	say	0
.	.	.	.	.	1
And	And	cc	And	and	0
further	further	av-jc	further	further	0
he	he	pns31	he	he	0
addeth	addeth	vvz	adds	add	0
.	.	.	.	.	1
Neither	Neither	av-d	Neither	neither	0
in	in	p-acp	in	in	0
Island	Island	n1	Island	island	0
only	only	av-j	only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
every	every	d	every	every	0
where	where	r-crq	where	where	0
(	(	(	(	(	0
albeit	albeit	cs	albeit	albeit	0
seidome	seidome	n1	seidome	seidome	0
)	)	)	)	)	0
such	such	d	such	such	0
things	things	n2	things	thing	0
come	come	vvb	come	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
he	he	pns31	he	he	0
tels	tels	vvz	tells	tell	0
this	this	d	this	this	0
storie	storie	n1	story	story	0
following	following	vvg	following	follow	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man-killing	man-killing	j	man-killing	man-killing	0
spright	spright	n1	spright	spirit	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
solemnized	solemnized	vvn	solemnized	solemnize	0
this	this	d	this	this	0
last	last	ord	last	last	0
yeare	yeare	n1	year	year	0
the	the	dt	the	the	0
funerali	funerali	fw-la	funerali	funerali	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
common	common	j	common	common	0
citizen	citizen	n1	citizen	citizen	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gate	gate	n1	gate	gate	0
neare	neare	av-j	near	near	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
great	great	j	great	great	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
marketplace	marketplace	n1	marketplace	marketplace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
herbs	herbs	n2	herbs	herb	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
toong	toong	n1	tongue	tongue	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
herbmarket	herbmarket	n1	herbmarket	herbmarket	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
meets	meets	vvz	meets	meet	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
:	:	:	:	:	0
I	I	pns11	I	i	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
custome	custome	n1	custom	custom	0
of	of	pp-f	of	of	0
Phisitians	Phisitians	n2	Physicians	physician	0
)	)	)	)	)	0
presently	presently	av-j	presently	present	0
aske	aske	vvi	ask	ask	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
disease	disease	n1	disease	disease	0
the	the	dt	the	the	0
man	man	n1	man	man	0
died	died	vvn	died	die	0
?	?	?	?	?	0
he	he	pns31	he	he	0
giveth	giveth	vvz	gives	give	0
me	me	pno11	me	i	0
answere	answere	vvi	answer	answer	0
that	that	cst	that	that	0
this	this	d	this	this	0
man	man	n1	man	man	0
used	used	vvd	used	use	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
home	home	av-an	home	home	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
labour	labour	n1	labour	labour	0
3.	3.	crd	3.	3.	0
houres	houres	n2	hours	hour	0
within	within	p-acp	within	within	0
night	night	n1	night	night	0
:	:	:	:	:	0
one	one	pi	one	one	0
night	night	n1	night	night	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
he	he	pns31	he	he	0
espied	espied	vvd	espied	espy	0
an	an	dt	and	a	0
hobgoblin	hobgoblin	n1	hobgoblin	hobgoblin	0
pursuing	pursuing	vvg	pursuing	pursue	0
him	him	pno31	him	he	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
,	,	,	,	,	0
he	he	pns31	he	he	0
ran	ran	vvd	ran	run	0
away	away	av	away	away	0
with	with	p-acp	with	with	0
al	al	d	all	all	0
speed	speed	n1	speed	speed	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
being	being	vbg	being	be	0
caught	caught	vvn	caught	catch	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
spright	spright	n1	spright	spirit	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
throwne	throwne	vvn	thrown	throw	0
down	down	a-acp	down	down	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
.	.	.	.	.	1
He	He	pns31	He	he	0
would	would	vmd	would	will	0
faine	faine	av-j	feign	fain	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
shout	shout	n1	shout	shout	0
,	,	,	,	,	0
&	&	cc	&	and	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
able	able	j	able	able	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
length	length	n1	length	length	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
spright	spright	n1	spright	spirit	0
&	&	cc	&	and	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
struggled	struggled	vvn	struggled	struggle	0
together	together	av	together	together	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
a	a	dt	a	a	0
good	good	j	good	good	0
while	while	n1	while	while	0
)	)	)	)	)	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
found	found	vvn	found	find	0
by	by	p-acp	by	by	0
certain	certain	j	certain	certain	0
passengers	passengers	n2	passengers	passenger	0
,	,	,	,	,	0
&	&	cc	&	and	0
carried	carried	vvd	carried	carry	0
home	home	av-an	home	home	0
halfe	halfe	av-jn	half	half	0
dead	dead	j	dead	dead	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
himselfe	himselfe	px31	himself	himself	0
againe	againe	av	again	again	0
,	,	,	,	,	0
being	being	vbg	being	be	0
asked	asked	vvn	asked	ask	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
he	he	pns31	he	he	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
tolde	tolde	vvd	told	tell	0
this	this	d	this	this	0
strange	strange	j	strange	strange	0
relation	relation	n1	relation	relation	0
.	.	.	.	.	1
Hereupon	Hereupon	av	Hereupon	hereupon	0
(	(	(	(	(	0
being	being	vbg	being	be	0
utterly	utterly	av-j	utterly	utter	0
daunted	daunted	vvn	daunted	daunt	0
,	,	,	,	,	0
&	&	cc	&	and	0
discouraged	discouraged	vvn	discouraged	discourage	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
neither	neither	av-dx	neither	neither	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
by	by	p-acp	by	by	0
Phisitians	Phisitians	n2	Physicians	physician	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
by	by	p-acp	by	by	0
Priests	Priests	n2	Priests	priest	0
,	,	,	,	,	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
things	things	n2	things	thing	0
were	were	vbdr	were	be	0
but	but	p-acp	but	but	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
conceits	conceits	n2	conceits	conceit	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
such	such	d	such	such	0
matter	matter	n1	matter	matter	0
)	)	)	)	)	0
8.	8.	crd	8.	8.	0
daies	daies	n2	days	day	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
died	died	vvd	died	die	0
.	.	.	.	.	1
I	I	pns11	I	i	0
heard	heard	vvd	herd	hear	0
also	also	av	also	also	0
afterward	afterward	av	afterwards	afterward	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
his	his	po31	his	his	0
neighbors	neighbors	n2	neighbours	neighbour	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
could	could	vmd	could	can	0
more	more	av-dc	more	more	0
constantly	constantly	av-j	constantly	constant	0
affirme	affirme	vvi	affirm	affirm	0
himselfe	himselfe	px31	himself	himself	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wounded	wounded	vvn	wounded	wound	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
enemy	enemy	n1	enemy	enemy	0
,	,	,	,	,	0
then	then	cs	then	than	0
this	this	d	this	this	0
man	man	n1	man	man	0
did	did	vdd	did	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
121	121	crd	121	121	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
was	was	vbds	was	be	0
cast	cast	vvn	cast	cast	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
ghost	ghost	n1	ghost	ghost	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
some	some	d	some	some	0
demanded	demanded	vvd	demanded	demand	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
tumbled	tumbled	vvn	tumbled	tumble	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
?	?	?	?	?	1
The	The	dt	The	the	0
dead	dead	j	dead	dead	0
man	man	n1	man	man	0
(	(	(	(	(	0
quoth	quoth	vvd	quoth	quoth	0
he	he	pns31	he	he	0
)	)	)	)	)	0
laying	laying	vvg	laying	lay	0
his	his	po31	his	his	0
hands	hands	n2	hands	hand	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
throat	throat	n1	throat	throat	0
,	,	,	,	,	0
went	went	vvd	went	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
strangle	strangle	vvi	strangle	strangle	0
me	me	pno11	me	i	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
any	any	d	any	any	0
remedy	remedy	n1	remedy	remedy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
defending	defending	vvg	defending	defend	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
with	with	p-acp	with	with	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
others	others	n2-jn	others	other	0
doubted	doubted	vvd	doubted	doubt	0
least	least	cs	lest	lest	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
suffer	suffer	vvi	suffer	suffer	0
these	these	d	these	these	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
living	living	j-vvg	living	live	0
man	man	n1	man	man	0
,	,	,	,	,	0
they	they	pns32	they	they	0
asked	asked	vvd	asked	ask	0
him	him	pno31	him	he	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
discerne	discerne	vvi	discern	discern	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
man	man	n1	man	man	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
living	living	n-vvg	living	live	0
?	?	?	?	?	1
To	To	p-acp	To	to	0
this	this	d	this	this	0
,	,	,	,	,	0
he	he	pns31	he	he	0
rendered	rendered	vvd	rendered	render	0
a	a	dt	a	a	0
very	very	j	very	very	0
probable	probable	j	probable	probable	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
saying	saying	vvg	saying	say	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
seemed	seemed	vvd	seemed	seem	0
in	in	p-acp	in	in	0
handling	handling	vvg	handling	handle	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
like	like	j	like	like	0
Cottum	Cottum	n1	Cottum	cottum	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
weight	weight	n1	weight	weight	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
held	held	vvd	held	hold	0
him	him	pno31	him	he	0
down	down	a-acp	down	down	0
by	by	p-acp	by	by	0
maine	maine	j	main	main	0
force	force	n1	force	force	0
.	.	.	.	.	1
And	And	cc	And	and	0
presently	presently	av-j	presently	present	0
after	after	c-acp	after	after	0
he	he	pns31	he	he	0
addeth	addeth	vvz	adds	add	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
like	like	j	like	like	0
manner	manner	n1	manner	manner	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
Island	Island	n1	Island	island	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
desert	desert	n1	desert	desert	0
sands	sands	n2	sands	sand	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
/	/	/	/	/	0
Egypt	Egypt	np1	Egypt	Egypt	0
,	,	,	,	,	0
Ethiopia	Ethiopia	np1	Ethiopia	Ethiopia	0
,	,	,	,	,	0
and	and	cc	and	and	0
India	India	np1	India	India	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
sunne	sunne	n1	sun	sun	0
is	is	vbz	is	be	0
hoat	hoat	j	hot	hot	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	av	very	very	0
same	same	d	same	same	0
apparitions	apparitions	n2	apparitions	apparition	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
sprights	sprights	n2	sprights	spright	0
are	are	vbr	are	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
delude	delude	vvi	delude	delude	0
wayfaring	wayfaring	vvg	wayfaring	wayfare	0
men	men	n2	men	man	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
much	much	av-d	much	much	0
Cardane	Cardane	np1	Cardane	Cardane	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
(	(	(	(	(	0
I	I	pns11	I	i	0
trow	trow	vvb	trow	trow	0
)	)	)	)	)	0
no	no	dx	no	no	0
man	man	n1	man	man	0
will	will	vmb	will	will	0
conclude	conclude	vvi	conclude	conclude	0
as	as	p-acp	as	as	0
our	our	po12	our	our	0
writers	writers	n2	writers	writer	0
of	of	pp-f	of	of	0
Island	Island	n1	Island	island	0
do	do	vdb	do	do	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
/	/	/	/	/	0
Egypt	Egypt	np1	Egypt	Egypt	0
,	,	,	,	,	0
.	.	.	.	.	1
/	/	/	/	/	0
Ethiopia	Ethiopia	np1	Ethiopia	Ethiopia	0
,	,	,	,	,	0
and	and	cc	and	and	0
India	India	np1	India	India	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
prison	prison	n1	prison	prison	0
of	of	pp-f	of	of	0
damned	damned	j-vvn	damned	damn	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
these	these	d	these	these	0
things	things	n2	things	thing	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Cardane	Cardane	np1	Cardane	Cardane	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
bring	bring	vvi	bring	bring	0
even	even	av	even	even	0
the	the	dt	the	the	0
testimony	testimony	n1	testimony	testimony	0
of	of	pp-f	of	of	0
strangers	strangers	n2	strangers	stranger	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
such	such	d	such	such	0
monstrous	monstrous	j	monstrous	monstrous	0
fables	fables	n2	fables	fable	0
.	.	.	.	.	1
This	This	d	This	this	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
Cardane	Cardane	np1	Cardane	Cardane	0
implieth	implieth	vvz	implieth	impli	0
these	these	d	these	these	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
y*	y*	n1	y*	y*	0
apparitions	apparitions	n2	apparitions	apparition	0
of	of	pp-f	of	of	0
sprights	sprights	n2	sprights	spright	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
Island	Island	n1	Island	island	0
alone	alone	av-j	alone	alone	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
thing	thing	n1	thing	thing	0
al	al	d	all	all	0
men	men	n2	men	man	0
know	know	vvb	know	know	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
maliciously	maliciously	av-j	maliciously	malicious	0
feigne	feigne	vvi	feign	feign	0
themselves	themselves	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ignorant	ignorant	j	ignorant	ignorant	0
)	)	)	)	)	0
And	And	cc	And	and	0
secondly	secondly	ord	secondly	second	0
that	that	d	that	that	0
that	that	cst	that	that	0
conference	conference	n1	conference	conference	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
living	living	n-vvg	living	live	0
in	in	p-acp	in	in	0
ye	ye	pn22	you	you	0
gulfe	gulfe	n1	gulf	gulf	0
of	of	pp-f	of	of	0
Hecla	Hecla	np1	Hecla	Hecla	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
grounded	grounded	vvn	grounded	ground	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
certainty	certainty	n1	certainty	certainty	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
upon	upon	p-acp	upon	upon	0
fables	fables	n2	fables	fable	0
coined	coined	vvn	coined	coin	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
idle	idle	j	idle	idle	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
being	being	vbg	being	be	0
more	more	av-dc	more	more	0
vaine	vaine	j	vain	vain	0
then	then	cs	then	than	0
any	any	d	any	any	0
bubble	bubble	n1	bubble	bubble	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
brutish	brutish	j	brutish	brutish	0
common	common	j	common	common	0
sort	sort	n1	sort	sort	0
have	have	vhb	have	have	0
used	used	vvn	used	use	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
confirme	confirme	vvi	confirm	confirm	0
their	their	po32	their	their	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tormenting	tormenting	n-vvg	tormenting	torment	0
of	of	pp-f	of	of	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
And	And	cc	And	and	0
is	is	vbz	is	be	0
there	there	pc-acp	there	there	0
any	any	d	any	any	0
man	man	n1	man	man	0
so	so	av	so	so	0
fantasticall	fantasticall	j	fantastical	fantastical	0
,	,	,	,	,	0
that	that	cst	that	that	0
wilbe	wilbe	vmb|vbi	will	will|be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
beleeve	beleeve	vvi	believe	believe	0
these	these	d	these	these	0
gulfes	gulfes	n2	gulfs	gulf	0
,	,	,	,	,	0
mentioned	mentioned	vvn	mentioned	mention	0
by	by	p-acp	by	by	0
writers	writers	n2	writers	writer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
any	any	d	any	any	0
where	where	q-crq	where	where	0
extant	extant	j	extant	extant	0
,	,	,	,	,	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
never	never	av-x	never	never	0
so	so	av	so	so	0
ful	ful	j	full	full	0
of	of	pp-f	of	of	0
dead	dead	j	dead	dead	0
mens	mens	ng2	men's	man	0
miracles	miracles	n2	miracles	miracle	0
?	?	?	?	?	0
yea	yea	uh	yea	yea	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
from	from	p-acp	from	from	0
hence	hence	av	hence	hence	0
also	also	av	also	also	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
,	,	,	,	,	0
y*	y*	n1	y*	y*	0
reproches	reproches	n2	reproaches	reproach	0
are	are	vbr	are	be	0
justly	justly	av-j	justly	just	0
used	used	vvn	used	use	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
y*	y*	n1	y*	y*	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
more	more	av-dc	more	more	0
base	base	j	base	base	0
,	,	,	,	,	0
&	&	cc	&	and	0
worth-lesse	worth-lesse	j	worthless	worthless	0
then	then	av	then	then	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
conteineth	conteineth	vvz	containeth	contain	0
hell	hell	n1	hell	hell	0
within	within	p-acp	within	within	0
the	the	dt	the	the	0
bounds	bounds	n2	bounds	bound	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	1
This	This	np1	This	This	0
verely	verely	av-j	verily	very	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
good	good	j	good	good	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
gotten	gotten	vvn	got	get	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
122	122	crd	122	122	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
historiographers	historiographers	n2	historiographers	historiographer	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
bin	bin	vbn	been	be	0
so	so	av	so	so	0
greedy	greedy	j	greedy	greedy	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
novelties	novelties	n2	novelties	novelty	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
bred	bred	vvn	bred	breed	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sottish-nes	sottish-nes	j	sottishness	sottishness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
people	people	n1	people	people	0
hath	hath	vhz	hath	have	0
hitherto	hitherto	av	hitherto	hitherto	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
bene	bene	vbi	be	be	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
overthrowen	overthrowen	vvn	overthrown	overthrow	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
foolish	foolish	j	foolish	foolish	0
&	&	cc	&	and	0
vaine	vaine	j	vain	vain	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
being	being	vbg	being	be	0
devised	devised	vvn	devised	devise	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
upbrayding	upbrayding	vvg	upbraiding	upbraid	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
nation	nation	n1	nation	nation	0
.	.	.	.	.	1
Wherefore	Wherefore	q-crq	Wherefore	wherefore	0
,	,	,	,	,	0
proceede	proceede	vvb	proceed	proceed	0
(	(	(	(	(	0
friendly	friendly	j	friendly	friendly	0
Reader	Reader	n1	Reader	reader	0
)	)	)	)	)	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
farther	farther	av-jc	farther	far	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
philosophy	philosophy	n1	philosophy	philosophy	0
of	of	pp-f	of	of	0
infernali	infernali	fw-la	infernali	infernali	0
secrets	secrets	n2-jn	secrets	secret	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
ninth	ninth	ord	ninth	nine	0
section	section	n1	section	section	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
But	But	cc-acp	But	but	0
round	round	av-j	round	round	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Hand	Hand	n1	Hand	hand	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
