372	372	crd	372	372	0
,	,	,	,	,	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
wood	wood	n1	wood	wood	0
of	of	pp-f	of	of	0
aloes	aloes	n2	aloes	aloe	0
,	,	,	,	,	0
Campheir	Campheir	np1	Campheir	Campheir	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
.	.	.	.	.	1
Marchants	Marchants	ng1	Merchants	merchant	0
comming	comming	vvg	coming	come	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
region	region	n1	region	region	0
for	for	p-acp	for	for	0
traffique	traffique	n1	traffic	traffic	0
do	do	vdb	do	do	0
usually	usually	av-j	usually	usual	0
bring	bring	vvi	bring	bring	0
wl	wl	vvi	wl	wl	0
them	them	pno32	them	they	0
fat	fat	j	fat	fat	0
men	men	n2	men	man	0
,	,	,	,	,	0
selling	selling	vvg	selling	sell	0
them	them	pno32	them	they	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
sei	sei	n1	sei	sei	0
hogs	hogs	n2	hogs	hog	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
immediatly	immediatly	av-j	immediately	immediate	0
kil	kil	vvi	kill	kill	0
&	&	cc	&	and	0
eat	eat	vvi	eat	eat	0
them	them	pno32	them	they	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
island	island	n1	island	island	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
Sumatra	Sumatra	np1	Sumatra	Sumatra	0
.	.	.	.	.	0
south	south	n1	south	south	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
another	another	j-jn	another	another	0
kingdome	kingdome	n1	kingdom	kingdom	0
called	called	vvn	called	call	0
Simoltra	Simoltra	fw-la	Simoltra	simoltra	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
both	both	d	both	both	0
men	men	n2	men	man	0
and	and	cc	and	and	0
women	women	n2	women	woman	0
marke	marke	vvb	mark	mark	0
themselves	themselves	px32	themselves	themselves	0
with	with	p-acp	with	with	0
red-hot	red-hot	j	redhot	redhot	0
yron	yron	n1	iron	iron	0
in	in	p-acp	in	in	0
12.	12.	crd	12.	12.	0
sundry	sundry	j	sundry	sundry	0
spots	spots	n2	spots	spot	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
faces	faces	n2	faces	face	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
nation	nation	n1	nation	nation	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
continual	continual	j	continual	continual	0
warre	warre	n1	war	war	0
with	with	p-acp	with	with	0
certaine	certaine	j	certain	certain	0
naked	naked	j	naked	naked	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
region	region	n1	region	region	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
I	I	pns11	I	i	0
traveled	traveled	vvd	traveled	travel	0
further	further	av-jc	further	further	0
unto	unto	p-acp	unto	unto	0
another	another	j-jn	another	another	0
Java	Java	np1	Java	Java	0
.	.	.	.	.	0
island	island	n1	island	island	0
called	called	vvn	called	call	0
Java	Java	np1	Java	Java	0
,	,	,	,	,	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
whereof	whereof	c-crq	whereof	whereof	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
is	is	vbz	is	be	0
3000.	3000.	crd	3000.	3000.	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
[	[	[	[	[	0
II.	II.	crd	II	ii	0
i	i	sy	i	i	0
.	.	.	.	.	1
57.	57.	crd	57.	57	0
]	]	]	]	]	0
miles	miles	ng2	miles	mile	0
<	<	<	<	<	0
The	The	dt	The	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Hand	Hand	n1	Hand	hand	0
hath	hath	vhz	hath	have	0
7.	7.	crd	7.	7.	0
other	other	j-jn	other	other	0
crowned	crowned	vvn	crowned	crown	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
416	416	crd	416	416	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
kings	kings	ng1	kings	king	0
under	under	p-acp	under	under	0
his	his	po31	his	his	0
jurisdiction	jurisdiction	n1	jurisdiction	jurisdiction	0
.	.	.	.	.	1
The	The	dt	The	the	0
said	said	j-vvn	said	say	0
Hand	Hand	n1	Hand	hand	0
is	is	vbz	is	be	0
throughly	throughly	av-j	thoroughly	thorough	0
inhabited	inhabited	vvn	inhabited	inhabit	0
,	,	,	,	,	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
thought	thought	vvn	thought	think	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
principali	principali	fw-la	principali	principali	0
Hands	Hands	n2	Hands	hand	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Hand	Hand	n1	Hand	hand	0
there	there	a-acp	there	there	0
groweth	groweth	vvz	grows	grow	0
great	great	j	great	great	0
plenty	plenty	n1	plenty	plenty	0
of	of	pp-f	of	of	0
cloves	cloves	n2	cloves	clove	0
,	,	,	,	,	0
cubibez	cubibez	fw-fr	cubibez	cubibez	0
,	,	,	,	,	0
and	and	cc	and	and	0
nutmegs	nutmegs	n2	nutmegs	nutmeg	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
word	word	n1	word	word	0
all	all	d	all	all	0
kinds	kinds	n2	kinds	kind	0
of	of	pp-f	of	of	0
spices	spices	n2	spices	spice	0
are	are	vbr	are	be	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
had	had	vhn	had	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
victuals	victuals	n2	victuals	victual	0
except	except	c-acp	except	except	0
wine	wine	n1	wine	wine	0
.	.	.	.	.	1
The	The	dt	The	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
Java	Java	np1	Java	Java	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
brave	brave	j	brave	brave	0
and	and	cc	and	and	0
sumptuous	sumptuous	j	sumptuous	sumptuous	0
pallace	pallace	n1	palace	palace	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
loftily	loftily	av-j	loftily	lofty	0
built	built	vvn	built	build	0
,	,	,	,	,	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
any	any	d	any	any	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
most	most	av-ds	most	most	0
high	high	j	high	high	0
greeses	greeses	ng1	greeses	grief	0
&	&	cc	&	and	0
stayers	stayers	n2	stayers	stayer	0
to	to	pc-acp	to	to	0
ascend	ascend	vvi	ascend	ascend	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
roomes	roomes	n2	rooms	room	0
therin	therin	av	therein	therein	0
contained	contained	vvn	contained	contain	0
,	,	,	,	,	0
one	one	crd	one	one	0
stayre	stayre	n1	stair	stair	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
,	,	,	,	,	0
&	&	cc	&	and	0
another	another	j-jn	another	another	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
throughout	throughout	p-acp	throughout	throughout	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
building	building	n1	building	building	0
.	.	.	.	.	1
Also	Also	av	Also	also	0
the	the	dt	the	the	0
lower	lower	jc	lower	low	0
roomes	roomes	n2	rooms	room	0
were	were	vbdr	were	be	0
paved	paved	vvn	paved	pave	0
all	all	d	all	all	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
one	one	crd	one	one	0
square	square	j-jn	square	square	0
plate	plate	n1	plate	plate	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
,	,	,	,	,	0
&	&	cc	&	and	0
another	another	j-jn	another	another	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
.	.	.	.	.	1
All	All	av-d	All	all	0
the	the	dt	the	the	0
wals	wals	n2	walls	wall	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
inner	inner	j	inner	inner	0
side	side	n1	side	side	0
were	were	vbdr	were	be	0
seeled	seeled	vvn	seeled	seel	0
over	over	a-acp	over	over	0
with	with	p-acp	with	with	0
plates	plates	n2	plataeae	plate	0
of	of	pp-f	of	of	0
beaten	beaten	j-vvn	beaten	beat	0
gold	gold	n1	gold	gold	0
,	,	,	,	,	0
wherupon	wherupon	r-crq	whereupon	whereupon	0
were	were	vbdr	were	be	0
ingraven	ingraven	vvn	engraven	engrave	0
ye	ye	pn22	you	you	0
pictures	pictures	n2	pictures	picture	0
of	of	pp-f	of	of	0
knights	knights	n2	knights	knight	0
,	,	,	,	,	0
having	having	vhg	having	have	0
about	about	p-acp	about	about	0
their	their	po32	their	their	0
temples	temples	n2	temples	temple	0
,	,	,	,	,	0
ech	ech	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
wreath	wreath	n1	wreathe	wreath	0
of	of	pp-f	of	of	0
golde	golde	n1	gold	gold	0
,	,	,	,	,	0
adorned	adorned	vvn	adorned	adorn	0
with	with	p-acp	with	with	0
precious	precious	j	precious	precious	0
stones	stones	n2	stones	stone	0
.	.	.	.	.	1
The	The	dt	The	the	0
roofe	roofe	n1	roof	roof	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
palace	palace	n1	palace	palace	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
gold	gold	n1	gold	gold	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
this	this	d	this	this	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Java	Java	np1	Java	Java	0
the	the	dt	the	the	0
great	great	j	great	great	0
Can	Can	vmb	Can	can	0
of	of	pp-f	of	of	0
Catay	Catay	n1	Catay	catay	0
hath	hath	vhz	hath	have	0
had	had	vhn	had	have	0
many	many	d	many	many	0
conflictes	conflictes	n2	conflicts	conflict	0
in	in	p-acp	in	in	0
war	war	n1	war	war	0
:	:	:	:	:	0
whom	whom	r-crq	whom	who	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
king	king	n1	king	king	0
hath	hath	vhz	hath	have	0
alwayes	alwayes	av	always	always	0
overcome	overcome	vvn	overcome	overcome	0
&	&	cc	&	and	0
vanquished	vanquished	vvn	vanquished	vanquish	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Of	Of	pp-f	Of	of	0
certaine	certaine	j	certain	certain	0
trees	trees	n2	trees	tree	0
yeelding	yeelding	vvg	yielding	yield	0
meale	meale	n1	meal	meal	0
,	,	,	,	,	0
hony	hony	n1	honey	honey	0
,	,	,	,	,	0
and	and	cc	and	and	0
poyson	poyson	n1	poison	poison	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
NEere	NEere	av-j	Near	near	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Hand	Hand	n1	Hand	hand	0
is	is	vbz	is	be	0
another	another	j-jn	another	another	0
countrey	countrey	n1	country	country	0
called	called	vvn	called	call	0
Panten	Panten	np1	Panten	Panten	0
,	,	,	,	,	0
or	or	cc	or	or	0
Tathalamasin	Tathalamasin	np1	Tathalamasin	Tathalamasin	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
country	country	n1	country	country	0
hath	hath	vhz	hath	have	0
many	many	d	many	many	0
Hands	Hands	n2	Hands	hand	0
under	under	p-acp	under	under	0
his	his	po31	his	his	0
dominion	dominion	n1	dominion	dominion	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
land	land	n1	land	land	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
trees	trees	n2	trees	tree	0
yeelding	yeelding	vvg	yielding	yield	0
meale	meale	n1	meal	meal	0
,	,	,	,	,	0
hony	hony	n1	honey	honey	0
,	,	,	,	,	0
&	&	cc	&	and	0
wine	wine	n1	wine	wine	0
,	,	,	,	,	0
&	&	cc	&	and	0
:	:	:	:	:	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
deadly	deadly	j	deadly	deadly	0
poison	poison	n1	poison	poison	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
ye	ye	pn22	you	you	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	pi	one	one	0
only	only	j	only	only	0
remedy	remedy	n1	remedy	remedy	0
:	:	:	:	:	0
&	&	cc	&	and	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
this	this	d	this	this	0
:	:	:	:	:	0
if	if	cs	if	if	0
any	any	d	any	any	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
poyson	poyson	n1	poison	poison	0
,	,	,	,	,	0
&	&	cc	&	and	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
therof	therof	av	thereof	thereof	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
temper	temper	vvi	temper	temper	0
the	the	dt	the	the	0
dung	dung	n1	dung	dung	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
water	water	n1	water	water	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
drinke	drinke	vvi	drink	drink	0
a	a	dt	a	a	0
good	good	j	good	good	0
quantitie	quantitie	n1	quantity	quantity	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
expels	expels	vvz	expels	expel	0
the	the	dt	the	the	0
poyson	poyson	n1	poison	poison	0
immediatly	immediatly	av-j	immediately	immediate	0
,	,	,	,	,	0
making	making	vvg	making	make	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
fiinde-ment	fiinde-ment	j	fiinde-ment	fiinde-ment	0
.	.	.	.	.	1
Meale	Meale	n1	Meal	meal	0
is	is	vbz	is	be	0
produced	produced	vvn	produced	produce	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
trees	trees	n2	trees	tree	0
after	after	p-acp	after	after	0
this	this	d	this	this	0
maner	maner	n1	manner	manner	0
.	.	.	.	.	1
They	They	pns32	They	they	0
be	be	vbb	be	be	0
mighty	mighty	j	mighty	mighty	0
huge	huge	j	huge	huge	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
cut	cut	vvn	cut	cut	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
axe	axe	n1	axe	axe	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
issueth	issueth	vvz	issueth	issue	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
stocke	stocke	n1	stock	stock	0
a	a	dt	a	a	0
certain	certain	j	certain	certain	0
licour	licour	n1	liquour	liquour	0
like	like	av-j	like	like	0
unto	unto	p-acp	unto	unto	0
gumme	gumme	n1	gum	gum	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
take	take	vvb	take	take	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IV	IV	crd	IV	iv	0
417	417	crd	417	417	0
2D	2D	crd	2D	2d	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
and	and	cc	and	and	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
bags	bags	n2	bags	bag	0
made	made	vvn	made	make	0
of	of	pp-f	of	of	0
leaves	leaves	n2	leaves	leaf	0
,	,	,	,	,	0
laying	laying	vvg	laying	lay	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
15	15	crd	15	15	0
daies	daies	n2	days	day	0
together	together	av	together	together	0
abroad	abroad	av	abroad	abroad	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sun	sun	n1	sun	sun	0
,	,	,	,	,	0
&	&	cc	&	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
15	15	crd	15	15	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
licour	licour	n1	liquour	liquour	0
is	is	vbz	is	be	0
throughly	throughly	av-j	thoroughly	thorough	0
parched	parched	vvn	parched	parch	0
,	,	,	,	,	0
it	it	pn31	it	it	0
becommeth	becommeth	vvz	becomes	become	0
meale	meale	n1	meal	meal	0
.	.	.	.	.	1
Then	Then	cs	Then	than	0
they	they	pns32	they	they	0
steepe	steepe	vvb	steep	steep	0
it	it	pn31	it	it	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
sea	sea	n1	sea	sea	0
water	water	n1	water	water	0
,	,	,	,	,	0
washing	washing	vvg	washing	wash	0
it	it	pn31	it	it	0
afterward	afterward	av	afterwards	afterward	0
with	with	p-acp	with	with	0
fresh	fresh	j	fresh	fresh	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
very	very	av	very	very	0
good	good	j	good	good	0
&	&	cc	&	and	0
savorie	savorie	j	savoury	savoury	0
paste	paste	n1	past	paste	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
either	either	d	either	either	0
meat	meat	n1	meat	meat	0
or	or	cc	or	or	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
thinke	thinke	vvb	think	think	0
good	good	j	good	good	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
which	which	r-crq	which	which	0
bread	bread	n1	bred	bread	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
did	did	vdd	did	do	0
eate	eate	vvi	eat	eat	0
,	,	,	,	,	0
&	&	cc	&	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
fayrer	fayrer	jc	fairer	fair	0
without	without	p-acp	without	without	0
&	&	cc	&	and	0
somewhat	somewhat	av	somewhat	somewhat	0
browne	browne	j-jn	brown	brown	0
within	within	p-acp	within	within	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
this	this	d	this	this	0
countrey	countrey	n1	country	country	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
called	called	vvn	called	call	0
Mare	Mare	fw-la	Mare	mare	0
mortuum	mortuum	fw-la	mortuum	mortuum	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
runneth	runneth	vvz	runneth	run	0
continually	continually	av-j	continually	continual	0
Southward	Southward	av-j	Southward	southward	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
ye	ye	pn22	you	you	0
which	which	r-crq	which	which	0
whosoever	whosoever	c-crq	whosoever	whosoever	0
falleth	falleth	vvz	falls	fall	0
is	is	vbz	is	be	0
never	never	av	never	never	0
seene	seene	vvn	seen	see	0
after	after	a-acp	after	after	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
countrey	countrey	n1	country	country	0
also	also	av	also	also	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
canes	canes	n2	canes	cane	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
incredible	incredible	j	incredible	incredible	0
length	length	n1	length	length	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
of	of	pp-f	of	of	0
60	60	crd	60	60	0
paces	paces	n2	paces	pace	0
high	high	j	high	high	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
&	&	cc	&	and	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
bigge	bigge	j	big	big	0
as	as	c-acp	as	as	0
trees	trees	n2	trees	tree	0
.	.	.	.	.	1
Other	Other	av-jn	Other	other	0
canes	canes	n2	canes	cane	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
also	also	av	also	also	0
called	called	vvn	called	call	0
Cassan	Cassan	np1	Cassan	Cassan	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
overspread	overspread	vvd	overspread	overspread	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
like	like	av-j	like	like	0
grasse	grasse	n1	grass	grass	0
,	,	,	,	,	0
8c	8c	av	8c	8c	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
knot	knot	n1	knot	knot	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
spring	spring	vvi	spring	spring	0
foorth	foorth	av	forth	forth	0
certaine	certaine	j	certain	certain	0
branches	branches	n2	branches	branch	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
continued	continued	vvn	continued	continue	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ground	ground	n1	ground	ground	0
almost	almost	av	almost	almost	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
mile	mile	n1	mile	mile	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
sayd	sayd	j-vvn	said	say	0
canes	canes	n2	canes	cane	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
found	found	vvn	found	find	0
certaine	certaine	j	certain	certain	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
carryeth	carryeth	vvz	carrieth	carry	0
about	about	a-acp	about	about	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
wounded	wounded	vvn	wounded	wound	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
yron	yron	n1	iron	iron	0
:	:	:	:	:	0
8c	8c	av	8c	8c	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
countrey	countrey	n1	country	country	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
,	,	,	,	,	0
carry	carry	vvb	carry	carry	0
such	such	d	such	such	0
stones	stones	n2	stones	stone	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whithersoever	whithersoever	av	whithersoever	whithersoever	0
they	they	pns32	they	they	0
goe	goe	vvb	go	go	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
also	also	av	also	also	0
cause	cause	vvi	cause	cause	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
armes	armes	n2	arms	arm	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
children	children	n2	children	child	0
,	,	,	,	,	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
yong	yong	j	young	young	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
launced	launced	vvn	lanced	lance	0
,	,	,	,	,	0
putting	putting	vvg	putting	put	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
stones	stones	n2	stones	stone	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
wound	wound	n1	wound	wound	0
,	,	,	,	,	0
healing	healing	vvg	healing	heal	0
also	also	av	also	also	0
,	,	,	,	,	0
and	and	cc	and	and	0
closing	closing	vvg	closing	close	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
wound	wound	n1	wound	wound	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
powder	powder	n1	powder	powder	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
fish	fish	n1	fish	fish	0
(	(	(	(	(	0
the	the	dt	the	the	0
name	name	n1	name	name	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
powder	powder	n1	powder	powder	0
doth	doth	vdz	does	do	0
immediatly	immediatly	av-j	immediately	immediate	0
consolidate	consolidate	vvi	consolidate	consolidate	0
and	and	cc	and	and	0
cure	cure	vvi	cure	cure	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
wound	wound	n1	wound	wound	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
stones	stones	n2	stones	stone	0
,	,	,	,	,	0
the	the	dt	the	the	0
people	people	n1	people	people	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
doe	doe	vdb	do	do	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
triumph	triumph	n1	triumph	triumph	0
both	both	av-d	both	both	0
on	on	p-acp	on	on	0
sea	sea	n1	sea	sea	0
and	and	cc	and	and	0
land	land	n1	land	land	0
.	.	.	.	.	1
Howbeit	Howbeit	a-acp	Howbeit	howbeit	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
strata-geme	strata-geme	j	stratagem	stratagem	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nation	nation	n1	nation	nation	0
