Advertisements	Advertisements	n2	Advertisements	advertisement	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
the	the	dt	the	the	0
Masters	Masters	n2	Master's	master	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Navigation	Navigation	n1	Navigation	navigation	0
,	,	,	,	,	0
ships	ships	n2	ships	ship	0
and	and	cc	and	and	0
Pilots	Pilots	n2	Pilots	pilot	0
are	are	vbr	are	be	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
answere	answere	vvi	answer	answer	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
such	such	d	such	such	0
articles	articles	n2	articles	article	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
reader	reader	n1	reader	reader	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
objecte	objecte	vvi	object	object	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
Navigation	Navigation	n1	Navigation	navigation	0
:	:	:	:	:	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
found	found	vvn	found	find	0
sufficient	sufficient	j	sufficient	sufficient	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
admitted	admitted	vvn	admitted	admit	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
charge	charge	n1	charge	charge	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
master	master	n1	master	master	0
must	must	vmb	must	must	0
knowe	knowe	vvi	know	know	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
be	be	vbb	be	be	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
calked	calked	vvn	calked	calk	0
,	,	,	,	,	0
tackled	tackled	j-vvn	tackled	tackle	0
,	,	,	,	,	0
and	and	cc	and	and	0
furnished	furnished	vvn	furnished	furnish	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
accordingly	accordingly	av-vvg	accordingly	accord	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
mastes	mastes	n2	masts	mast	0
,	,	,	,	,	0
sayles	sayles	n2	sails	sail	0
,	,	,	,	,	0
cables	cables	n2	cables	cable	0
,	,	,	,	,	0
ankers	ankers	n2	anchors	anchor	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
necessary	necessary	j	necessary	necessary	0
furniture	furniture	n1	furniture	furniture	0
:	:	:	:	:	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
time	time	n1	time	time	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
high	high	j	high	high	0
judges	judges	n2	judges	judge	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
ordinary	ordinary	j	ordinary	ordinary	0
visitours	visitours	n2	visitors	visitor	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
causes	causes	n2	causes	cause	0
doe	doe	vdb	do	do	0
come	come	vvi	come	come	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
nothing	nothing	pix	nothing	nothing	0
found	found	vvn	found	find	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
order	order	n1	order	order	0
or	or	cc	or	or	0
lacking	lacking	vvg	lacking	lack	0
,	,	,	,	,	0
^rders^alUd	^rders^alUd	uh	rders^alud	rders^alud	0
accorchng	accorchng	n1	accorchng	accorchng	0
to	to	p-acp	to	to	0
The	The	dt	The	the	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
orders	orders	n2	order	order	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
every	every	d	every	every	0
shippe	shippe	n1	ship	ship	0
°in	°in	vbn	°in	°in	0
Spanish	Spanish	jp	Spanish	spanish	0
proportionable	proportionable	j	proportionable	proportionable	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
burthen	burthen	n1	burden	burden	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
Pragmatics	Pragmatics	n2-jn	Pragmatics	pragmatic	0
,	,	,	,	,	0
unknowen	unknowen	j	unknown	unknown	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
masters	masters	n2	master's	master	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
writing	writing	n1	writing	writing	0
common	common	j	common	common	0
common	common	j	common	common	0
in	in	p-acp	in	in	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
charge	charge	n1	charge	charge	0
given	given	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
and	and	cc	and	and	0
writing	writing	n1	writing	writing	0
among	among	p-acp	among	among	0
pnot	pnot	n1	pnot	pnot	0
serveth	serveth	vvz	serves	serve	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
conduct	conduct	vvi	conduct	conduct	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
from	from	p-acp	from	from	0
port	port	n1	port	port	0
to	to	p-acp	to	to	0
port	port	n1	port	port	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
counter	counter	j	counter	counter	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
or	or	cc	or	or	0
masters	masters	ng1	master's	master	0
mate	mate	n1	mate	mate	0
is	is	vbz	is	be	0
obedient	obedient	j	obedient	obedient	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
hee	hee	pns31	he	he	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
commanded	commanded	vvn	commanded	command	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
master	master	n1	master	master	0
446	446	crd	446	446	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
and	and	cc	and	and	0
Pilote	Pilote	n1	Pilot	pilot	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
commandement	commandement	n1	commandment	commandment	0
are	are	vbr	are	be	0
all	all	d	all	all	0
the	the	dt	the	the	0
maryners	maryners	n2	mariners	mariner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ship	ship	n1	ship	ship	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
shippes	shippes	n2	ships	ship	0
commonly	commonly	av-j	commonly	common	0
goe	goe	vvb	go	go	0
deeper	deeper	avc-jn	deeper	deep	0
laden	laden	vvn	laden	lade	0
from	from	p-acp	from	from	0
Spaine	Spaine	np1	Spaine	Spain	0
,	,	,	,	,	0
then	then	cs	then	than	0
our	our	po12	our	our	0
shippes	shippes	n2	ships	ship	0
doe	doe	vdb	do	do	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
voyage	voyage	n1	voyage	voyage	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
