Notes	Notes	np1	Notes	Notes	0
inland	inland	n1	inland	inland	0
there	there	a-acp	there	there	0
may	may	vmb	may	may	0
yeeld	yeeld	vvi	yield	yield	0
masts	masts	n2	masts	mast	0
,	,	,	,	,	0
pitch	pitch	n1	pitch	pitch	0
,	,	,	,	,	0
tarre	tarre	n1	tar	tar	0
,	,	,	,	,	0
hempe	hempe	n1	hemp	hemp	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
things	things	n2	things	thing	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
plentifully	plentifully	av-j	plentifully	plentiful	0
as	as	c-acp	as	as	0
Eastland	Eastland	np1	Eastland	Eastland	0
doth	doth	vdz	does	do	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
Islands	Islands	n2	Islands	island	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
noted	noted	vvn	noted	note	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
commodities	commodities	n2	commodities	commodity	0
and	and	cc	and	and	0
wants	wants	n2	wants	want	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
TO	TO	p-acp	TO	to	0
note	note	vvi	note	note	0
the	the	dt	the	the	0
Islands	Islands	n2	Islands	island	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
hie	hie	j	high	high	0
land	land	n1	land	land	0
or	or	cc	or	or	0
low	low	j	low	low	0
land	land	n1	land	land	0
,	,	,	,	,	0
mountaine	mountaine	n1	mountain	mountain	0
or	or	cc	or	or	0
flat	flat	j	flat	flat	0
,	,	,	,	,	0
gravelly	gravelly	av-jn	gravelly	gravel	0
,	,	,	,	,	0
clay	clay	n1	clay	clay	0
,	,	,	,	,	0
chalkie	chalkie	j	chalky	chalky	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
soile	soile	n1	soil	soil	0
,	,	,	,	,	0
woody	woody	j	woody	woody	0
or	or	cc	or	or	0
not	not	xx	not	not	0
woody	woody	j	woody	woody	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
springs	springs	n2	springs	spring	0
and	and	cc	and	and	0
rivers	rivers	n2	rivers	river	0
or	or	cc	or	or	0
not	not	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
wilde	wilde	j	wild	wild	0
beastes	beastes	n2	beasts	beast	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
whether	whether	cs	whither	whether	0
there	there	pc-acp	there	there	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
apt	apt	j	apt	apt	0
matter	matter	n1	matter	matter	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
stone	stone	n1	stone	stone	0
free	free	j	free	free	0
or	or	cc	or	or	0
rough	rough	j	rough	rough	0
,	,	,	,	,	0
and	and	cc	and	and	0
stone	stone	n1	stone	stone	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
lime	lime	n1	lime	lime	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
and	and	cc	and	and	0
wood	wood	n1	wood	wood	0
or	or	cc	or	or	0
coale	coale	n1	coal	coal	0
to	to	pc-acp	to	to	0
burne	burne	vvi	burn	burn	0
the	the	dt	the	the	0
same	same	d	same	same	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
note	note	vvb	note	note	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
or	or	cc	or	or	0
the	the	dt	the	the	0
badnesse	badnesse	n1	badness	badness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
havens	havens	n2	havens	haven	0
and	and	cc	and	and	0
harborowes	harborowes	n2	harborowes	harborowe	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Islands	Islands	n2	Islands	island	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
If	If	cs	If	if	0
a	a	dt	a	a	0
straight	straight	n1	straight	strait	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
great	great	j	great	great	0
importance	importance	n1	importance	importance	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
Nd	Nd	ord	Nd	nd	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
straight	straight	j	straight	straight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
passage	passage	n1	passage	passage	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Scithian	Scithian	jp	Scythian	scythian	0
seas	seas	n2	seas	sea	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
is	is	vbz	is	be	0
specially	specially	av-j	specially	special	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
regard	regard	n1	regard	regard	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
noted	noted	vvn	noted	note	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
if	if	cs	if	if	0
the	the	dt	the	the	0
same	same	d	same	same	0
straight	straight	av	straight	straight	0
be	be	vbb	be	be	0
narrow	narrow	j	narrow	narrow	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
.	.	.	.	.	1
I	I	pns11	I	i	0
say	say	vvb	say	say	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
noted	noted	vvn	noted	note	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
doeth	doeth	vdz	doth	do	0
much	much	d	much	much	0
import	import	n1	import	import	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
prince	prince	n1	prince	prince	0
soever	soever	av	soever	soever	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
Lorde	Lorde	n1	Lord	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
possesse	possesse	vvi	possess	possess	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
266	266	crd	266	266	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Denmarke	Denmarke	np1	Denmarke	Denmark	0
doeth	doeth	vdz	doth	do	0
possesse	possesse	vvi	possess	possess	0
the	the	dt	the	the	0
straight	straight	n1	straight	strait	0
of	of	pp-f	of	of	0
Denmarke	Denmarke	np1	Denmarke	Denmark	0
,	,	,	,	,	0
he	he	pns31	he	he	0
onely	onely	av-j	only	only	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
trade	trade	n1	trade	trade	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
regions	regions	n2	regions	region	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
for	for	p-acp	for	for	0
him-selfe	him-selfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
private	private	j	private	private	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
subjects	subjects	n2-jn	subject's	subject	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
enjoy	enjoy	vvi	enjoy	enjoy	0
wonderfull	wonderfull	j	wonderful	wonderful	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
toll	toll	n1	toll	toll	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
like	like	av-j	like	like	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Denmarke	Denmarke	np1	Denmarke	Denmark	0
doth	doth	vdz	does	do	0
enjoy	enjoy	vvi	enjoy	enjoy	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
straights	straights	n2	straights	straight	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
suffring	suffring	vvg	suffering	suffer	0
the	the	dt	the	the	0
merchants	merchants	n2	merchant's	merchant	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
Princes	Princes	n2	Princes	prince	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
that	that	d	that	that	0
way	way	n1	way	way	0
.	.	.	.	.	1
If	If	cs	If	if	0
any	any	d	any	any	0
such	such	d	such	such	0
straight	straight	av	straight	straight	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
the	the	dt	the	the	0
elevation	elevation	n1	elevation	elevation	0
,	,	,	,	,	0
the	the	dt	the	the	0
high	high	j	high	high	0
or	or	cc	or	or	0
lowe	lowe	j	low	low	0
land	land	n1	land	land	0
,	,	,	,	,	0
the	the	dt	the	the	0
havens	havens	n2	havens	haven	0
neere	neere	av-j	near	near	0
,	,	,	,	,	0
the	the	dt	the	the	0
length	length	n1	length	length	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
straights	straights	n2	straights	straight	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
such	such	d	such	such	0
circumstances	circumstances	n2	circumstances	circumstance	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
set	set	vvn	set	set	0
downe	downe	a-acp	down	down	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
purposes	purposes	n2	purposes	purpose	0
:	:	:	:	:	0
and	and	cc	and	and	0
al	al	d	all	all	0
the	the	dt	the	the	0
Mariners	Mariners	n2	Mariners	mariner	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
voyage	voyage	n1	voyage	voyage	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sworne	sworne	vvn	sworn	swear	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
close	close	av-j	close	close	0
all	all	d	all	all	0
such	such	d	such	such	0
things	things	n2	things	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
other	other	j-jn	other	other	0
Princes	Princes	n2	Princes	prince	0
prevent	prevent	vvb	prevent	prevent	0
us	us	pno12	us	we	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
our	our	po12	our	our	0
returne	returne	n1	return	return	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
disclosing	disclosing	vvg	disclosing	disclose	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mariners	Mariners	n2	Mariners	mariner	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
such	such	d	such	such	0
thing	thing	n1	thing	thing	0
should	should	vmd	should	shall	0
hap	hap	vvi	hap	hap	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Which	Which	r-crq	Which	which	0
way	way	n1	way	way	0
the	the	dt	the	the	0
Savage	Savage	j-jn	Savage	savage	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
[	[	[	[	[	0
I	I	pns11	I	i	0
.	.	.	.	.	0
439-1	439-1	j	439-1	439-1	0
purchase	purchase	vvi	purchase	purchase	0
our	our	po12	our	our	0
cloth	cloth	n1	cloth	cloth	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
their	their	po32	their	their	0
wants	wants	n2	wants	want	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IF	IF	cs	IF	if	0
you	you	pn22	you	you	0
find	find	vvb	find	find	0
any	any	d	any	any	0
Island	Island	n1	Island	island	0
or	or	cc	or	or	0
maine	maine	j	main	main	0
land	land	n1	land	land	0
populous	populous	j	populous	populous	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
people	people	n1	people	people	0
hath	hath	vhz	hath	have	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
cloth	cloth	n1	cloth	cloth	0
,	,	,	,	,	0
then	then	av	then	then	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
devise	devise	vvi	devise	devise	0
what	what	r-crq	what	what	0
commodities	commodities	n2	commodities	commodity	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
to	to	pc-acp	to	to	0
purchase	purchase	vvi	purchase	purchase	0
the	the	dt	the	the	0
same	same	d	same	same	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
If	If	cs	If	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
then	then	av	then	then	0
are	are	vbr	are	be	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
soile	soile	n1	soil	soil	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
possibilitie	possibilitie	n1	possibility	possibility	0
the	the	dt	the	the	0
same	same	d	same	same	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
to	to	pc-acp	to	to	0
inrich	inrich	vvi	enrich	enrich	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
hereafter	hereafter	av	hereafter	hereafter	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
something	something	pi	something	something	0
to	to	pc-acp	to	to	0
purchase	purchase	vvi	purchase	purchase	0
the	the	dt	the	the	0
cloth	cloth	n1	cloth	cloth	0
withall	withall	av	withal	withal	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
enter	enter	vvb	enter	enter	0
into	into	p-acp	into	into	0
any	any	d	any	any	0
maine	maine	n1	main	main	0
by	by	p-acp	by	by	0
portable	portable	j	portable	portable	0
river	river	n1	river	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
any	any	d	any	any	0
great	great	j	great	great	0
woods	woods	n2	woods	wood	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
what	what	r-crq	what	what	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
timber	timber	n1	timber	timber	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
pitch	pitch	n1	pitch	pitch	0
,	,	,	,	,	0
tarre	tarre	n1	tar	tar	0
,	,	,	,	,	0
mastes	mastes	n2	masts	mast	0
,	,	,	,	,	0
dealeboord	dealeboord	n1	dealeboord	dealeboord	0
,	,	,	,	,	0
clapboord	clapboord	n1	clapboord	clapboord	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
building	building	n1	building	building	0
of	of	pp-f	of	of	0
ships	ships	n2	ships	ship	0
or	or	cc	or	or	0
houses	houses	n2	houses	house	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
people	people	n1	people	people	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
perhaps	perhaps	av	perhaps	perhaps	0
to	to	pc-acp	to	to	0
use	use	vvi	use	use	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Not	Not	xx	Not	not	0
to	to	pc-acp	to	to	0
venture	venture	vvi	venture	venture	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
one	one	crd	one	one	0
man	man	n1	man	man	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
YOu	YOu	pn22	YOu	you	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
great	great	j	great	great	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
your	your	po22	your	your	0
people	people	n1	people	people	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
your	your	po22	your	your	0
number	number	n1	number	number	0
is	is	vbz	is	be	0
so	so	av	so	so	0
small	small	j	small	small	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
venture	venture	vvi	venture	venture	0
any	any	d	any	any	0
one	one	crd	one	one	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
wise	wise	n1	wise	wise	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
267	267	crd	267	267	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
bring	bring	vvi	bring	bring	0
home	home	av-an	home	home	0
besides	besides	p-acp	beside	beside	0
merchandize	merchandize	n1	merchandise	merchandise	0
certaine	certaine	j	certain	certain	0
trifles	trifles	n2	trifles	trifle	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
BRing	BRing	vvb	BRing	bring	0
home	home	av-an	home	home	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
(	(	(	(	(	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
Cambalu	Cambalu	np1	Cambalu	Cambalu	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
civil	civil	j	civil	civil	0
place	place	n1	place	place	0
,	,	,	,	,	0
one	one	crd	one	one	0
or	or	cc	or	or	0
other	other	n-jn	other	other	0
yong	yong	j	young	young	0
man	man	n1	man	man	0
,	,	,	,	,	0
although	although	cs	although	although	0
you	you	pn22	you	you	0
leave	leave	vvb	leave	leave	0
one	one	pi	one	one	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Also	Also	av	Also	also	0
the	the	dt	the	the	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Countreys	Countreys	ng2	Countries'	country	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
dure	dure	vvi	dure	dure	0
,	,	,	,	,	0
drie	drie	vvi	dry	dry	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
so	so	av	so	so	0
preserve	preserve	vvb	preserve	preserve	0
them	them	pno32	them	they	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
And	And	cc	And	and	0
bring	bring	vvi	bring	bring	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
kernels	kernels	n2	kernels	kernel	0
of	of	pp-f	of	of	0
peares	peares	n2	pears	pear	0
and	and	cc	and	and	0
apples	apples	n2	apples	apple	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
stones	stones	n2	stones	stone	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
stonefruits	stonefruits	n2	stonefruits	stonefruit	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Also	Also	av	Also	also	0
the	the	dt	the	the	0
seeds	seeds	n2	seeds	seed	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
strange	strange	j	strange	strange	0
herbs	herbs	n2	herbs	herb	0
&	&	cc	&	and	0
flowers	flowers	n2	flowers	flower	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
such	such	d	such	such	0
seeds	seeds	n2	seeds	seed	0
of	of	pp-f	of	of	0
fruits	fruits	n2	fruits	fruit	0
and	and	cc	and	and	0
herbs	herbs	n2	herbs	herb	0
comming	comming	vvg	coming	come	0
from	from	p-acp	from	from	0
another	another	j-jn	another	another	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
far	far	av-j	far	far	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
will	will	vmb	will	will	0
delight	delight	vvi	delight	delight	0
the	the	dt	the	the	0
fansie	fansie	n1	fancy	fancy	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
strangenesse	strangenesse	n1	strangeness	strangeness	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
may	may	vmb	may	may	0
grow	grow	vvi	grow	grow	0
,	,	,	,	,	0
and	and	cc	and	and	0
continue	continue	vvi	continue	continue	0
the	the	dt	the	the	0
delight	delight	n1	delight	delight	0
long	long	j	long	long	0
time	time	n1	time	time	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
arrive	arrive	vvb	arrive	arrive	0
at	at	p-acp	at	at	0
Cambalu	Cambalu	np1	Cambalu	Cambalu	0
or	or	cc	or	or	0
Quinsay	Quinsay	np1	Quinsay	Quinsay	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
thence	thence	av	thence	thence	0
the	the	dt	the	the	0
mappe	mappe	n1	map	map	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
shall	shall	vmb	shall	shall	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
perfect	perfect	j	perfect	perfect	0
description	description	n1	description	description	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
great	great	j	great	great	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
bring	bring	vvi	bring	bring	0
thence	thence	av	thence	thence	0
some	some	d	some	some	0
old	old	j	old	old	0
printed	printed	j-vvn	printed	print	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
print	print	n1	print	print	0
there	there	a-acp	there	there	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
devised	devised	vvn	devised	devise	0
in	in	p-acp	in	in	0
Europe	Europe	np1	Europe	Europe	0
as	as	p-acp	as	as	0
some	some	d	some	some	0
write	write	vvb	write	write	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
To	To	pc-acp	To	to	0
note	note	vmdx	note	ought	0
their	their	po32	their	their	0
force	force	n1	force	force	0
by	by	p-acp	by	by	0
sea	sea	n1	sea	sea	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
land	land	n1	land	land	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
IF	IF	cs	IF	if	0
you	you	pn22	you	you	0
arrive	arrive	vvb	arrive	arrive	0
in	in	p-acp	in	in	0
Cambalu	Cambalu	np1	Cambalu	Cambalu	0
or	or	cc	or	or	0
Quinsay	Quinsay	np1	Quinsay	Quinsay	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
speciali	speciali	fw-la	speciali	speciali	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Navie	Navie	n1	Navy	navy	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
the	the	dt	the	the	0
force	force	n1	force	force	0
,	,	,	,	,	0
greatnesse	greatnesse	n1	greatness	greatness	0
,	,	,	,	,	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
building	building	n1	building	building	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
sailes	sailes	n2	sails	sail	0
,	,	,	,	,	0
the	the	dt	the	the	0
tackles	tackles	n2	tackles	tackle	0
,	,	,	,	,	0
the	the	dt	the	the	0
ankers	ankers	n2	anchors	anchor	0
,	,	,	,	,	0
the	the	dt	the	the	0
furniture	furniture	n1	furniture	furniture	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
ordinance	ordinance	n1	ordinance	ordinance	0
,	,	,	,	,	0
armour	armour	n1	armour	armour	0
,	,	,	,	,	0
and	and	cc	and	and	0
munition	munition	n1	munition	munition	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
Also	Also	av	Also	also	0
,	,	,	,	,	0
