The	The	dt	The	the	0
,	,	,	,	,	0
received	received	vvn	received	receive	0
of	of	pp-f	of	of	0
master	master	n1	master	master	0
W.	W.	np1	W.	W.	0
Burrough	Burrough	np1	Burrough	Burrough	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
sufficient	sufficient	j	sufficient	sufficient	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
pullies	pullies	n2	pullies	pilley	0
for	for	p-acp	for	for	0
tackle	tackle	n1	tackle	tackle	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
dozen	dozen	crd	dozen	dozen	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
baskets	baskets	n2	baskets	basket	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
4	4	crd	4	4	0
furnaces	furnaces	n2	furnaces	furnace	0
to	to	pc-acp	to	to	0
melt	melt	vvi	melt	melt	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
6	6	crd	6	6	0
ladles	ladles	n2	ladles	ladle	0
of	of	pp-f	of	of	0
copper	copper	n1	copper	copper	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
A	A	dt	A	a	0
thousand	thousand	crd	thousand	thousand	0
of	of	pp-f	of	of	0
nailes	nailes	n2	nails	nail	0
to	to	pc-acp	to	to	0
mend	mend	vvi	mend	mend	0
the	the	dt	the	the	0
pinnases	pinnases	n2	pinnaces	pinnace	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
500	500	crd	500	500	0
great	great	j	great	great	0
nails	nails	n2	nails	nail	0
of	of	pp-f	of	of	0
spikes	spikes	n2	spikes	spike	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
their	their	po32	their	their	0
house	house	n1	house	house	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
3	3	crd	3	3	0
paire	paire	n1	pair	pair	0
of	of	pp-f	of	of	0
bootes	bootes	vvz	boots	boot	0
great	great	j	great	great	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
shall	shall	vmb	shall	shall	0
cut	cut	vvi	cut	cut	0
the	the	dt	the	the	0
Whale	Whale	n1	Whale	whale	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
8	8	crd	8	8	0
calve	calve	fw-la	calve	calve	0
skins	skins	n2	skins	skin	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
aprons	aprons	n2	aprons	apron	0
or	or	cc	or	or	0
barbecans	barbecans	n2	barbecans	barbecan	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	1
